sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.47831065999344,0,0.0737759458390065,0,0.185911508277059,0,9,1.83632662950549,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.917634513229132,0.969041615724564,0.00757655087206513,0,0.0150282030249946,0.0530137475719676,1,1.65587934199721,-7195.14321053158,-6961.30620337806,-233.837007153517
101,0.668930568080396,0,0.125918317146134,0,0.228143753041513,0,9,2.62388058262877,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.865655126515776,0.893408579914831,0.00439850024832413,0,0.068810736623127,0.0668978801136837,1,1.24569875001907,-2906.75816506274,-2362.93290567255,-543.825259390186
201,0.594800388347358,0,0.0956089552282356,0,0.0772413470316678,0,9,2.50277185370214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.756820813706145,0.907728616334498,0.00770709958439693,0,0.0858019931032322,0.0385324328579009,1,0.654356089653447,-2898.07617191008,-2277.08055260683,-620.995619303252
301,0.488973803725094,0,0.00272582816192882,0,0.0372355523984879,0,9,1.96570029738359,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.732675004168414,0.848378600459546,0.00375256584538147,0,0.173478006965015,0.0538737748842686,1,0.871883243089542,-2772.76366715926,-1956.27066158929,-816.493005569968
401,0.522298735473305,0,0.0140859005996026,0,0.0473475054837763,0,9,1.99756351439282,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.735733681055717,0.832393276854418,0.0243832282796502,0,0.078471876217518,0.0815507706347853,1,1.67325343168341,-2811.18659757518,-1986.96008329698,-824.226514278202
501,0.903497081901878,0,0.0352147355419584,0,0.0339698135154322,0,9,2.09901344403625,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.388348403107375,0.976403246005066,0.00718785094283521,0,0.243722007262986,0.147024683458731,1,0.0989802107214928,-2606.03590618801,-1939.03315421299,-667.002751975011
601,0.903497081901878,0,0.0352147355419584,0,0.0339237387524918,0,9,1.36102778685745,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.277197529538535,0.966329446597956,0.00285263728396967,0,0.288159474499989,0.286465683826245,1,0.593980437377468,-2488.65324688545,-1724.2695134811,-764.383733404341
701,0.98090456770733,0,0.0352147355419584,0,0.0339237387524918,0,9,1.36102778685745,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.205381411733106,0.998664982593618,0.00207756947213784,0,0.316391234451439,0.371965597956441,1,0.27345759794116,-2628.68771784011,-1890.35697420384,-738.330743636271
801,0.98090456770733,0,0.0260448021790944,0,0.0339237387524918,0,9,1.31992955715396,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.186265866877511,0.997896324680187,0.00668716909177602,0,0.401252276033629,0.37703523050528,1,0.313986082095653,-2417.71298977743,-1716.86740216302,-700.845587614413
901,0.98090456770733,0,0.0123893974139355,0,0.0339237387524918,0,9,1.31992955715396,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.126948975445703,0.913599990122021,0.00451820142613724,0,0.379971608568449,0.336275253086351,1,0.416370858671144,-2401.30335563464,-1665.96719444859,-735.336161186051
