sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.48282326431945,0,0.0677503132051788,0,0.15385370508302,0,9,1.33485715871211,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.659987804945558,0.751008844235912,0.00314928023726679,0,0.0476861887308769,0.0471322598052211,1,1.59073801978957,-5213.6922793569,-4961.02454547192,-252.667733884977
101,1.01895878491923,0,0.105416074770037,0,0.141100199031644,0,9,2.90148441831116,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.504332826309837,0.805926536861807,0.00583691172185354,0,0.0545789474318735,0.0412846698309295,1,0.318258812068961,-2844.30318428211,-2315.16242863991,-529.140755642202
201,1.06007779175416,0,0.0366091719339602,0,0.0733380890684202,0,9,2.34936224215198,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.43007125123404,0.785350857302547,0.0149472855904605,0,0.109894932869356,0.0206171284080483,1,0.370651246863417,-2707.19943473775,-2046.46067027021,-660.738764467547
301,1.06007779175416,0,0.0097415646747686,0,0.0733380890684202,0,9,1.55691639147699,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317790520307608,0.79883990183007,0.00671934823389165,0,0.149442747135181,0.168825040094089,1,0.480966007453389,-2488.91277225445,-1763.27819931719,-725.634572937265
401,1.11730898702517,0,0.0097415646747686,0,0.0733380890684202,0,9,1.55691639147699,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.251974374987185,0.886540747713298,0.00581219981773756,0,0.14216089690337,0.18923907809658,1,0.757987828110345,-2398.89087601299,-1644.41061740401,-754.480258608977
501,1.27925265701488,0,0.00764404775341973,0,0.0733380890684202,0,9,0.995408751536161,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.2259293012321,0.990364448283799,0.0165797522466164,0,0.137516569362488,0.0688878451590426,1,0.763927009538747,-2350.78075270977,-1569.05481633843,-781.725936371335
601,1.27925265701488,0,0.00288483167300001,0,0.0733380890684202,0,9,1.13257880939636,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.186705384566449,0.86003130597528,0.0250153186114039,0,0.169010016710963,0.00291169130941851,1,2.41306870558765,-2275.26207495581,-1439.7996428389,-835.462432116906
701,1.27925265701488,0,0.000239432880189269,0,0.0733380890684202,0,9,1.08466495969333,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.186705384566449,0.887477974989451,0.0114844689180609,0,0.169010016710963,0.0319610065431334,1,1.7511344748782,-2226.81736800681,-1441.26022825145,-785.557139755366
801,1.27925265701488,0,0.00480721189873293,0,0.0733380890684202,0,9,0.903601250378415,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.171839392720722,0.845378021104261,0.0114833314844873,0,0.211246028931346,0.0397650741855614,1,1.27091210440267,-2288.12425520987,-1431.08921448611,-857.035040723755
901,1.27925265701488,0,0.00522058701841161,0,0.0733380890684202,0,9,1.17090503138024,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.147215296910145,0.7547987309983,0.0116873155336361,0,0.263964824138675,0.0817601446178742,1,1.52832732803654,-2343.81897043985,-1433.86810794824,-909.950862491607
1001,1.27925265701488,0,0.00522058701841161,0,0.0733380890684202,0,9,1.05687790177763,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.147215296910145,0.708858001162298,0.0080396440939512,0,0.282701092322823,0.137764279951807,1,2.79079439712223,-2338.666488321,-1430.85535064313,-907.811137677873
1101,1.27925265701488,0,0.00522058701841161,0,0.0733380890684202,0,9,1.05127767985687,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.158032897231169,0.623390243505127,0.0186563114251476,0,0.386445012309123,0.0129845156683587,1,3.64062317123171,-2310.51694732137,-1384.72194315096,-925.795004170409
1201,1.39267274988815,0,0.00366372631629929,0,0.0733380890684202,0,9,0.829088038648479,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.150108121009544,0.665428313449956,0.0230095660581719,0,0.398696483082604,0.0223763837362639,1,2.97557139617857,-2300.17993299577,-1382.92670370912,-917.25322928665
1301,1.39267274988815,0,0.00348251000745222,0,0.0733380890684202,0,9,0.829088038648479,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.151442875782959,0.680087296408601,0.0188950175454374,0,0.46150272338884,0.0382716435589827,1,3.11860717192758,-2260.96534657663,-1356.86327841994,-904.102068156687
1401,1.39267274988815,0,0.00348251000745222,0,0.0733380890684202,0,9,0.8324665207183,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.15966913101729,0.783063765196129,0.0246536965377163,0,0.484809411216993,0.0253647007164545,1,3.7953965581255,-2295.44520501079,-1454.52585852735,-840.919346483446
