sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.37474334333092,0,0.0697468679351732,0,0.155695216311142,0,9,1.78939879138488,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.196675004437566,0.830437002237886,0.00775696016056463,0,0.0953736085654236,0.0261428977549076,1,1.77480161096901,-2830.15706119498,-2589.67838029521,-240.478680899776
101,2.63784123379737,0,0.0548585269320756,0,0.0626888765022159,0,9,1.49785744980909,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.117189645278268,0.790140022523701,0.00229078177222982,0,0.118548229613807,0.0410783761693165,1,2.70551202143542,-2238.48455611344,-1718.95791773674,-519.526638376703
201,2.52463534381241,0,0.0338160832598805,0,0.0634525839937851,0,9,1.49785744980909,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0976539042778313,0.767027617385611,0.00740490911202505,0,0.153504127028864,0.0836060192948207,1,3.46760349767283,-2200.8940695625,-1620.16088087138,-580.733188691121
301,2.35878887549043,0,0.0258074264228344,0,0.0885338129475713,0,9,0.927304602460936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.11150421386119,0.942290969262831,0.00385769589198753,0,0.191841072842944,0.0694656429998577,1,1.22116547962651,-2145.58176786225,-1430.56159581227,-715.020172049975
401,2.35878887549043,0,0.0258074264228344,0,0.0885338129475713,0,9,0.92818517726846,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.11150421386119,0.895650806557387,0.00487611753260717,0,0.191841072842944,0.0300583283696324,1,1.92231747624464,-2101.61338615131,-1406.63818952363,-694.975196627679
501,2.39778574425727,0,0.0258074264228344,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0942371979355812,0.944566075224429,0.00601927362941205,0,0.174265519992914,0.0647497449349612,1,1.39127995818853,-2117.18052304795,-1411.27717777448,-705.903345273471
601,2.39778574425727,0,0.0236681678378955,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0942371979355812,0.985495249414817,0.0102371529312804,0,0.196654025346506,0.201774367252365,1,0.411945193074644,-2140.77670347909,-1423.26433997279,-717.512363506302
701,2.39778574425727,0,0.0211719545582309,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0942371979355812,0.852891694800928,0.00459574158163741,0,0.231582229023334,0.124745775600895,1,0.6044753594324,-2138.75132048492,-1380.71803388617,-758.033286598755
801,2.39778574425727,0,0.0211719545582309,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0942371979355812,0.836264467425644,0.0132622395162471,0,0.190046604836825,0.195421320390888,1,0.0905439627822493,-2118.22562537948,-1421.34347088313,-696.882154496343
901,2.39778574425727,0,0.0200069186557084,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.085741429310292,0.837748633138835,0.0167316777780652,0,0.134680840650108,0.295516516063362,1,0.174958849092946,-2083.55108812459,-1406.80161126582,-676.749476858772
1001,2.39778574425727,0,0.0206737811490893,0,0.0885338129475713,0,9,0.936624571564607,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0795395148918033,0.756130565865897,0.0321369939935394,0,0.171113838066813,0.242050563571975,1,0.214195818873123,-2051.81767248952,-1380.47557588217,-671.342096607347
1101,2.35200992189348,0,0.0206737811490893,0,0.0885338129475713,0,9,0.960326038417406,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0795395148918033,0.682802027114667,0.0226692140880041,0,0.178777185033541,0.371293331896886,1,0.915269908262417,-2128.54543719995,-1410.97253210673,-717.572905093219
1201,2.41957228947431,0,0.0205316348047927,0,0.0874766600085422,0,9,0.960326038417406,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0894691522233188,0.662315946049057,0.0241125424006023,0,0.195792394361924,0.31746182821691,1,0.426679061492905,-2093.35003825836,-1397.93934491719,-695.41069334117
1301,2.37399608083069,0,0.0205316348047927,0,0.0874766600085422,0,9,0.960326038417406,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0865253969561308,0.648926334199496,0.034455284845084,0,0.218533811576199,0.344627254484221,1,0.639967759605497,-2075.21910090494,-1374.56384337502,-700.65525752992
1401,2.36142797861248,0,0.0178392944810912,0,0.0874766600085422,0,9,0.969309723819606,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0865253969561308,0.669596395478584,0.0355264014014974,0,0.166149604620878,0.430242211329751,1,0.672387568280101,-2072.82899141999,-1378.39412671549,-694.434864704505
1501,2.36142797861248,0,0.019515449735336,0,0.0874766600085422,0,9,0.962896801880561,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0865253969561308,0.48222455563955,0.0265043160072528,0,0.176008427746128,0.473912296635099,1,0.984496503137052,-2065.8152836896,-1353.71404996801,-712.101233721591
1601,2.3705593733117,0,0.0270437553944066,0,0.0874766600085422,0,9,0.962896801880561,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0883232437539846,0.51485182964243,0.0291688115042634,0,0.149745055774692,0.38979070478119,1,0.996891579823568,-2079.04613423126,-1350.68837343718,-728.357760794074
1701,2.3705593733117,0,0.0270437553944066,0,0.0874766600085422,0,9,0.962896801880561,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0940791686065495,0.530308055947535,0.0256726953303442,0,0.160714038226288,0.442490992536768,1,0.719388150144368,-2056.14192618003,-1358.27894234048,-697.862983839554
1801,2.34581930916756,0,0.0270437553944066,0,0.0874766600085422,0,9,0.962896801880561,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0940791686065495,0.506874064542353,0.0384434427260421,0,0.169370838019531,0.407509350012988,1,0.203140277648345,-2090.81902309415,-1364.67555837742,-726.143464716733
