sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_LN,sigma_LN,alpha,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
652001,1.14622133507379,0,0.00995299194959188,0,0.0440984874591946,0,12,1.21242972389891,0.889546539919927,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05673437418871,0.0908348306994083,450.246605323628,0.87556295383337,0.0640497264390894,-37812.0176105621,-35541.5053953224,-2270.51221523972
653001,1.13826236399854,0,0.00933258022403138,0,0.0438008128129203,0,12,1.21632318230926,1.00587950880109,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09047514287585,0.101122363266663,700.189800700173,0.895891648588091,0.0627470263475598,-37761.2510281017,-35484.842490256,-2276.40853784573
654001,1.13810081965759,0,0.00817494974784187,0,0.0436758308024888,0,12,1.21316731953982,1.0056682106606,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07449628325736,0.0999057779390085,898.79747107625,0.806603761131704,0.0662627529440473,-37796.4286220712,-35530.1040016868,-2266.32462038438
655001,1.15565641925629,0,0.00704941008477766,0,0.0448760614701202,0,12,1.22193540380126,0.942716564987547,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14194331066305,0.108304166324582,325.773014454171,0.872199532080821,0.0616766829111193,-37865.1656438862,-35584.0809502644,-2281.08469362181
656001,1.12155556183401,0,0.00609738903512944,0,0.0437709378420293,0,12,1.21277644471452,0.932897010406377,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14257470182722,0.0900322027958642,133.752355352044,0.803162147771181,0.0670422663184689,-37820.4169056622,-35567.1077296457,-2253.30917601652
657001,1.15765962402352,0,0.00930124799555526,0,0.0439458573787943,0,12,1.22009540154996,0.977321775158819,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06657383159869,0.104697018596916,518.35051481612,0.873744509751359,0.0677300011178898,-37787.2743347027,-35531.5656268847,-2255.70870781801
658001,1.1446955077508,0,0.00782637549577181,0,0.044476486011853,0,12,1.22550458057925,1.03378164368062,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04210736740918,0.0440638290023468,998.774870531633,0.870390303807507,0.0712899102727864,-37794.2142967099,-35497.8613259525,-2296.35297075746
659001,1.13673837621447,0,0.00599892183440507,0,0.0458624196807011,0,12,1.21730439193727,0.831077729224426,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0467036603016,0.0480329910431375,482.378532644361,0.851519355057724,0.0786522158862092,-37822.5587082824,-35512.7694515105,-2309.78925677191
660001,1.13416100463055,0,0.00662528343641717,0,0.0452536938370271,0,12,1.21849210343333,1.0294552318989,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04842430743226,0.0642351420403385,159.007032169029,0.871089481637058,0.0812721375420922,-37768.2470491363,-35481.6754949493,-2286.57155418701
661001,1.13687317970109,0,0.0074673476130757,0,0.0456517931882061,0,12,1.21677219618477,1.03904503830507,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05301563968656,0.0650322227612938,277.542396448553,0.852446831711504,0.0810628202540764,-37827.5674964161,-35511.5680986959,-2315.99939772026
662001,1.14603009373073,0,0.0105169180123078,0,0.0452554145931597,0,12,1.21589505191327,1.19188008159041,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04766329144595,0.0715991379165849,938.21621267125,0.83076975381904,0.0725947228575277,-37791.3578352111,-35497.2859351005,-2294.07190011065
663001,1.11139525392454,0,0.00867737691885374,0,0.0445906992136471,0,12,1.22035545475516,0.869063839051988,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04514293505424,0.047344921824858,179.291781736538,0.739443655499187,0.0756424710241256,-37826.5927449173,-35542.2238523717,-2284.36889254552
664001,1.10627534615722,0,0.00709990170272436,0,0.0438394371820755,0,12,1.21772379377,1.19583518186321,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04978220390418,0.0730510251628526,8.34286189638078,0.886245719145191,0.0751968767042979,-37773.8301283203,-35502.6421587548,-2271.18796956548
665001,1.12433216784847,0,0.00768361614433288,0,0.0437652124442037,0,12,1.21195501886372,0.97722668757501,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0378851723715,0.0550298048263272,568.206131691113,0.90075942636641,0.0617211519463242,-37763.3306682412,-35490.4443012318,-2272.88636700939
666001,1.12594046602124,0,0.00940686298560601,0,0.0434831514205234,0,12,1.22249149089457,1.16676345603607,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06345513443386,0.0748297768783799,236.878463067114,0.89933066869706,0.0772524073319023,-37812.7071686964,-35532.0173804987,-2280.68978819772
667001,1.12298381145003,0,0.00875784858723075,0,0.0436902501766169,0,12,1.21581537484569,1.20519526414353,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04887923085307,0.0802755864983686,337.7523527015,0.874111444690137,0.0653500869676615,-37796.6916678743,-35500.8479776138,-2295.84369026041
668001,1.13433715535743,0,0.00956826481752261,0,0.0441912236904425,0,12,1.20998399605369,0.86689912635428,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09901060206977,0.0882789863959278,84.2460195999593,0.875609566207446,0.0696159109079081,-37830.1418940969,-35521.8960623995,-2308.24583169742
669001,1.12480162978193,0,0.00818876410839023,0,0.0439318029312254,0,12,1.21110636237108,1.11525765581904,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07719633032797,0.0863634929854529,950.327617116272,0.899977599314203,0.0756057745415643,-37836.7656801661,-35555.9062172026,-2280.85946296347
670001,1.14199815477886,0,0.00984666784578676,0,0.0445047085297742,0,12,1.22532530883705,0.985358138573271,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08545157591031,0.0948430116209717,728.233415400609,0.808391586451235,0.0684857688119124,-37806.010516892,-35502.3854941432,-2303.62502274872
671001,1.13277719702792,0,0.00980213017671814,0,0.0445703136882188,0,12,1.20883779551588,1.16447296505454,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04371681436877,0.0806652213653434,130.14008756727,0.822969453924512,0.0670232389001426,-37835.0277729532,-35531.301352461,-2303.72642049214
672001,1.13703361025606,0,0.00910014242143554,0,0.0442039770610489,0,12,1.21261916685167,0.848273654040571,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14384467740285,0.0789807178562871,105.430823517963,0.720251854367957,0.071664656226589,-37812.3988200138,-35523.1766284841,-2289.22219152965
673001,1.11433402513138,0,0.00765016612510876,0,0.043449498751539,0,12,1.20468300213515,1.12566028452253,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0450735931189,0.0756394516239152,899.330416927114,0.713698260480602,0.0738773910273402,-37778.0339582581,-35526.2955938976,-2251.73836436056
674001,1.11262563645691,0,0.0070823670647132,0,0.0435835643595826,0,12,1.21090289164802,1.27409621142872,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05617459176089,0.0933836443045306,948.280261363834,0.771596875245799,0.0739210068039134,-37829.8659599535,-35559.413700746,-2270.45225920745
675001,1.1181658608439,0,0.00696249976865081,0,0.0431146093502415,0,12,1.21219541508482,0.996057180845307,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04497421455411,0.0730941365598036,716.909285634756,0.86353271244583,0.0774155644670003,-37804.1214260972,-35542.3611585474,-2261.76026754982
676001,1.10800495399348,0,0.00778390844344719,0,0.0421897371357128,0,12,1.21283366664679,0.937891922258883,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0778596504206,0.0933428794051137,588.30896159634,0.902759561505364,0.0739822303384846,-37803.1211094897,-35529.1955013917,-2273.92560809796
677001,1.08366721359009,0,0.00577436329231692,0,0.0430495580465927,0,12,1.21799625763565,0.993504150937952,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05960798816456,0.085095857759533,920.633918605745,0.745463120245302,0.071145188556837,-37842.8139770414,-35554.5984914877,-2288.21548555367
678001,1.10561530749402,0,0.0056532745367347,0,0.0440826795480012,0,12,1.21513701900671,1.13990595164287,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08476642845031,0.0912687162580911,205.148124136031,0.7502615498544,0.0774445008549953,-37813.9493959991,-35521.9909305572,-2291.95846544189
679001,1.12514248200865,0,0.00743191863004582,0,0.0435281280051954,0,12,1.21355988433272,1.39914319789957,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.149590325643,0.0869572569250413,274.196862010285,0.895678463621949,0.0687534897273532,-37861.1022989637,-35564.9978340299,-2296.1044649338
680001,1.12289116535162,0,0.00779805068029684,0,0.0430022672230145,0,12,1.21942920635576,1.05179674103868,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14385428591995,0.0836486266562666,902.712911134586,0.931223063937964,0.06616702204968,-37905.7771554674,-35599.391483327,-2306.38567214042
681001,1.13778571448702,0,0.0100543673804285,0,0.0433774008100523,0,12,1.21238696722498,1.10605081234662,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12692503018253,0.0916053283233053,115.383845521137,0.768216654810719,0.072944801319085,-37820.6014919446,-35550.6811083651,-2269.92038357949
682001,1.14068411701211,0,0.00822982413244912,0,0.0434348634822683,0,12,1.21121702187891,0.899897847860259,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.10410948182381,0.0948793056600793,101.455159951001,0.803913614596384,0.0765664809520435,-37757.1691674465,-35508.6139797682,-2248.55518767831
683001,1.13516295174231,0,0.00977003678198319,0,0.0433697448343594,0,12,1.22031722546966,1.04263572447849,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08394644948061,0.0856485167445094,23.0216034688056,0.832771036607422,0.0791564851807963,-37691.0912679043,-35436.5630201629,-2254.52824774146
684001,1.12407985313496,0,0.00791514032109884,0,0.0432285723071633,0,12,1.20731746107449,1.11006228720896,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13579419218216,0.0937916364629427,766.536708688363,0.906937842285148,0.0706277742566507,-37763.0753240784,-35523.4611679374,-2239.61415614101
685001,1.1205100083724,0,0.00825859241142954,0,0.0430215598229359,0,12,1.2160955343597,1.08510144689977,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07213338666407,0.0965290830670567,26.9204243086278,0.902891057174373,0.0636639454947744,-37853.7554892008,-35575.1284834929,-2278.62700570795
686001,1.13676463418811,0,0.00892279307262165,0,0.0435195805169917,0,12,1.21559009420668,0.767677404836202,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06125770868724,0.0903019759864753,891.390467761084,0.898124670258533,0.0699322508995738,-37864.2882526238,-35588.0224928311,-2276.26575979276
687001,1.13732707165191,0,0.00960581699014223,0,0.0439714349128475,0,12,1.21914746633622,1.17538841083026,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13178281545496,0.0818330923071745,968.604471534491,0.883899814013004,0.0736037139353701,-37793.3791702403,-35522.1495730355,-2271.22959720484
688001,1.13305910006088,0,0.00822371005113683,0,0.0431231250362418,0,12,1.21854274778192,1.22786262601428,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04774379031391,0.101894970695687,525.83962935023,0.898923882502574,0.0586917974616075,-37797.4152533567,-35563.2400510259,-2234.17520233072
689001,1.15305653840409,0,0.00879555588621741,0,0.0432957269763257,0,12,1.21677688951608,1.12385260069519,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13102546078424,0.107727145042939,653.915099566802,0.890225037096237,0.0616300990057746,-37737.3888458446,-35505.3676556824,-2232.0211901622
690001,1.16483625902045,0,0.0100092802757281,0,0.0436996334670462,0,12,1.21576314024579,0.911884456683535,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15496082569509,0.10973913435118,448.830914916471,0.899282325480197,0.0532982752130859,-37743.5477314138,-35526.1161323522,-2217.43159906163
691001,1.15355927296333,0,0.00898657707616915,0,0.0435729405016582,0,12,1.21132165191717,1.17031210150184,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09410938598581,0.121188556237476,495.864009717479,0.856304705948367,0.0615250411211811,-37737.3252630096,-35516.9511080388,-2220.3741549708
692001,1.15537793749998,0,0.00963501854198228,0,0.0434684195346527,0,12,1.21147634165338,1.01636567262476,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15545528622185,0.0887958965158855,448.576979571953,0.891308450085554,0.0622414829818767,-37761.5761793303,-35516.0430488631,-2245.53313046714
693001,1.15040432897229,0,0.00974287453067965,0,0.0438990066828132,0,12,1.22093193828625,0.677567785613217,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14714371512267,0.0950251533265098,721.854460192844,0.795486151973221,0.0649476782484906,-37811.6687328006,-35557.2360944993,-2254.43263830125
694001,1.15713899531609,0,0.00989313835329975,0,0.0438846337374797,0,12,1.21312845485578,1.21967628562684,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09159672052898,0.0981659430858785,147.684141760692,0.807527673646724,0.0722205584095305,-37718.6305579719,-35449.6316273779,-2268.99893059395
695001,1.14288200523714,0,0.00789708485674749,0,0.044357735699562,0,12,1.21691635347687,1.06966915782801,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09416830070947,0.106191763828265,97.0750534906983,0.872441930230963,0.0665505002903229,-37742.1101555385,-35481.2469004257,-2260.86325511272
696001,1.1449884920008,0,0.00815488166674397,0,0.0443383753458138,0,12,1.22301054977395,1.09028493101638,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07689522722122,0.0977937092014989,170.792046934366,0.87973990981742,0.070118281108993,-37795.0739834605,-35539.2453784544,-2255.82860500616
697001,1.14917409214157,0,0.00930685857098649,0,0.0452720107176955,0,12,1.21701060038276,1.150740295607,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08643205128937,0.083220542014866,842.905459692702,0.735508283835826,0.0799554174906277,-37734.9298416889,-35489.81096151,-2245.11888017883
698001,1.13917201808213,0,0.0070733883610262,0,0.0448759887091091,0,12,1.22035681643598,1.11071989528249,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12958692558497,0.102675993944142,961.847633589059,0.757710616329123,0.0607148729448993,-37758.1741061035,-35468.5090604365,-2289.66504566697
699001,1.14140579711593,0,0.0072284841085753,0,0.044471666126118,0,12,1.21908615393015,1.46481784931036,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06991772154739,0.0984833206416753,975.080186035484,0.904024307730226,0.0720719990858979,-37802.6105325941,-35535.3240493456,-2267.28648324848
700001,1.13131933110472,0,0.00761224733508437,0,0.044370112213369,0,12,1.22361768154744,1.29697752926448,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12825064172612,0.087737811582332,6.84090307913721,0.883004217221102,0.076012743991759,-37815.5510850907,-35547.1521933158,-2268.39889177492
701001,1.12247086061311,0,0.00710633747989329,0,0.0445132967958114,0,12,1.22908505203154,1.21893139316689,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16172403460701,0.0743819102499019,15.3689451981336,0.873443181240662,0.0693638711522821,-37890.117695502,-35570.9077344432,-2319.20996105881
702001,1.10961645234367,0,0.00708944227035389,0,0.0440266291618599,0,12,1.22557678428811,1.24078076333503,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16230520233964,0.0613712867007948,766.632165759802,0.844598632753874,0.0667092437276224,-37903.3687345706,-35575.9156831952,-2327.45305137532
703001,1.11170693142216,0,0.00680041799749442,0,0.0440488361898813,0,12,1.2180907264766,1.33238113992111,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15173072189297,0.0383936510196795,730.150470044464,0.890323549906641,0.0683682343843551,-37810.0879139174,-35515.8369703617,-2294.2509435557
704001,1.09811960599792,0,0.00505404477385932,0,0.0434057373684715,0,12,1.22296023555596,1.13877738749724,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14932296594964,0.0356085978711107,484.940565656871,0.877841420370592,0.0782567311568733,-37856.8020828131,-35560.2441480149,-2296.55793479816
705001,1.08379525681428,0,0.0041998826019097,0,0.0438096403697393,0,12,1.22805478057808,1.31355352413907,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15669663819109,0.0473581170572555,383.031093981117,0.863172336260439,0.0703182891745537,-37879.6943934056,-35596.2235678658,-2283.47082553987
706001,1.0950563632535,0,0.00572871955537852,0,0.0430183163802582,0,12,1.21648432932235,0.969233691218801,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15222171763231,0.0394443695526707,904.620125424117,0.908431021990356,0.0741113065047833,-37768.7462609727,-35545.8855226986,-2222.86073827401
707001,1.11420496275604,0,0.00669166503665402,0,0.0443273967895788,0,12,1.21956434493847,1.15654768848532,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15221932944974,0.0576586403855939,653.57287065126,0.885996008708138,0.0756660140304271,-37858.0021456377,-35555.6273524206,-2302.37479321707
708001,1.11440213547698,0,0.00796686183767099,0,0.0439942851124464,0,12,1.22208940144048,0.85639369421024,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1568363271568,0.0657102557526978,619.689372833818,0.886985066342434,0.0700298970297642,-37825.6980785262,-35526.7044987989,-2298.99357972732
709001,1.12630697332677,0,0.00935098739069348,0,0.0444663018876854,0,12,1.22492964371062,1.0552019541717,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1398732977287,0.0783945864726159,999.54209337011,0.886314807041332,0.0734323608287688,-37906.5557223873,-35587.2758970153,-2319.27982537207
710001,1.11408616985298,0,0.00945975613302222,0,0.0438419394981784,0,12,1.22258490823326,0.9673308241143,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0948753263688,0.0893423720735456,817.184399347752,0.89530827675362,0.0766909757423085,-37896.7218101799,-35578.7355111685,-2317.98629901143
711001,1.11388958412359,0,0.00959225983227912,0,0.0434308388836402,0,12,1.20776125758669,1.23433698969301,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09879241094548,0.0907816753065689,621.742555871606,0.900899934091658,0.0803023615052709,-37794.6003859927,-35478.3079912665,-2316.2923947262
712001,1.11983600758313,0,0.00906988742351467,0,0.0437831812542924,0,12,1.21606123298017,0.925863763461552,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13553145669865,0.0819023066272283,239.167085150257,0.768039555855443,0.0716288143644297,-37832.6274953001,-35508.9335980868,-2323.69389721332
713001,1.14637915359146,0,0.0108152781940832,0,0.0439692442248048,0,12,1.22748472032676,1.25889734373099,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08130775611772,0.100734273073677,441.718721063808,0.877544534747053,0.0627999206636067,-37860.4621079402,-35600.3621237983,-2260.09998414186
714001,1.13093536592473,0,0.00861638738498869,0,0.0441467716828866,0,12,1.20864580362479,1.15778897909203,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11773356177604,0.100868327554201,93.36650185287,0.898587439026396,0.068937543164252,-37744.8064860008,-35446.7258866913,-2298.08059930954
715001,1.13292482654786,0,0.0106231699699227,0,0.0452371701528033,0,12,1.22313561899392,1.25353044056404,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15882133212252,0.0748766604107419,908.399066887796,0.730730096846748,0.0679378354894204,-37825.615519003,-35485.7874064828,-2339.82811252018
716001,1.14571006667271,0,0.011417489230593,0,0.0451528409440469,0,12,1.21206831641924,1.13796177736806,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15013946617944,0.0607294716474006,605.500278063119,0.774810295174907,0.0733961404535074,-37838.9470154018,-35512.3502839105,-2326.59673149129
717001,1.15700406279461,0,0.0104615871241322,0,0.0458157883769247,0,12,1.20126391569446,1.17693176003398,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12094368850203,0.0895598941679863,848.069322528318,0.798378254788379,0.0784637320263042,-37856.6613442025,-35548.4141715044,-2308.24717269815
718001,1.12644809890062,0,0.00961937064293193,0,0.045051427035731,0,12,1.21085936686091,1.15961201852651,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07261578797912,0.0905826441279218,145.699512446299,0.753086098748064,0.071696681847234,-37858.0404833513,-35530.6797195569,-2327.36076379446
719001,1.13354432237137,0,0.00977325912751188,0,0.0444090568491821,0,12,1.22107957748345,0.916772966151141,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06437204606997,0.085683732541358,736.964341718704,0.85780457720252,0.076224249319354,-37806.8038631068,-35512.5513566918,-2294.25250641496
720001,1.14354951056835,0,0.0110501509970013,0,0.0444049199181751,0,12,1.20332492927078,1.41354678642256,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07546636214824,0.102944492074035,214.67345720157,0.881368776243983,0.0617528525073136,-37783.2734406959,-35514.5512420282,-2268.72219866766
721001,1.14317941020347,0,0.0104814838597489,0,0.0439556320044493,0,12,1.22259565026455,1.18647434094917,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13240895844255,0.0988798130877725,195.397450821474,0.895597406293987,0.0658906989533061,-37879.7188615419,-35576.0941588308,-2303.62470271105
722001,1.12220835162304,0,0.00865776462440894,0,0.0436652071782522,0,12,1.22828955203578,0.90341570251449,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1065370821149,0.0853948057456649,667.23276511766,0.901362915400829,0.0750525218717488,-37910.0110023101,-35604.6849845503,-2305.32601775986
723001,1.11136745114279,0,0.00763499668807969,0,0.0435456813634321,0,12,1.21259529354007,1.09761864377422,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12933373224774,0.0882877996648328,532.964285463095,0.898305977499373,0.0830361330814617,-37859.6468774077,-35548.0764004152,-2311.57047699251
724001,1.09574099645035,0,0.00725808594856091,0,0.0434645707765068,0,12,1.2261970006515,0.983060015343847,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08807979164884,0.0957479240268558,623.035174328834,0.84074016319158,0.0726607749860913,-37807.8386061911,-35530.3827082497,-2277.45589794143
725001,1.11970333616039,0,0.009778056061827,0,0.0437883303103204,0,12,1.22052550840932,1.24531275050504,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1540457935386,0.047364044042556,491.098886588588,0.876461979223124,0.0758355774655574,-37825.4928082363,-35532.2552941397,-2293.23751409659
726001,1.13004052621989,0,0.00947638319215745,0,0.0444089514140892,0,12,1.22601924682327,1.06041832629852,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07225266895781,0.0879136966040239,878.602723125368,0.880094752131761,0.0763541899282766,-37874.218785369,-35577.062036851,-2297.15674851795
727001,1.13846646975833,0,0.00965190288651665,0,0.0447429313759504,0,12,1.22360415131846,0.883435810701111,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06302742513166,0.0797266551330754,527.333049336448,0.872344906982058,0.0822274807995398,-37914.971160789,-35584.4932304797,-2330.4779303093
728001,1.11852951317852,0,0.00924956169956382,0,0.0443896192081937,0,12,1.21610958834859,0.928265896127565,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0454844735454,0.0476115073907313,75.5920673254877,0.888265667186195,0.0752264467508266,-37811.9578586882,-35504.2417580211,-2307.7161006671
729001,1.12650233451856,0,0.010706266317845,0,0.0445659418103097,0,12,1.21176235703722,1.29081347579021,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0750389833139,0.0837444403392783,422.498403815553,0.877559707073059,0.0754789467087526,-37865.5860371283,-35535.3963029709,-2330.18973415735
730001,1.10527116233095,0,0.0100764050301097,0,0.043479568564474,0,12,1.21946957927129,1.13202894514673,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07399853065552,0.0848135403955345,415.872556623071,0.896837158805514,0.0770979701391639,-37899.1576963839,-35564.0696844329,-2335.088011951
731001,1.13446007708106,0,0.0126076007745967,0,0.0434815097581392,0,12,1.21333367480134,1.18790048608663,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04571078775378,0.051057103808392,843.718923861161,0.881871648250102,0.0723297864928697,-37851.2028319659,-35574.5827283286,-2276.62010363723
732001,1.13324253716778,0,0.0123273298501841,0,0.0433530364371148,0,12,1.20949395483811,1.09103834696181,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04140060461948,0.060442889583104,465.537434676662,0.821225608987023,0.0692808118372036,-37809.6435991669,-35521.6887336221,-2287.95486554478
733001,1.13511785407979,0,0.0113923123037058,0,0.0442013824919802,0,12,1.21121416176608,1.02981117039632,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11003908392449,0.0911417342795518,884.760057087988,0.898084468510717,0.0768560154866681,-37834.9978083271,-35553.6678892146,-2281.32991911246
734001,1.14452040393874,0,0.0126308284417664,0,0.0445782454726415,0,12,1.20876021231138,0.944423277049405,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08792407541875,0.0969099448148453,449.945706874132,0.855459771144975,0.0681486962045566,-37852.9504189924,-35556.6407256671,-2296.30969332527
735001,1.13870673984857,0,0.0120943086477903,0,0.0450115102315159,0,12,1.21863994785032,0.920004839469124,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13259842759334,0.0848315542814843,779.407853027806,0.801614985390001,0.0671763076119496,-37772.4132317762,-35481.9879479263,-2290.42528384992
736001,1.12576478446133,0,0.0114557326405387,0,0.0437950442875772,0,12,1.21288249288637,1.20899656233094,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14023287200839,0.0749900363336163,461.685437941924,0.883456802733707,0.0773394149479365,-37809.4837957977,-35513.261668776,-2296.22212702176
737001,1.12109179429673,0,0.0110497537145481,0,0.0441216286734449,0,12,1.21463017671106,1.03859833732786,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11792542060173,0.0750766038258799,215.517854318023,0.779008733071088,0.0788038545744314,-37890.5433994945,-35586.9321326632,-2303.61126683134
738001,1.16945510960844,0,0.0134240333242379,0,0.0448901741656994,0,12,1.21351296284377,1.02934294225615,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14086806585985,0.0694119748653703,701.141150202602,0.715297911583507,0.0819719342254619,-37820.2831809227,-35533.2089722423,-2287.07420868035
739001,1.16501811430633,0,0.0116773002868317,0,0.0454870372263035,0,12,1.22544090697454,0.908754013378915,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13425677362969,0.0802833766826047,761.552469572052,0.663115118181175,0.0763461296612709,-37777.8147523983,-35503.7437389401,-2274.07101345818
740001,1.16698738298502,0,0.0120171158994918,0,0.0443533555080274,0,12,1.21914616675533,0.898279613887015,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11976413584427,0.0843304826943289,300.196123542264,0.782938929522,0.0760135169574055,-37778.0580948461,-35521.4305284784,-2256.62756636776
741001,1.15775390631062,0,0.0100047812614723,0,0.0448097293343287,0,12,1.21184642310667,1.23640433997714,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14614919127053,0.0737868236561339,558.739085681737,0.778174826236525,0.0752791723878019,-37781.4408840211,-35524.4062750573,-2257.03460896374
