sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_LN,sigma_LN,alpha_LN,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
2701,1.62271046720576,0,0.0331672007526937,0,0.0418173185263427,0,12,1.17550281625459,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.81554401471603,2.01080580859627,707.195099090479,0.374930197309102,0,-35372.4539010414,-33674.5914300917,-1697.86247094971
2801,1.62181510983039,0,0.032999803896368,0,0.0416195754271313,0,12,1.17300853212192,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.80723458270332,2.00423847637342,696.143159255432,0.374232568154677,0,-35355.0454993393,-33646.4883296409,-1708.55716969847
2901,1.62878896659189,0,0.0328009633179266,0,0.0417960415969856,0,12,1.1722970512814,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.79776361881411,1.99924864390706,706.916373760228,0.378032145067711,0,-35324.0467513568,-33618.9319207932,-1705.11483056364
3001,1.64618312847633,0,0.0349238136380114,0,0.0420227990595946,0,12,1.17244349914547,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.7643726554039,1.98879545314811,707.774120633057,0.385204204722642,0,-35273.5419881409,-33570.9297447271,-1702.61224341374
3101,1.64826963654898,0,0.0342578083592146,0,0.0421096942217551,0,12,1.16921860906668,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.75415401875591,1.98295147485643,703.647759730811,0.384590559939634,0,-35231.573597698,-33523.4762060672,-1708.09739163079
3201,1.64382555139736,0,0.0336845667253745,0,0.0422544465863431,0,12,1.16427679854892,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.76151096916379,1.98854413071645,694.308693985854,0.386075389490498,0,-35209.5768516198,-33501.6157665732,-1707.96108504659
3301,1.65185229714034,0,0.0345820818126965,0,0.0424385256877983,0,12,1.16311937819837,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.75722162090576,1.98817112831391,708.829150643769,0.382416284018831,0,-35186.3995141348,-33480.3218281514,-1706.07768598341
3401,1.65497793197232,0,0.034730978271317,0,0.0425580986956084,0,12,1.15794836849711,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.75248568328824,1.99143258429517,716.117663008081,0.398180906113881,0,-35175.4205525584,-33467.8180539742,-1707.6024985842
3501,1.66437186376332,0,0.0328875252162976,0,0.0431969625569245,0,12,1.15445845561969,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.71048775581536,1.96388182972351,718.501831378889,0.394405594820178,0,-35124.3893313624,-33416.4978388848,-1707.89149247757
3601,1.66629642104876,0,0.0329928267599308,0,0.0431969625569245,0,12,1.1505950249017,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.70163617193329,1.96812846678789,695.355233997435,0.400662591297974,0,-35112.2849551328,-33399.351351204,-1712.93360392884
3701,1.66883130410678,0,0.0325242062850906,0,0.0432710473988238,0,12,1.14994907187446,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.69337647933062,1.96514417182976,697.625052922682,0.40025787206499,0,-35063.2561185725,-33358.7921927294,-1704.46392584312
3801,1.67358081383402,0,0.0325242062850906,0,0.043404735240415,0,12,1.13972853948729,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.70262027537081,1.96514417182976,692.525984429005,0.381933207419731,0,-35041.9741940248,-33333.8387276673,-1708.13546635746
3901,1.67072701915847,0,0.0325242062850906,0,0.043404735240415,0,12,1.13630227123417,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.70927563534532,1.96514417182976,698.471780226972,0.403307200935391,0,-35019.4823630589,-33305.0002828411,-1714.48208021778
4001,1.66853805895872,0,0.0320234186255845,0,0.0432489916313787,0,12,1.12685661570551,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.72192210445361,1.96528723980812,707.628789535522,0.410131536676414,0,-34944.548857372,-33234.5098611521,-1710.03899621992
4101,1.66853805895872,0,0.0320234186255845,0,0.0430086031173259,0,12,1.11512175576346,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.71117994274328,1.96528723980812,701.980526608409,0.411478279716649,0,-34895.6001243656,-33197.1753609536,-1698.42476341198
4201,1.67137228799907,0,0.0321644118995186,0,0.0430086031173259,0,12,1.10684770407645,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.68399117157468,1.96074921423598,700.917400266548,0.433998010501676,0,-34878.0818226701,-33175.8838745931,-1702.19794807701
4301,1.67137228799907,0,0.0321644118995186,0,0.0430522054217117,0,12,1.10231572070283,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.67077624399279,1.96074921423598,695.159490856901,0.420029817615653,0,-34875.0045597864,-33173.3781571838,-1701.62640260265
4401,1.67783139647911,0,0.0320262288090765,0,0.0430320531084319,0,12,1.0772800713336,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.65907674706187,1.96074921423598,673.407138672982,0.424543197240991,0,-34833.3100585509,-33136.4413064572,-1696.86875209365
4501,1.67783139647911,0,0.0320262288090765,0,0.0431480413543088,0,12,1.08129190313583,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.65447333610553,1.95580296225541,673.838507919801,0.434405810503468,0,-34825.354130091,-33129.5412903445,-1695.81283974647
4601,1.6690682982366,0,0.0320262288090765,0,0.0431480413543088,0,12,1.0803191130368,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.66079211892589,1.95580296225541,679.1983987941,0.423549560266416,0,-34806.6882991772,-33109.1413742843,-1697.54692489289
4701,1.67434780448083,0,0.0314359077796069,0,0.0431480413543088,0,12,1.0892693221943,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.63703963847035,1.95580296225541,655.070429536104,0.423549560266416,0,-34792.396174513,-33100.7465280924,-1691.64964642062
4801,1.6622337649458,0,0.0319843800616688,0,0.0432694627958557,0,12,1.08005351486095,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.61002979243821,1.94844530716933,655.070429536104,0.416776495676798,0,-34773.0714178771,-33083.1329079738,-1689.93850990332
4901,1.66383796165918,0,0.0319843800616688,0,0.0434789827905208,0,12,1.08169313745263,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.59803411154471,1.94582243688882,650.650113901196,0.406329582844199,0,-34740.3590306412,-33052.1590333329,-1688.19999730829
5001,1.66383796165918,0,0.0319843800616688,0,0.0434789827905208,0,12,1.08598957103313,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.602040696612,1.94307646129295,651.710730368982,0.393012446995541,0,-34731.2545938864,-33040.022428168,-1691.23216571837
5101,1.66383796165918,0,0.0307452395453767,0,0.0435795702414462,0,12,1.07027666574823,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.60766541024792,1.94489117058599,646.430953425667,0.39619460171187,0,-34725.2756040173,-33033.1281261559,-1692.14747786135
5201,1.66383796165918,0,0.0309011869820688,0,0.0437331866596027,0,12,1.0747721936243,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.60437614511452,1.94148138093411,650.222054130843,0.391803830547399,0,-34713.2563696036,-33023.1753293,-1690.08104030365
5301,1.67715353205656,0,0.031414260420494,0,0.0437331866596027,0,12,1.07641596618041,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.59293985608582,1.93986948582261,645.506691673136,0.409729880137253,0,-34703.1434225689,-33010.9991890423,-1692.14423352662
5401,1.67834446272239,0,0.0313979070543946,0,0.0437890974743798,0,12,1.07641596618041,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.59400719934941,1.93986948582261,651.917943631287,0.409729880137253,0,-34645.8861329636,-32960.4746092734,-1685.41152369015
5501,1.67333809549258,0,0.0314777575914424,0,0.0437916985265303,0,12,1.06772211273703,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.58198177850295,1.93986948582261,647.834154616629,0.400934654280945,0,-34628.5941317098,-32946.5667565795,-1682.0273751303
5601,1.66942534865688,0,0.0318673172199229,0,0.0435300559880293,0,12,1.06650249287808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.5649408896565,1.93997237434681,639.399450576414,0.410011696116657,0,-34624.6246914255,-32941.5054685291,-1683.11922289644
5701,1.66942534865688,0,0.0313826836630633,0,0.04326895021587,0,12,1.06650249287808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.56756129240565,1.93815907157171,628.550901592219,0.425400086582128,0,-34613.9425402093,-32929.9818556676,-1683.96068454171
5801,1.66950429278765,0,0.0317192908434389,0,0.0433870902491046,0,12,1.07512650099794,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.56385917567036,1.93815907157171,634.984909831577,0.416163908454426,0,-34601.4199827106,-32913.2055474405,-1688.21443527003
5901,1.67720754232715,0,0.0315614577760881,0,0.0436573276020289,0,12,1.07369601694066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.56228974270287,1.93784909155916,629.095959344426,0.407205584647549,0,-34600.8945396591,-32907.2179672648,-1693.6765723943
6001,1.69134304170198,0,0.0318799763406681,0,0.0437165133070557,0,12,1.07917534150574,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.54765576875459,1.93435260283903,630.40512630047,0.423845559614509,0,-34594.7564967696,-32900.7224470492,-1694.0340497204
6101,1.6925898616795,0,0.0318293788054636,0,0.0437544279373968,0,12,1.07548234688071,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.54936578132473,1.92588824066956,643.679260043297,0.42653552619377,0,-34591.3532535949,-32891.8214523172,-1699.53180127768
6201,1.67741017806843,0,0.0307783539533473,0,0.0436566156726975,0,12,1.07447719618358,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.5472395763602,1.92601701441399,645.075635280506,0.441235595202018,0,-34583.6340281544,-32881.9437959651,-1701.6902321893
6301,1.67839148504828,0,0.0305410235028346,0,0.0437494526682307,0,12,1.0765240876013,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.54541775107755,1.92184507694807,644.881443615439,0.419506596285768,0,-34580.2841946272,-32876.3732111608,-1703.91098346643
6401,1.66569651000049,0,0.0293528690019887,0,0.0438485500143338,0,12,1.06029876502568,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.53746330830096,1.92669423361002,635.17668816639,0.427239788257379,0,-34581.3509662684,-32876.4095875065,-1704.94137876185
6501,1.66540239846309,0,0.0298330580202923,0,0.0436337104250857,0,12,1.06690048841196,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.52520571783302,1.92403462690217,630.546315154778,0.435600712351659,0,-34570.44067351,-32864.9366715358,-1705.50400197422
6601,1.66105926474421,0,0.0296719065420118,0,0.0434179390199945,0,12,1.07314467529693,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.52762028947267,1.9190861132712,630.546315154778,0.427761076021332,0,-34572.9878894929,-32866.0440070628,-1706.9438824301
6701,1.65257177046809,0,0.0295305604406549,0,0.0432848735601305,0,12,1.07459424997335,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.52177510705408,1.91804667028647,633.960306232363,0.434233503427103,0,-34573.7885717152,-32866.5745606921,-1707.21401102311
6801,1.65433328464869,0,0.029614664304948,0,0.0433724219554494,0,12,1.07538256596547,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.50488301816136,1.9111448054396,630.913455485862,0.427615234217711,0,-34542.2856599664,-32838.6236027044,-1703.66205726203
6901,1.64386847032675,0,0.0294788410381284,0,0.0432298404618221,0,12,1.07474283215453,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.49118620293827,1.91415481822151,607.79491882896,0.419231904385523,0,-34536.1776545487,-32832.8409118101,-1703.33674273854
7001,1.65484684599267,0,0.0294599795933158,0,0.0433092223816523,0,12,1.07100818422402,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.49656196112815,1.91024255174528,627.993582745407,0.438921570259751,0,-34549.504606696,-32845.0747203288,-1704.42988636722
7101,1.66342024861711,0,0.0294368007715101,0,0.0434587795140001,0,12,1.0590579491089,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.50799869012401,1.91128074498275,626.443854051129,0.430706365822052,0,-34532.8895303623,-32840.594730338,-1692.29480002432
7201,1.66630426521597,0,0.0299122662813745,0,0.0433795988940915,0,12,1.05859397335635,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.50535074851363,1.91646626348435,612.020033389774,0.424479703353083,0,-34505.2324160226,-32816.8852160443,-1688.34719997825
7301,1.65844918832824,0,0.0297091519975638,0,0.0433913690895566,0,12,1.06428200517807,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.4957192995287,1.91703188997952,601.511447161858,0.404679502843269,0,-34472.5303935569,-32785.656171208,-1686.87422234887
7401,1.65269408542603,0,0.0302295528302144,0,0.0432821879480339,0,12,1.06809069273146,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.46434512953278,1.91535896966495,592.059412270414,0.420158071790407,0,-34464.2490638688,-32768.4800895855,-1695.76897428335
7501,1.65582071959621,0,0.0302476648634974,0,0.0432915373161282,0,12,1.06013733372888,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.46344704722598,1.91417267929758,586.429269833467,0.421261137981474,0,-34461.1795154882,-32763.3884671208,-1697.7910483674
7601,1.6573706727673,0,0.0304646960418778,0,0.0430283105322706,0,12,1.06013733372888,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.45002913688653,1.91143350259138,579.415679836711,0.427417512301769,0,-34448.8562244616,-32751.0099941246,-1697.84623033698
7701,1.66001503502929,0,0.0304112441692641,0,0.0431638557827141,0,12,1.06837537158287,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.43975049467052,1.91316947998899,569.073392718563,0.422644166789155,0,-34440.5071193488,-32746.8515618106,-1693.65555753818
7801,1.6663158056231,0,0.0309094766009879,0,0.0432709006084752,0,12,1.06836954857025,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.43575274455871,1.90933280700542,572.209628056175,0.419552246624506,0,-34431.289987632,-32737.3119773523,-1693.97801027974
7901,1.660725398766,0,0.0309519844304316,0,0.0432588102437726,0,12,1.06836954857025,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.4379179438718,1.91121088762058,572.855096598128,0.414201313621453,0,-34434.1982769961,-32739.9892412503,-1694.20903574577
8001,1.66443525871076,0,0.0302106655145932,0,0.0431789102871718,0,12,1.05698977410447,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.45065909453975,1.91264468325744,574.961665207069,0.41411758885697,0,-34416.7603574402,-32727.9576359148,-1688.80272152543
8101,1.66581674036918,0,0.0301469453847188,0,0.043184101043629,0,12,1.05093680236904,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.43928748495131,1.90996512763271,567.633599721913,0.417713165895897,0,-34413.6881430745,-32724.7945278856,-1688.89361518893
8201,1.66341578207395,0,0.0296369130337752,0,0.0432014204498755,0,12,1.05838292582188,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.44335211136057,1.90673329512803,572.194641603468,0.418571037635597,0,-34393.3664906178,-32707.6802647153,-1685.6862259025
8301,1.66478434487704,0,0.0302192900371014,0,0.0432926565287045,0,12,1.06691057257692,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.43982754111403,1.90746229947536,568.102304295839,0.412509413201545,0,-34384.7190220112,-32693.0625684457,-1691.65645356553
8401,1.66751944382115,0,0.0307331784670576,0,0.043320021902051,0,12,1.05666264761737,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.42330676830439,1.90499676479356,564.407578466214,0.411654029101997,0,-34376.4012958917,-32678.6398803886,-1697.76141550307
8501,1.66770937795477,0,0.0304888351642654,0,0.0433172413038978,0,12,1.05335789486708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.4118325788572,1.90202732945567,559.676556307888,0.414837767995159,0,-34386.0141634399,-32683.8746984962,-1702.1394649436
8601,1.66311259353466,0,0.0306565657728348,0,0.0433525590377548,0,12,1.05583790841716,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.40121215779314,1.90465394875854,557.868546850626,0.424384290010803,0,-34389.3045972425,-32682.7819327789,-1706.52266446365
8701,1.66398419384314,0,0.0303510079694714,0,0.0433807398010563,0,12,1.06182562556484,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.41052739321727,1.90063052872923,561.811009899626,0.410973947291883,0,-34373.2924247703,-32670.1482433979,-1703.14418137236
8801,1.65916958226365,0,0.0296079446189978,0,0.0436570798887868,0,12,1.06293602883413,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.40806683262045,1.90098737481529,561.365708544517,0.41064770460134,0,-34368.1744674361,-32667.1254535763,-1701.04901385983
8901,1.6639576655599,0,0.0295741541463729,0,0.0436257381318605,0,12,1.05135150622004,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.39908040262501,1.89746429998835,557.898809621111,0.401478811648326,0,-34350.1655977216,-32654.8739136343,-1695.29168408733
9001,1.66537957881609,0,0.0290812033557606,0,0.0436279773426428,0,12,1.06263452190502,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.40369278539541,1.89883608085168,553.016991261338,0.407811829329552,0,-34343.5760488483,-32647.9584421848,-1695.61760666345
9101,1.66678042907223,0,0.0300096487679111,0,0.0437290752468502,0,12,1.05948392482501,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.40213339928779,1.89627653559667,559.318561857391,0.404771640053467,0,-34317.1996333424,-32624.1557202276,-1693.04391311471
9201,1.66785424556721,0,0.0294442872363673,0,0.0438015180502898,0,12,1.04912255020234,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.40647132321267,1.89556818096407,564.983355285817,0.397735349155571,0,-34319.72978901,-32624.7157255704,-1695.01406343959
9301,1.66299956498118,0,0.0294241260663371,0,0.0438314999600179,0,12,1.05563905244514,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.39811406939925,1.89060061797665,565.138127031759,0.403599037722948,0,-34302.6684166744,-32611.6133823142,-1691.05503436024
9401,1.65586422260492,0,0.0292288958979234,0,0.0436686002838441,0,12,1.05229088864972,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.39485754895994,1.89138480724605,564.331506789055,0.408938905782683,0,-34290.4610409666,-32600.6613949904,-1689.79964597617
9501,1.65271875374521,0,0.0292288958979234,0,0.0435813974930604,0,12,1.04437563395813,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.38313954354262,1.88477808783028,564.007306001594,0.389733198016928,0,-34280.1431235995,-32594.5574114435,-1685.58571215602
