sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_LN,sigma_LN,alpha_LN,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1001,2.46705367825925,0,0.0402367396419868,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.98690948449075,299.873089161702,0.255730759261642,0,-37821.7279632482,-36393.810280697,-1427.91768255124
1101,2.46705367825925,0,0.0402367396419868,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.98690948449075,299.873089161702,0.255730759261642,0,-37429.4650834787,-35992.304842455,-1437.16024102367
1201,2.45073220841587,0,0.0402367396419868,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.98690948449075,301.304044877179,0.273338954967912,0,-37074.6272053156,-35620.0125327366,-1454.61467257898
1301,2.44487402327359,0,0.0402367396419868,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.98690948449075,301.304044877179,0.273338954967912,0,-36897.2729333062,-35441.8205360156,-1455.45239729064
1401,2.44487402327359,0,0.0438057203916833,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.98690948449075,301.304044877179,0.273338954967912,0,-36764.765643377,-35296.0268239565,-1468.73881942049
1501,2.44487402327359,0,0.0438057203916833,0,0.0528230990050361,0,12,1.24849114276003,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,328.770961449482,0.247695980246645,0,-36378.119002827,-34905.7687567997,-1472.35024602732
1601,2.40888327043503,0,0.0438057203916833,0,0.0528230990050361,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,344.809736288153,0.247695980246645,0,-36155.8610249889,-34689.1897215954,-1466.67130339352
1701,2.40888327043503,0,0.0438057203916833,0,0.0528230990050361,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,371.640585293062,0.2864619170269,0,-36020.229441605,-34549.6087959589,-1470.62064564609
1801,2.40596157889813,0,0.0427221672283486,0,0.0528230990050361,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,371.640585293062,0.280039008816239,0,-35904.4621789212,-34442.0534163414,-1462.40876257974
1901,2.40596157889813,0,0.0427221672283486,0,0.0528230990050361,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,371.640585293062,0.280039008816239,0,-35813.0896265419,-34346.2866691799,-1466.80295736198
2001,2.40664134789258,0,0.0427221672283486,0,0.0528230990050361,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,371.48601624649,0.280039008816239,0,-35809.7492848515,-34336.2706326139,-1473.47865223759
2101,2.40664134789258,0,0.0427221672283486,0,0.0514640904963017,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,356.349497567862,0.280039008816239,0,-35713.9874294603,-34241.1163602887,-1472.87106917162
2201,2.39099878091365,0,0.0445729725435376,0,0.0514640904963017,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,362.049580761232,0.280039008816239,0,-35602.6567291541,-34135.2968225133,-1467.35990664088
2301,2.38871663212776,0,0.0451282187970355,0,0.0514640904963017,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.91334337601438,362.049580761232,0.280039008816239,0,-35547.1569381269,-34083.3393422824,-1463.81759584455
2401,2.38871663212776,0,0.0412331967288628,0,0.0514640904963017,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,362.049580761232,0.280039008816239,0,-35403.7929398811,-33934.8299814451,-1468.96295843602
2501,2.35949868131429,0,0.0412331967288628,0,0.0514640904963017,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,368.158923415467,0.282311630935874,0,-35396.3450639926,-33925.319637092,-1471.02542690052
2601,2.35750333499163,0,0.0412331967288628,0,0.0504039496649057,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,365.771165536717,0.282311630935874,0,-35328.3425027247,-33856.3020942711,-1472.04040845359
2701,2.35750333499163,0,0.0412331967288628,0,0.0504039496649057,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,365.771165536717,0.293495839377865,0,-35268.4779075067,-33797.0733259878,-1471.4045815189
2801,2.35750333499163,0,0.0412331967288628,0,0.0504278090316802,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,365.771165536717,0.296465078976471,0,-35235.5242982193,-33763.4017948631,-1472.12250335621
2901,2.33666469603777,0,0.0412331967288628,0,0.0504278090316802,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,365.3390112333,0.296465078976471,0,-35196.7512162893,-33725.4149357623,-1471.33628052698
3001,2.33666469603777,0,0.0412331967288628,0,0.0504278090316802,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,371.138221328147,0.2966866866895,0,-35182.4723574233,-33707.6967016331,-1474.77565579027
3101,2.33666469603777,0,0.0412331967288628,0,0.0504278090316802,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,371.138221328147,0.301804461004213,0,-35134.8447252523,-33659.6514269951,-1475.19329825722
3201,2.32906553242355,0,0.0412331967288628,0,0.0504649602808058,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,371.138221328147,0.301804461004213,0,-35103.1249232985,-33624.4369177556,-1478.68800554296
3301,2.32906553242355,0,0.0412331967288628,0,0.0504649602808058,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,371.138221328147,0.301804461004213,0,-35089.7123984908,-33607.273842622,-1482.4385558688
3401,2.32906553242355,0,0.0412331967288628,0,0.0504649602808058,0,12,1.13605368649587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,370.743306283839,0.301804461004213,0,-35078.1535605864,-33594.0962521718,-1484.05730841463
3501,2.32906553242355,0,0.0412331967288628,0,0.0504649602808058,0,12,1.07619403919671,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,373.924210155383,0.301031138498802,0,-35048.6914602751,-33568.1719033814,-1480.51955689372
3601,2.31557368934154,0,0.0412331967288628,0,0.0504649602808058,0,12,1.07619403919671,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,373.924210155383,0.312186095805373,0,-35027.7609980132,-33553.4170167095,-1474.34398130367
3701,2.31557368934154,0,0.0412331967288628,0,0.0502870291704312,0,12,1.07619403919671,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,379.257259890437,0.312186095805373,0,-34990.2003330535,-33514.8814180147,-1475.31891503877
3801,2.31557368934154,0,0.0412331967288628,0,0.0502870291704312,0,12,1.07619403919671,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,379.257259890437,0.312186095805373,0,-34951.1518569716,-33471.834768723,-1479.31708824857
3901,2.29809415172785,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08452375337947,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,378.156793955714,0.311985883852467,0,-34896.8252513288,-33415.0465470307,-1481.77870429817
4001,2.29809415172785,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08452375337947,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.311985883852467,0,-34870.267073927,-33384.8447410934,-1485.42233283367
4101,2.29858720432967,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.314718070698436,0,-34864.4802413911,-33380.4274141226,-1484.05282726843
4201,2.29858720432967,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.314718070698436,0,-34845.0532731704,-33363.7741483041,-1481.27912486629
4301,2.29858720432967,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34831.9545238411,-33350.6684445486,-1481.28607929242
4401,2.29822746627033,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34821.0197627896,-33339.4064500321,-1481.61331275749
4501,2.29822746627033,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34794.3364883517,-33312.1237694869,-1482.21271886483
4601,2.29822746627033,0,0.0412331967288628,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34755.1564484087,-33277.0598637652,-1478.0965846435
4701,2.29822746627033,0,0.0405516215506941,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34727.4211480406,-33245.5696554151,-1481.85149262548
4801,2.29822746627033,0,0.0405516215506941,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34719.7644729148,-33234.9332986148,-1484.83117430004
4901,2.29663485623896,0,0.0405516215506941,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,384.603541530669,0.324043311516289,0,-34715.7863895267,-33231.2726619723,-1484.51372755445
5001,2.29663485623896,0,0.0405516215506941,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,383.531347382814,0.324043311516289,0,-34680.80078055,-33196.9707158986,-1483.83006465143
5101,2.29608407914638,0,0.0405516215506941,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,383.531347382814,0.324043311516289,0,-34676.0075566616,-33194.1629446171,-1481.84461204444
5201,2.29653567094356,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,381.32674691733,0.324043311516289,0,-34658.7931321094,-33181.1485775591,-1477.6445545503
5301,2.29653567094356,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,374.888043524697,0.324043311516289,0,-34650.8073713902,-33174.8541804002,-1475.95319098995
5401,2.29653567094356,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,377.526021702215,0.324043311516289,0,-34642.5096307546,-33160.0885885511,-1482.4210422035
5501,2.29653567094356,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,377.526021702215,0.328843550276943,0,-34636.5781996041,-33152.6707879172,-1483.90741168685
5601,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,376.772361760959,0.328843550276943,0,-34638.1613598333,-33155.6813479446,-1482.48001188878
5701,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,383.363956818357,0.328935880826321,0,-34615.469452428,-33134.7140049156,-1480.75544751239
5801,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,381.499406229705,0.328935880826321,0,-34610.6263294222,-33129.6256973333,-1481.0006320889
5901,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,381.499406229705,0.321205530324951,0,-34606.37584519,-33126.5503356275,-1479.82550956243
6001,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.758353421465,0.321205530324951,0,-34580.7321892099,-33106.8710849557,-1473.86110425419
6101,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.758353421465,0.321205530324951,0,-34562.7568103748,-33090.2887192008,-1472.46809117396
6201,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.758353421465,0.324994412262458,0,-34553.849024966,-33087.9452647541,-1465.90376021186
6301,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.758353421465,0.324994412262458,0,-34538.3557468657,-33075.3194235536,-1463.03632331211
6401,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.383668077178,0.324994412262458,0,-34535.7268673988,-33066.9851728278,-1468.74169457101
6501,2.29041000679135,0,0.0393660413706675,0,0.0502870291704312,0,12,1.08374750707298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,386.383668077178,0.324994412262458,0,-34527.7696803107,-33059.6334457237,-1468.13623458707
6601,2.29041000679135,0,0.0393279423378408,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,385.500962892547,0.324994412262458,0,-34507.5739212629,-33041.0830269676,-1466.49089429536
6701,2.29041000679135,0,0.0393279423378408,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,385.500962892547,0.324994412262458,0,-34503.850136512,-33038.1284177619,-1465.72171875006
6801,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,385.500962892547,0.324994412262458,0,-34467.0319891627,-33001.7890287901,-1465.24296037253
6901,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.88860765565187,385.500962892547,0.324994412262458,0,-34458.7778214237,-32994.0712533901,-1464.70656803361
7001,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,393.037635670044,0.317520392490551,0,-34404.2060284805,-32937.4545879381,-1466.75144054247
7101,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,393.037635670044,0.317520392490551,0,-34376.6783173085,-32912.3466994214,-1464.33161788709
7201,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,393.037635670044,0.317520392490551,0,-34360.6079898455,-32904.1123977072,-1456.49559213836
7301,2.29041000679135,0,0.0394185045873747,0,0.0502870291704312,0,12,1.08362350903917,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,391.845550248399,0.321565339243971,0,-34356.2532906811,-32901.576817571,-1454.67647311013
7401,2.29041000679135,0,0.0388074658019468,0,0.0502870291704312,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,391.845550248399,0.321565339243971,0,-34336.082742289,-32888.5830099155,-1447.49973237342
7501,2.29041000679135,0,0.0388074658019468,0,0.0502870291704312,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,390.548952808604,0.321565339243971,0,-34331.7879434725,-32878.0270512824,-1453.76089219011
7601,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,381.803360884078,0.321565339243971,0,-34329.5667841125,-32876.2412228289,-1453.32556128355
7701,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,386.345596029423,0.321565339243971,0,-34323.9319007254,-32871.2697511958,-1452.66214952957
7801,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.689655809663,0.321565339243971,0,-34311.5860273525,-32863.6461807918,-1447.93984656065
7901,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,383.270538458601,0.321565339243971,0,-34289.0835791141,-32846.0939779312,-1442.98960118289
8001,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.1004646644,0.329527954431251,0,-34274.8014768102,-32830.3551670254,-1444.44630978476
8101,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.1004646644,0.329527954431251,0,-34263.2043922657,-32817.5047469406,-1445.69964532513
8201,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.1004646644,0.329527954431251,0,-34246.8245954122,-32805.1137375827,-1441.71085782954
8301,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.1004646644,0.318159091647249,0,-34242.9182435169,-32810.4197020412,-1432.49854147567
8401,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,387.1004646644,0.312658459404483,0,-34241.3765171627,-32810.8475262948,-1430.52899086789
8501,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.0559996496886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,383.36278765928,0.312658459404483,0,-34236.9203258719,-32806.3358733704,-1430.58445250154
8601,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05869869294111,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.05504794185981,1.87414420861751,386.728776316159,0.312658459404483,0,-34233.6401993102,-32800.4029666586,-1433.23723265159
8701,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05869869294111,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,396.932684001513,0.312658459404483,0,-34213.6209967829,-32781.761412969,-1431.85958381387
8801,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05869869294111,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,394.132236228325,0.312658459404483,0,-34212.1361323512,-32781.3024089815,-1430.83372336969
8901,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05869869294111,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,394.132236228325,0.312658459404483,0,-34200.8857799666,-32770.8226864876,-1430.06309347899
9001,2.29041000679135,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,394.132236228325,0.32033519736724,0,-34210.394374154,-32777.9925697467,-1432.40180440735
9101,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,390.015589795076,0.327739285265561,0,-34213.8038594798,-32780.1042157095,-1433.6996437703
9201,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,398.470618668944,0.327739285265561,0,-34210.6781499394,-32777.1714536771,-1433.50669626234
9301,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,398.470618668944,0.331077299402095,0,-34208.8949776464,-32779.968827692,-1428.92614995446
9401,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,399.429490440525,0.331077299402095,0,-34203.3382178201,-32764.5032265562,-1438.83499126395
9501,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,396.856503444724,0.331077299402095,0,-34197.5094999963,-32758.2355702331,-1439.27392976323
9601,2.30451801642775,0,0.0388074658019468,0,0.0499921202426777,0,12,1.05287758400664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,5.07268072105944,1.87414420861751,389.006930356845,0.32756216888316,0,-34191.8042760925,-32756.7120834787,-1435.09219261379
