sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_LN,sigma_LN,alpha_LN,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
8001,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08153231395409,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,258.824354805984,0.321407971454319,0,-34564.6104906759,-33125.2501371302,-1439.36035354574
8101,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08153231395409,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,258.824354805984,0.321407971454319,0,-34561.3126191315,-33123.9056458245,-1437.40697330698
8201,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08153231395409,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,258.824354805984,0.321407971454319,0,-34562.0776386688,-33123.0747147148,-1439.002923954
8301,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.026823381893,0.327065751359332,0,-34560.3223896417,-33120.9309523615,-1439.39143728025
8401,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,259.038424072787,0.327065751359332,0,-34549.6802662193,-33111.1959816186,-1438.48428460076
8501,2.4513108516112,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,259.038424072787,0.327065751359332,0,-34549.8585985893,-33112.2163168583,-1437.64228173093
8601,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,259.038424072787,0.327065751359332,0,-34541.2270262837,-33104.5545485059,-1436.67247777778
8701,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.125368718989,0.333955174402799,0,-34506.4425472792,-33079.501534971,-1426.94101230816
8801,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.08157357096206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.125368718989,0.333955174402799,0,-34498.6640291113,-33073.3156871789,-1425.34834193241
8901,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.07251742167864,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,263.447023788467,0.339024860095233,0,-34496.3360284425,-33077.331475727,-1419.00455271548
9001,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.07251742167864,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,261.725416406989,0.339024860095233,0,-34481.3040382917,-33065.8301013416,-1415.47393695013
9101,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.07251742167864,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,260.445665451698,0.339024860095233,0,-34471.2432642402,-33056.6784544619,-1414.56480977831
9201,2.45726512223482,0,0.0687613226496614,0,0.0459597455570474,0,12,1.07251742167864,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.375751533545,0.339024860095233,0,-34472.8198401089,-33057.4057378712,-1415.4141022377
9301,2.45726512223482,0,0.0693517746194266,0,0.0459597455570474,0,12,1.07373342802748,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.375751533545,0.33435514413286,0,-34442.0009338269,-33035.2181203963,-1406.78281343058
9401,2.46458088420332,0,0.0693517746194266,0,0.0459597455570474,0,12,1.07373342802748,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.375751533545,0.33435514413286,0,-34425.817670494,-33022.0070682273,-1403.81060226672
9501,2.46458088420332,0,0.0693517746194266,0,0.0459597455570474,0,12,1.07373342802748,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,258.054274809547,0.33435514413286,0,-34414.6366969917,-33013.7662097504,-1400.87048724136
9601,2.46643932554871,0,0.0693517746194266,0,0.0459597455570474,0,12,1.07373342802748,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,4.18025164166465,1.57456986512989,262.75921522174,0.33435514413286,0,-34405.4250243246,-33006.989499341,-1398.43552498359
