sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,1.58749737776816,0,0.0947011109767482,0,0.147080415138043,0,9,1.73899304529186,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.860756242880598,0,0,1,1,0,-3559.89914956452,-3199.10822977558,-360.79091978894
101,1.69392213622108,0,0.0914980570268817,0,0.116573148563039,0,9,2.23779802944046,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.867770625303965,0,0,1,1,0,-3038.93664300675,-2535.2524637057,-503.684179301057
201,1.87279318280386,0,0.0831361099428419,0,0.0506018556005869,0,9,2.13034448898371,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.412055622063042,0,0,1,1,0,-2664.27853054581,-2138.49781900858,-525.78071153723
301,2.19805340982695,0,0.0759910822785854,0,0.0506018556005869,0,9,1.89650567767485,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.321817861845182,0,0,1,1,0,-2506.67044626349,-1930.91030648324,-575.760139780248
401,2.28509275181608,0,0.0803776786549403,0,0.0506018556005869,0,9,1.57856973737585,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.325861450958462,0,0,1,1,0,-2443.72939537801,-1858.43496073302,-585.294434644989
501,2.2580967910745,0,0.0803776786549403,0,0.049164768217561,0,9,1.51043129940687,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.325861450958462,0,0,1,1,0,-2382.82002354804,-1807.96402615145,-574.855997396585
601,2.26810517040374,0,0.0745162532512251,0,0.048376537225569,0,9,1.40397031147912,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.289760932359748,0,0,1,1,0,-2310.32733411871,-1742.36972169842,-567.957612420292
701,2.21009062448313,0,0.0748279398479185,0,0.0452884296947481,0,9,1.31336988493569,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.261359268988483,0,0,1,1,0,-2276.23133947789,-1701.38785788027,-574.843481597624
801,2.12159332765339,0,0.0673791801101366,0,0.0446204588962152,0,9,1.25071549851257,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.261359268988483,0,0,1,1,0,-2274.7186265387,-1696.37876888905,-578.339857649644
901,2.08517713348196,0,0.0507207307029905,0,0.0469180443917927,0,9,1.25800721946518,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.230675520422467,0,0,1,1,0,-2254.34028933085,-1663.42416017411,-590.91612915674
1001,2.03634533932983,0,0.0427388536632834,0,0.0478267551088156,0,9,1.18060749862582,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.199045117706159,0,0,1,1,0,-2240.73615658039,-1640.02435194326,-600.711804637131
1101,2.01401252384438,0,0.0320625608530368,0,0.0482769265698966,0,9,1.2226849709156,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.200034464597062,0,0,1,1,0,-2222.60340215447,-1616.72526776354,-605.87813439093
1201,2.02079900595856,0,0.0299575218455177,0,0.04675572122305,0,9,1.19102340958241,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.17727225106644,0,0,1,1,0,-2218.71552433491,-1617.12286771943,-601.592656615473
1301,2.08830384577826,0,0.0373630508015191,0,0.0484997357110028,0,9,1.24037474013667,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.189690011632722,0,0,1,1,0,-2231.97674458198,-1628.81160756688,-603.165137015099
1401,2.07779088630183,0,0.026444910503959,0,0.049206925771785,0,9,1.17434828217926,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.167198746538253,0,0,1,1,0,-2215.38768725389,-1617.35830425497,-598.029382998915
1501,2.16339020708308,0,0.0273092371862501,0,0.0510247006963501,0,9,1.21066324709495,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.138067665389847,0,0,1,1,0,-2215.00777725488,-1609.99886326151,-605.008913993367
1601,2.11374338671635,0,0.0269075638028375,0,0.0508882412171508,0,9,1.21760041989257,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.145888700085981,0,0,1,1,0,-2203.01142786192,-1595.12308608076,-607.888341781157
1701,2.15198863991485,0,0.023936089462765,0,0.0514050046663816,0,9,1.20668049026557,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.134321182497327,0,0,1,1,0,-2194.46857204262,-1591.356743133,-603.111828909622
1801,2.18078186612989,0,0.0314211701702945,0,0.0507929071273249,0,9,1.17430405963139,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.137495701223631,0,0,1,1,0,-2177.27403021849,-1575.28812018841,-601.985910030081
1901,2.13981646443325,0,0.0235356265889257,0,0.0502808479935593,0,9,1.16056852987067,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.127336126891838,0,0,1,1,0,-2170.62105898906,-1571.74842917691,-598.872629812149
2001,2.21649617947328,0,0.020390410885624,0,0.0502485767692186,0,9,1.15690648644221,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.133532486843288,0,0,1,1,0,-2144.48131067362,-1563.46115600294,-581.020154670679
2101,2.26206855373081,0,0.0309766826472047,0,0.0493740872680939,0,9,1.09888176866461,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.133134232995205,0,0,1,1,0,-2144.86977422697,-1563.5150038934,-581.354770333564
2201,2.26707447354181,0,0.0302486963569964,0,0.0497627471416076,0,9,1.13173944676957,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.133471681784987,0,0,1,1,0,-2137.64568589017,-1557.12220552364,-580.523480366533
2301,2.28024813655443,0,0.0251846104342801,0,0.0514530746731866,0,9,1.14953292505483,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.123777205388037,0,0,1,1,0,-2136.03745393843,-1557.19905638325,-578.838397555181
2401,2.26294293199724,0,0.0284567492535353,0,0.053060184733369,0,9,1.1217870667432,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.128840894561487,0,0,1,1,0,-2135.74773986567,-1555.38088847885,-580.366851386816
2501,2.29499782953543,0,0.0195929982162587,0,0.0522377823533604,0,9,1.15423598980664,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.116412684203431,0,0,1,1,0,-2136.06161720604,-1552.39075686432,-583.670860341725
2601,2.20930066581686,0,0.0151341595952082,0,0.0530580895806754,0,9,1.14905014926297,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.123590893720988,0,0,1,1,0,-2145.75465127145,-1550.80133960402,-594.953311667427
2701,2.24912944688452,0,0.0162646889270107,0,0.0545673897812447,0,9,1.11008846871885,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.116877702395193,0,0,1,1,0,-2162.32357285601,-1555.3091836547,-607.014389201306
2801,2.34998350074828,0,0.0312125098397341,0,0.0544221414308288,0,9,1.14934899725463,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.143381471481877,0,0,1,1,0,-2158.21030526924,-1550.41021906295,-607.800086206298
2901,2.33974513959243,0,0.0323608577680364,0,0.0539894409489008,0,9,1.15125288344007,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.128268850719699,0,0,1,1,0,-2160.18764426526,-1553.16608410128,-607.021560163979
3001,2.30702955749911,0,0.0400743291314199,0,0.0526753364122548,0,9,1.18671670413299,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.153193584121325,0,0,1,1,0,-2168.93165263249,-1561.0910514651,-607.84060116739
3101,2.42500902540082,0,0.0284274282303675,0,0.0532858611906137,0,9,1.14548107372534,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.116802109707838,0,0,1,1,0,-2187.28569109912,-1578.85008401285,-608.43560708627
3201,2.25734082274398,0,0.0341512497219267,0,0.0524811868979856,0,9,1.14548107372534,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.141185971758148,0,0,1,1,0,-2186.45989117902,-1581.70980577181,-604.75008540721
