sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
5201,2.49314528480172,0,0.0424180284538306,0,0.0761993387946859,0,9,0.8472523575183,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0555791490944104,0,0,0.0173214626568369,0,0,-1976.5940441109,-1316.96900622367,-659.62503788723
5301,2.49314528480172,0,0.0424180284538306,0,0.0761993387946859,0,9,0.8472523575183,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0555791490944104,0,0,0.0251695569441654,0,0,-1995.0791181422,-1320.69323021846,-674.385887923741
5401,2.49375719372183,0,0.0409865078912116,0,0.0778793513309211,0,9,0.8472523575183,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0584701457992197,0,0,0.0199473437084817,0,0,-2037.69818417498,-1341.39019034719,-696.307993827793
5501,2.49375719372183,0,0.0409865078912116,0,0.078417655848898,0,9,0.86214530270081,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0596625960897655,0,0,0.029013595932629,0,0,-2002.77620229458,-1333.47107346764,-669.305128826932
5601,2.50431365221739,0,0.0409865078912116,0,0.078417655848898,0,9,0.86214530270081,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0596625960897655,0,0,0.029013595932629,0,0,-2027.32491475326,-1355.91257047171,-671.412344281546
5701,2.5246998488903,0,0.0406556915189139,0,0.078417655848898,0,9,0.86214530270081,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0646655312273653,0,0,0.029013595932629,0,0,-2010.19731607752,-1330.40525619208,-679.792059885437
5801,2.5246998488903,0,0.0406089281360619,0,0.078417655848898,0,9,0.890995241818018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0646655312273653,0,0,0.029013595932629,0,0,-2021.31395747685,-1340.89854315811,-680.415414318739
5901,2.5246998488903,0,0.0406089281360619,0,0.078417655848898,0,9,0.890995241818018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0646655312273653,0,0,0.029013595932629,0,0,-2014.63268826158,-1336.29887682596,-678.333811435621
6001,2.49693250730634,0,0.0403086991910823,0,0.078417655848898,0,9,0.873069115797989,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0690956257050858,0,0,0.0287193556013517,0,0,-1991.05901333649,-1322.63189742281,-668.427115913685
6101,2.56657465528697,0,0.0403525127726607,0,0.078417655848898,0,9,0.873069115797989,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0588987241266296,0,0,0.0354588919947856,0,0,-1999.75606048055,-1337.0600862832,-662.695974197354
6201,2.56302083432674,0,0.0403525127726607,0,0.0775801934301853,0,9,0.873069115797989,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0588987241266296,0,0,0.0351021399185993,0,0,-2036.56017038704,-1349.12559710234,-687.434573284698
6301,2.56302083432674,0,0.0403525127726607,0,0.0775801934301853,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0659409814514221,0,0,0.0460143647319638,0,0,-2012.93414690712,-1348.52215552208,-664.411991385035
6401,2.55741753112525,0,0.0432319866423495,0,0.0775801934301853,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0659409814514221,0,0,0.0328450701828115,0,0,-2007.50382100991,-1354.29949438336,-653.204326626543
6501,2.51466727238148,0,0.0404444615519605,0,0.0780615439405665,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0706718888133765,0,0,0.0371100497362204,0,0,-2010.349721627,-1342.24658554557,-668.103136081438
6601,2.51466727238148,0,0.0404444615519605,0,0.0760837354464457,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0661208696896211,0,0,0.0479937916784548,0,0,-2004.60269450322,-1338.3747975306,-666.227896972626
6701,2.55606148354709,0,0.0404444615519605,0,0.0761909367283806,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0661208696896211,0,0,0.0479937916784548,0,0,-2018.38024951753,-1341.448977253,-676.931272264531
6801,2.52567088846117,0,0.0397707930230535,0,0.0761909367283806,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0778658430092038,0,0,0.0509116715448909,0,0,-2029.26835834893,-1362.03910861485,-667.229249734076
6901,2.54397463910282,0,0.0398172821314074,0,0.0761909367283806,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0776338984724135,0,0,0.0549031393532642,0,0,-2019.05706522922,-1344.635645474,-674.421419755224
7001,2.54397463910282,0,0.0398172821314074,0,0.0761909367283806,0,9,0.930036905803717,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0766571223037318,0,0,0.0647571458411403,0,0,-2002.83750306196,-1333.17666419071,-669.660838871246
7101,2.51628890149295,0,0.0398172821314074,0,0.0761909367283806,0,9,0.859836225747131,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.077714528492652,0,0,0.0639155210158788,0,0,-2002.31615364883,-1336.38977464746,-665.92637900137
7201,2.52001975141466,0,0.0384944486594759,0,0.0766389777418226,0,9,0.859836225747131,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0747424159664662,0,0,0.0562690790672787,0,0,-2017.59325858136,-1338.99217057911,-678.601088002245
7301,2.55164177995175,0,0.0384944486594759,0,0.0766389777418226,0,9,0.903377667302265,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0684386966750027,0,0,0.0634493524604477,0,0,-1993.79918988147,-1328.0292590886,-665.769930792871
7401,2.54040098153055,0,0.0384944486594759,0,0.0766389777418226,0,9,0.926310833194293,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0636837781174109,0,0,0.0634493524604477,0,0,-2008.73424301978,-1352.40330538709,-656.33093763269
7501,2.53436880093068,0,0.0335509528568946,0,0.0777280669892207,0,9,0.926310833194293,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0718988706590609,0,0,0.0565063577541151,0,0,-2012.90659912103,-1348.69258334357,-664.214015777459
7601,2.54189543258399,0,0.0335509528568946,0,0.0777280669892207,0,9,0.926310833194293,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0705432045739145,0,0,0.0494695412158035,0,0,-1997.77616255862,-1340.52377182245,-657.252390736175
7701,2.51846864446998,0,0.0335509528568946,0,0.0777280669892207,0,9,0.926310833194293,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0705432045739145,0,0,0.0471333876880818,0,0,-1969.45898656896,-1342.2102589143,-627.248727654662
7801,2.45808295309544,0,0.0286676392820664,0,0.0777280669892207,0,9,0.864107025437988,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0704249384580181,0,0,0.0432037709909492,0,0,-1967.70753752058,-1332.09440205064,-635.613135469941
7901,2.50851553231478,0,0.0286676392820664,0,0.0777280669892207,0,9,0.864107025437988,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0704249384580181,0,0,0.0432037709909492,0,0,-1971.3674829446,-1332.79561857572,-638.571864368887
8001,2.50851553231478,0,0.0286676392820664,0,0.0780655051581562,0,9,0.864107025437988,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0696221263147892,0,0,0.0391263260436245,0,0,-1987.44032993079,-1330.05731726807,-657.383012662722
8101,2.50964428968728,0,0.0276184737146832,0,0.0780655051581562,0,9,0.853274344000965,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0678500679554419,0,0,0.0409605870652013,0,0,-1994.19999993963,-1329.39819181733,-664.801808122302
8201,2.52150725312531,0,0.0276184737146832,0,0.0780655051581562,0,9,0.853274344000965,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0678500679554419,0,0,0.0409605870652013,0,0,-1958.60799715933,-1342.57412134887,-616.03387581046
8301,2.52150725312531,0,0.0299432812421582,0,0.0780655051581562,0,9,0.853274344000965,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0645273090805859,0,0,0.0277332764747553,0,0,-1961.06349881157,-1337.38872076825,-623.674778043314
8401,2.48879922218621,0,0.0299432812421582,0,0.0780655051581562,0,9,0.856376294861547,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0559079257538543,0,0,0.0277332764747553,0,0,-1985.29312490517,-1340.8599004948,-644.433224410376
8501,2.4875020634383,0,0.0299432812421582,0,0.0780655051581562,0,9,0.907427692902274,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0579332563793288,0,0,0.00993549612583589,0,0,-1967.76821949507,-1340.18953287316,-627.57868662191
8601,2.43969132080674,0,0.0211825971188955,0,0.0780655051581562,0,9,0.870500980410725,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0542415621224792,0,0,0.0194286123779603,0,0,-1950.83291782712,-1332.08866688954,-618.744250937587
8701,2.43969132080674,0,0.0288186845672317,0,0.0780655051581562,0,9,0.870500980410725,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0542415621224792,0,0,0.0166292468016036,0,0,-1997.70849602576,-1327.75508116689,-669.953414858875
8801,2.43969132080674,0,0.0312978276819922,0,0.0773949010297656,0,9,0.870500980410725,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0580224024131895,0,0,0.0147113557509146,0,0,-2003.68008667355,-1328.64935309559,-675.030733577956
8901,2.44936751555651,0,0.0312978276819922,0,0.0775478347437456,0,9,0.870500980410725,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0614595463965089,0,0,0.0267853856622241,0,0,-2002.72867740258,-1346.86145183763,-655.867225564957
9001,2.46815571207553,0,0.0310488496278413,0,0.0775478347437456,0,9,0.870500980410725,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0596493464894594,0,0,0.018653800508473,0,0,-1981.11329199149,-1348.71682736473,-632.396464626762
9101,2.50677130315453,0,0.0305424245377071,0,0.0775478347437456,0,9,0.91548755695112,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0620189813897015,0,0,0.026792595332954,0,0,-1931.88956014618,-1335.43698450926,-596.452575636919
9201,2.50677130315453,0,0.0305424245377071,0,0.0775478347437456,0,9,0.91548755695112,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0550321572460235,0,0,0.0238888350385241,0,0,-1989.6158306918,-1364.71232939552,-624.903501296279
9301,2.46708133630455,0,0.0280871604871936,0,0.0777815526584163,0,9,0.869300417718477,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0550321572460235,0,0,0.0289998231525533,0,0,-2003.63732206476,-1358.60564299077,-645.031679073992
9401,2.47323465794325,0,0.0280871604871936,0,0.0771794281899929,0,9,0.869300417718477,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0548233228735627,0,0,0.0217876440449617,0,0,-1965.57904456524,-1338.05119243565,-627.527852129586
9501,2.47323465794325,0,0.0280871604871936,0,0.0771794281899929,0,9,0.91979722015094,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0548233228735627,0,0,0.026796236045193,0,0,-1944.46054591592,-1333.84709308084,-610.613452835086
9601,2.47203332725912,0,0.0280871604871936,0,0.0771794281899929,0,9,0.91979722015094,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0548233228735627,0,0,0.026796236045193,0,0,-1965.01352293832,-1331.4118021019,-633.601720836425
9701,2.47203332725912,0,0.0282399986009114,0,0.0771794281899929,0,9,0.91979722015094,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0527087051887066,0,0,0.018145584797021,0,0,-1982.32378634576,-1358.03900612596,-624.284780219796
9801,2.53378454688936,0,0.0282399986009114,0,0.0771794281899929,0,9,0.91979722015094,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0470329087693245,0,0,0.00431623818119983,0,0,-1952.60641145428,-1343.31460507084,-609.291806383445
