sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.48790918430313,0,0.080795266861096,0,0.150007396796718,0,9,1.41481484845281,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.126756421290338,0,0,1,1,0,-4252.27423433397,-3868.11320880721,-384.161025526757
101,2.67000261515379,0,0.0794580462439917,0,0.131774757339153,0,9,2.03810270363465,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.150588456189726,0,0,1,1,0,-3105.28248755878,-2633.91274898469,-471.369738574092
201,2.64927845318469,0,0.0670617764293672,0,0.061942830135595,0,9,1.9519950552779,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.260499043336472,0,0,1,1,0,-2681.12393188276,-2090.40893983166,-590.714992051103
301,2.46894626168662,0,0.0679093588980498,0,0.061942830135595,0,9,1.69787077473261,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.244457796278034,0,0,1,1,0,-2481.32622781371,-1860.68293017076,-620.643297642945
401,2.27016458729609,0,0.0572898829352256,0,0.0535782361474414,0,9,1.42609595955472,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.178677143856999,0,0,1,1,0,-2367.39719597687,-1744.20664178807,-623.190554188802
501,2.26584305507816,0,0.056486056202378,0,0.0525485490969373,0,9,1.31998361515025,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.195191020175441,0,0,1,1,0,-2308.50706109868,-1693.04925920402,-615.457801894657
601,2.26968939957086,0,0.056486056202378,0,0.050405655756526,0,9,1.40831977010316,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.192456054712742,0,0,1,1,0,-2293.58848954404,-1687.52537893834,-606.063110605697
701,2.34746075452834,0,0.0529919141827991,0,0.0529830834194096,0,9,1.29715115535077,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.161279455434349,0,0,1,1,0,-2262.80337188166,-1661.93615497291,-600.867216908749
801,2.12265925197532,0,0.0505792737105528,0,0.0488660721957715,0,9,1.34240498192935,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.158088704604008,0,0,1,1,0,-2268.71083805935,-1651.39214626215,-617.318691797203
901,2.03034644701823,0,0.0399078877001822,0,0.0504490526720733,0,9,1.27456375461507,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.174882160821527,0,0,1,1,0,-2265.09013833466,-1649.99318987789,-615.096948456769
1001,2.04945258079662,0,0.0400993089840002,0,0.0506472320749039,0,9,1.28980204877471,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.155702865084096,0,0,1,1,0,-2248.76490193284,-1618.38835058034,-630.376551352508
1101,2.06721247595718,0,0.0400993089840002,0,0.0500400432470244,0,9,1.26919206732559,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.155702865084096,0,0,1,1,0,-2232.57113642273,-1611.96757768756,-620.603558735177
1201,2.0847209432386,0,0.0292760270862655,0,0.0498217159036061,0,9,1.17955133080021,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.125440534479915,0,0,1,1,0,-2232.77282840577,-1609.23073019703,-623.542098208743
1301,2.07472638577783,0,0.0304830980817472,0,0.0501051001704831,0,9,1.19909271422953,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.118153525832797,0,0,1,1,0,-2228.70213430862,-1597.07092632848,-631.63120798014
1401,2.05542554958474,0,0.0366684933036073,0,0.0487137812983351,0,9,1.2152337020805,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.13678375745473,0,0,1,1,0,-2212.65731806389,-1589.61956166171,-623.037756402182
1501,2.03882281895416,0,0.0382250420905738,0,0.050046392486886,0,9,1.15649670634932,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.131079233842908,0,0,1,1,0,-2211.40928227281,-1579.72447412157,-631.684808151239
1601,1.97657110410392,0,0.0349539779208806,0,0.0496387484295597,0,9,1.19733555109906,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.125367126476012,0,0,1,1,0,-2226.40958897911,-1588.15134747374,-638.258241505374
1701,2.10860658670322,0,0.0325306885403404,0,0.0489790746229086,0,9,1.21137661683883,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.121596891987341,0,0,1,1,0,-2204.54546864599,-1593.58127332334,-610.96419532265
1801,2.02055899769323,0,0.0311144516760162,0,0.0511516959389421,0,9,1.18944239469178,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.129829698034048,0,0,1,1,0,-2196.54954266763,-1570.79754476314,-625.751997904486
1901,2.04343004909528,0,0.0326022772668032,0,0.0494146743390757,0,9,1.20008933484372,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.130155149481526,0,0,1,1,0,-2196.39150132806,-1578.25550414827,-618.135997179792
2001,2.08051742019227,0,0.0318454833468766,0,0.0521409028415788,0,9,1.14818907228031,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.133028263773648,0,0,1,1,0,-2205.37140177149,-1577.27749750343,-628.093904268057
2101,2.16074752500448,0,0.0383352190457475,0,0.0512890852433263,0,9,1.15427528398895,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.157397789765482,0,0,1,1,0,-2201.97248159777,-1582.68748222093,-619.284999376833
2201,2.18708892791212,0,0.0356008437562069,0,0.0511291213185436,0,9,1.22927303394173,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.129917073552752,0,0,1,1,0,-2177.09550025452,-1568.3857840653,-608.709716189221
2301,2.18213557756573,0,0.0298622409299978,0,0.049725606070937,0,9,1.15386396704782,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.11963572077174,0,0,1,1,0,-2183.49071239296,-1571.4343903917,-612.056322001266
2401,2.13895836256077,0,0.0315577541356193,0,0.050336954247789,0,9,1.11547426343049,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.137956729981054,0,0,1,1,0,-2180.0064717678,-1564.91366185284,-615.092809914954
2501,2.04838309623627,0,0.0353024877693849,0,0.0487574800079142,0,9,1.14624789569221,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.141014616780726,0,0,1,1,0,-2188.43698696735,-1568.67532176026,-619.761665207095
2601,2.09116161748992,0,0.0318341858656488,0,0.0492325711174031,0,9,1.10933237288442,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.141885902420829,0,0,1,1,0,-2177.35434364837,-1554.67355128834,-622.680792360029
2701,2.17235064794717,0,0.0443971969021398,0,0.0508288401806665,0,9,1.13806832836349,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.159528727256313,0,0,1,1,0,-2177.91196070463,-1555.25993915575,-622.652021548879
2801,2.18471067647559,0,0.0352908247014435,0,0.0508461668750378,0,9,1.14316575402372,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.127556741275624,0,0,1,1,0,-2206.03783119204,-1581.26532276122,-624.772508430823
2901,2.06816585629949,0,0.0368711336032128,0,0.0498723557198197,0,9,1.09585509461061,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.151786038577821,0,0,1,1,0,-2184.81046617743,-1564.21975570789,-620.590710469548
3001,2.07073485605113,0,0.0385435353735769,0,0.0497266754434627,0,9,1.17997622158587,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.122233357125517,0,0,1,1,0,-2175.94254467085,-1556.92177146076,-619.020773210083
3101,2.07672037186019,0,0.0358427246337844,0,0.0518923875010488,0,9,1.16703361589748,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.146121868904758,0,0,1,1,0,-2184.02950907608,-1562.58660365328,-621.442905422798
3201,2.20360225567756,0,0.0420899067699558,0,0.0518033016069962,0,9,1.19711037363256,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.117104036308529,0,0,1,1,0,-2189.04397175073,-1566.30993700791,-622.734034742824
