sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,lnlike,likelihood,prior_prob
1,1.76801549643278,0,0.0627460262645036,0,0.122934273164719,0,9,1.0497357849963,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6811.28298807993,-6498.01986035693,-313.263127723001
101,2.51687018722296,0,0.188241781000979,0,0.0145320338895544,0,9,2.62240529432893,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2619.59697987453,-2273.12663309039,-346.470346784146
201,3.4180237009645,0,0.502915751558554,0,0.0219343577274864,0,9,1.7758417026798,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2489.84076888109,-2075.33691432825,-414.50385455284
301,3.59117636133113,0,0.601521120569903,0,0.0202084881737916,0,9,1.87507461632236,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2415.11203058134,-1985.04010340582,-430.07192717552
401,3.47310231803507,0,0.485483440650103,0,0.0196074738241363,0,9,1.57358687037971,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2414.6963169182,-1933.63321141666,-481.063105501534
501,3.30532985345625,0,0.435027313290278,0,0.0236566057155257,0,9,1.67114556089196,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2399.06019803039,-1917.98664017693,-481.073557853458
601,3.25575227123991,0,0.401557620135038,0,0.0230102685918067,0,9,1.54493896476946,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2329.31540134412,-1857.78506847564,-471.530332868479
701,3.27885069451822,0,0.375671105622145,0,0.0247115118421575,0,9,1.52663209908091,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2347.05251573955,-1839.18214737607,-507.870368363484
801,3.11899063380055,0,0.378177178959315,0,0.0237507586057977,0,9,1.52321904420222,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2342.39283171151,-1823.28866759857,-519.104164112937
901,2.95836066405006,0,0.373760925501948,0,0.0217790845297241,0,9,1.65159937253284,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2372.89897048041,-1848.74297827165,-524.155992208759
1001,3.13062325033596,0,0.348848534424364,0,0.0259854918587302,0,9,1.41640494679639,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2355.68964478676,-1792.75199015111,-562.937654635651
1101,3.16145309783992,0,0.316709746966626,0,0.0269280000535097,0,9,1.42459624458639,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2343.29513035444,-1791.70402869113,-551.591101663314
1201,3.06470435786759,0,0.30053965385869,0,0.0279000285082872,0,9,1.44103047908822,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2320.27576244227,-1773.97828071312,-546.297481729149
1301,3.0879416416836,0,0.298620796102969,0,0.0301812206932058,0,9,1.42342138009471,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2316.72890619463,-1761.53499322076,-555.193912973863
1401,3.08523330651747,0,0.276063348192919,0,0.031400297299764,0,9,1.41118830885684,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2293.3099250853,-1756.57436695182,-536.735558133487
1501,2.97932275592212,0,0.26898528763413,0,0.0299924235274384,0,9,1.4269723631946,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2299.50611920858,-1754.91308555315,-544.59303365543
1601,2.88943404245853,0,0.261768321805565,0,0.0309949026827486,0,9,1.36050021334757,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2309.02182965994,-1753.89620740481,-555.125622255133
1701,2.92194958658072,0,0.261499592584268,0,0.0306605360094314,0,9,1.42813698802503,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2269.08729062972,-1739.99415669973,-529.093133929993
1801,2.82485277982843,0,0.240506588162085,0,0.0321351304869915,0,9,1.42629618281781,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2296.46246589696,-1731.67809143778,-564.784374459181
1901,2.78710571958763,0,0.231625401552318,0,0.0322952945787419,0,9,1.34729563269152,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2284.71251919575,-1715.50700137184,-569.205517823912
2001,2.81202454876321,0,0.200158064633,0,0.0366491155465226,0,9,1.39643250798952,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2313.33204752759,-1722.11169163605,-591.220355891541
2101,2.6901099661897,0,0.208279757217821,0,0.0350302288554394,0,9,1.34516475111187,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2280.43595357237,-1706.60860776269,-573.827345809682
2201,2.68887490334412,0,0.203109638275908,0,0.0337591055157717,0,9,1.32260008198896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2278.51107131575,-1707.88139517426,-570.629676141494
2301,2.86014942091781,0,0.212539862399346,0,0.0352030860864728,0,9,1.27412729382957,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2275.39226693716,-1712.7626087858,-562.629658151366
2401,2.70357471032331,0,0.201591147246197,0,0.0337396730658784,0,9,1.33413855098333,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2266.52773903242,-1700.22248089041,-566.305258142012
2501,2.79948546013186,0,0.212445200416134,0,0.0344571736776718,0,9,1.32281386191018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2258.45388089305,-1694.65588127706,-563.797999615994
2601,2.64337458215894,0,0.168680616360663,0,0.038314606160951,0,9,1.32917508168551,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2301.61955220881,-1666.88007454374,-634.739477665078
2701,2.67875364045234,0,0.160054560137061,0,0.0410028893964345,0,9,1.28985204968658,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2294.16131511303,-1655.1721916165,-638.989123496533
