sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,lnlike,likelihood,prior_prob
1,2.93029680429027,0,0.076522152654361,0,0.177253180742264,0,9,0.959444618551061,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7530.98241707642,-7187.57026768116,-343.412149395262
101,3.06293536359444,0,0.222558480261359,0,0.0277530588908121,0,9,2.44747054972686,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2582.31117947655,-2208.06348067144,-374.247698805114
201,3.33606187474518,0,0.179261130687519,0,0.0334897884400562,0,9,2.05397966495014,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2443.80378205372,-2018.92054752287,-424.883234530848
301,3.17816902932405,0,0.182611516315452,0,0.0303952928275083,0,9,1.77896094852475,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2393.15352250214,-1959.26780998008,-433.885712522054
401,3.00827993142655,0,0.156934502290795,0,0.0282015640340467,0,9,1.65347744435244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2276.53398111031,-1830.68855282682,-445.845428283487
501,3.07903906229404,0,0.197199229507265,0,0.0277499241428285,0,9,1.54125628260603,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2256.1454162179,-1803.22353237787,-452.921883840024
601,3.13290348981883,0,0.200244051251868,0,0.0301205839281827,0,9,1.37182759954319,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2250.98001078125,-1774.59957575542,-476.380435025831
701,2.8477098006258,0,0.203205256297406,0,0.0285523943291014,0,9,1.39110689629991,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2251.89432945041,-1756.24155792085,-495.652771529562
801,2.86367102607937,0,0.197779560069816,0,0.0309851964583136,0,9,1.4270506232478,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2280.57551549002,-1759.29834163681,-521.27717385321
901,2.89161537568867,0,0.19269928824221,0,0.0315004876057916,0,9,1.41069626319262,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2276.313068471,-1751.94396575488,-524.369102716113
1001,2.76614737815759,0,0.194539836180357,0,0.0317396300006832,0,9,1.37749843380616,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2263.32186753952,-1731.91966275264,-531.40220478689
1101,2.59122110978939,0,0.180026108926199,0,0.0311619462483782,0,9,1.31094881071367,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2274.23165925756,-1725.65170170523,-548.57995755233
1201,2.50156369225544,0,0.168682746547714,0,0.0322085699934873,0,9,1.34553822455862,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2274.27026407503,-1713.0524406134,-561.217823461634
1301,2.60900048137148,0,0.163520438038923,0,0.0332029390857257,0,9,1.39831691895792,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2258.9395487247,-1699.23074261253,-559.708806112171
1401,2.73578469010322,0,0.170503179718719,0,0.0346063935434733,0,9,1.28908859109227,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2241.44898700744,-1676.36669697172,-565.082290035717
1501,2.73183047804847,0,0.169571895427449,0,0.035363697278335,0,9,1.34298399636721,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2235.2218245634,-1678.46799157908,-556.753832984323
1601,2.68607269885667,0,0.165160537498529,0,0.0352585063378641,0,9,1.2754855683236,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2221.02396258723,-1664.8007228112,-556.223239776027
1701,2.67411707979115,0,0.155690473936473,0,0.0365487928313014,0,9,1.30571107225451,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2234.73578814781,-1657.91255434926,-576.823233798543
1801,2.78300499691935,0,0.159784175611472,0,0.037088825500661,0,9,1.29128010504387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2251.09519022715,-1673.73962542397,-577.35556480318
1901,2.81491675655799,0,0.156762298515059,0,0.0374070709505485,0,9,1.27514632209513,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2236.52035061609,-1663.9420707125,-572.578279903596
2001,2.94390711730421,0,0.155454258629531,0,0.0390952912335845,0,9,1.26922657271641,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2221.32654961023,-1651.61479087513,-569.711758735102
2101,2.8362354494267,0,0.153917451444646,0,0.0384814216145801,0,9,1.2638656584848,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2213.53103595808,-1637.43619066329,-576.094845294797
2201,2.89232622376969,0,0.149351990410799,0,0.0406270831672745,0,9,1.20802500714369,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2210.9727551507,-1629.99899262877,-580.973762521936
2301,2.95657208852906,0,0.155792234915419,0,0.0411094027927836,0,9,1.27552599272249,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2210.97949125312,-1627.58184384501,-583.397647408118
2401,2.83562354863888,0,0.144371952476814,0,0.0417179261346592,0,9,1.29074628262751,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2218.31192883213,-1630.5831821505,-587.728746681629
2501,2.79852636146886,0,0.137243873758084,0,0.0412218548209579,0,9,1.25628593477243,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2212.4670297571,-1617.42302169654,-595.044008060564
2601,2.73820320065109,0,0.126568194353513,0,0.0409443200961801,0,9,1.2044855607118,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2201.2075371671,-1609.76346552441,-591.444071642692
2701,2.78179924308076,0,0.128042971615243,0,0.0405246748604103,0,9,1.16861223444023,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2182.72231332215,-1600.85890745647,-581.863405865681
2801,2.78364496919369,0,0.118952953180216,0,0.042061483755931,0,9,1.16513525223639,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2183.56043420724,-1601.00662976386,-582.55380444338
2901,2.85341120888862,0,0.12461017828247,0,0.042061483755931,0,9,1.16205528470114,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2169.46224804943,-1590.14846679036,-579.313781259072
3001,2.83470362018347,0,0.116641189858973,0,0.0435508306107103,0,9,1.22053204362716,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2167.44609627771,-1589.6578495686,-577.788246709107
3101,2.83025034210606,0,0.121822437186363,0,0.0434978109300947,0,9,1.21238022596449,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2174.19091680724,-1587.99085644136,-586.200060365875
3201,2.80344863164801,0,0.133433271578236,0,0.042767317835882,0,9,1.2009914128078,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2185.35517130687,-1588.41588240753,-596.939288899339
3301,2.67010637840545,0,0.127327047271384,0,0.0419154739148302,0,9,1.18755946552064,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2183.18386329967,-1578.79844076402,-604.385422535645
3401,2.65603795784209,0,0.127516584360193,0,0.042104443449407,0,9,1.1957185671457,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2183.83008978693,-1572.25767350099,-611.57241628594
3501,2.84804900933832,0,0.127611174666349,0,0.0433399220274492,0,9,1.15362027550159,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2166.7560239179,-1562.66263043219,-604.09339348571
3601,2.69002997642266,0,0.11749416271931,0,0.0423382500658357,0,9,1.14786513497741,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2157.23787508828,-1551.78619964578,-605.451675442492
3701,2.7669566199115,0,0.11749416271931,0,0.0451092428668689,0,9,1.05751305709906,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2142.20543673841,-1542.19621474744,-600.009221990966
3801,2.85111228426332,0,0.124908436100751,0,0.0456054984459821,0,9,1.16240232083206,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-2126.86043144219,-1531.31823190501,-595.542199537188
