sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.117883,1,0.01017651,0,0.07627891,0,9,1.1059133085655,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.101714092559296,1.64642808074132,0.0991319280513562,0,1,0.0106892275740393,1,1,-17910.5016717852,-17656.057039568,-254.444632217177
1001,2.117883,1,0.01017651,0,0.07627891,0,9,1.06954935367685,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.109796530445454,1.83693206353812,0.00812263845931738,0,1,0.0146336425163317,1,1,-5361.2848258205,-4568.68043505262,-792.604390767884
2001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01252284670805,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.120752857886923,2.41001306075454,0.0253820636152539,0,1,0.0198731991668213,1,1,-5183.5108312382,-4428.78329976942,-754.727531468781
3001,2.117883,1,0.01017651,0,0.07627891,0,9,0.994926803159377,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.134385982615481,2.14966558176948,0.058124355769015,0,1,0.0113639696474169,1,1,-5166.18951759499,-4415.87304458786,-750.31647300713
4001,2.117883,1,0.01017651,0,0.07627891,0,9,1.03736313662038,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.124851665662799,3.12184623537206,0.0448746148875754,0,1,0.00933831231398324,1,1,-5180.06655862482,-4427.09010062278,-752.976458002035
5001,2.117883,1,0.01017651,0,0.07627891,0,9,1.02635128447812,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.140437485764217,2.91583022287495,0.0710739908119448,0,1,0.0472272833316569,1,1,-5166.24935510991,-4413.87152371938,-752.37783139053
6001,2.117883,1,0.01017651,0,0.07627891,0,9,0.984481624451851,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.135037197844532,3.06177154417702,0.0599357028407984,0,1,0.00274811596339389,1,1,-5184.87825284112,-4416.42037369431,-768.457879146803
7001,2.117883,1,0.01017651,0,0.07627891,0,9,0.988425849803375,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.126323386033291,2.14016159855209,0.0266664127753681,0,1,0.00108320552660332,1,1,-5172.3808725683,-4417.65447742942,-754.726395138876
8001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01426064996029,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.134998954923056,3.89820367119654,0.0581689309520665,0,1,0.0594933372250776,1,1,-5143.31749636048,-4392.06333040568,-751.254165954794
9001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01839282196643,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.12881788229891,3.43988747826398,0.0465775622277818,0,1,0.032077359665372,1,1,-5142.67695032888,-4391.17292347468,-751.504026854201
10001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01056617266241,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143136773206497,2.19153634258474,0.634592489674008,0,1,0.225670459255103,1,1,-5129.47373414331,-4386.67386790437,-742.799866238935
11001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00919164869662,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.138624984909257,1.39645441990706,0.299814887096356,0,1,0.0996278735438299,1,1,-5159.57954471002,-4409.34786929646,-750.231675413563
12001,2.117883,1,0.01017651,0,0.07627891,0,9,1.02560295715502,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.148067693853167,1.16706988707756,0.188725072353429,0,1,0.0533742946132415,1,1,-5137.95059531603,-4406.024013817,-731.926581499032
13001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01363703436818,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.1485760077482,3.9548256413882,0.980468806776249,0,1,0.150065292836761,1,1,-5176.0924413199,-4403.48831019299,-772.604131126908
14001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00615599607954,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.130268279425772,2.73288114004514,0.0409460909012453,0,1,0.0170005148711911,1,1,-5139.97124178397,-4385.97382149107,-753.997420292897
15001,2.117883,1,0.01017651,0,0.07627891,0,9,0.98675534685155,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.13816908441961,3.64727362050929,0.0671293655118054,0,1,0.0546568188148255,1,1,-5120.71050427772,-4376.14067817011,-744.569826107603
16001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01314406437226,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.14068500918625,2.80147955696391,0.0765879017395871,0,1,0.00183398652821476,1,1,-5105.87699500646,-4372.33636328968,-733.54063171678
17001,2.117883,1,0.01017651,0,0.07627891,0,9,0.988104548599298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.13814342253062,3.4698861714982,0.0781035560946159,0,1,0.0178278916241244,1,1,-5101.81812449614,-4366.85337031258,-734.964754183561
18001,2.117883,1,0.01017651,0,0.07627891,0,9,0.998876648018141,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.138834480068133,3.75830572248144,0.074205639483389,0,1,0.00774278181684517,1,1,-5095.14995386391,-4382.88858915057,-712.261364713344
19001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00726233811945,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143345666213716,3.94801809000144,0.0926679031890246,0,1,0.00729543266183412,1,1,-5092.96557239492,-4371.00527647349,-721.960295921423
20001,2.117883,1,0.01017651,0,0.07627891,0,9,0.995617728190964,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.141572297399214,3.75492166114294,0.0515737027217323,0,1,0.271063294181031,1,1,-5125.33552218702,-4375.35988013661,-749.97564205041
21001,2.117883,1,0.01017651,0,0.07627891,0,9,1.0115185414026,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.137388475902279,3.3128795371327,0.0598685333867699,0,1,0.0058618936019227,1,1,-5080.8856071258,-4361.1915595059,-719.694047619895
22001,2.117883,1,0.01017651,0,0.07627891,0,9,0.981373255076736,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.145293855873849,3.66006316432073,0.0602831234186723,0,1,0.283310806411458,1,1,-5092.94045135536,-4345.43391145972,-747.50653989564
23001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00571708926766,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.142858474428968,3.35220981551059,0.081609487257792,0,1,0.259543803350349,1,1,-5086.55012227518,-4354.44991756046,-732.100204714718
