sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.117883,1,0.01017651,0,0.07627891,0,9,1.14064290607348,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.137958134976609,2.93729801662266,0.0822566903405823,0,1,0.0346077503985725,1,1,-15209.8584866684,-14907.829611529,-302.028875139438
1001,2.117883,1,0.01017651,0,0.07627891,0,9,1.04595926793991,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.14341953381493,2.79832181581529,0.0350441645248793,0,1,0.030414267871296,1,1,-5234.92037409913,-4497.26678569909,-737.653588400041
2001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01055065148991,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.132953573004571,3.1752636844323,0.0312638746730317,0,1,0.0153899700002542,1,1,-5188.08199324017,-4458.93694102813,-729.145052212039
3001,2.117883,1,0.01017651,0,0.07627891,0,9,1.02853895221154,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.151646507425026,2.77188237830042,0.060901674826365,0,1,0.0411615089829019,1,1,-5204.73796055037,-4464.27992135293,-740.458039197443
4001,2.117883,1,0.01017651,0,0.07627891,0,9,1.02801490874015,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.137536347985672,3.73963510264666,0.0499283495116503,0,1,0.00246916851857069,1,1,-5172.31888392477,-4436.94492973657,-735.373954188204
5001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01090264339192,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.142207664830934,3.64401207907149,0.0452684846838413,0,1,0.0292218201178065,1,1,-5142.65180673639,-4412.52325332843,-730.128553407958
6001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00395219039412,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.139679873727563,3.5022441163098,0.0397375934004276,0,1,0.00768310093217852,1,1,-5142.08378192084,-4414.41500960354,-727.668772317299
7001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00616115228076,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.136512565097481,3.54919370073849,0.0434367251136971,0,1,0.0251241121756783,1,1,-5168.69788990464,-4422.99705035823,-745.700839546418
8001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01850680592626,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.138902750945361,3.73700893713185,0.0560276534814657,0,1,0.0271780288299296,1,1,-5146.01903524852,-4422.16857222329,-723.850463025238
9001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01511537773594,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.148771152164391,3.69658069542115,0.061467686772103,0,1,0.00023133750828267,1,1,-5140.1676890106,-4414.44356312617,-725.724125884429
10001,2.117883,1,0.01017651,0,0.07627891,0,9,0.98252763236596,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.134144419574983,3.36726770995407,0.0370276758186461,0,1,0.0194604521598723,1,1,-5184.39795642051,-4433.66562377396,-750.732332646551
11001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01268725427221,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.13409838138041,3.54787703030394,0.0391317889492365,0,1,0.00192658704884575,1,1,-5143.00396160161,-4403.45314231293,-739.550819288676
12001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00979969660592,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.113064852454797,2.99910556314165,0.0202469575193501,0,1,0.0138971306644717,1,1,-5110.52213812358,-4380.24111650926,-730.281021614314
13001,2.117883,1,0.01017651,0,0.07627891,0,9,0.984489102049557,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.115332458873474,3.80229848502857,0.0302978455105305,0,1,0.00127728739624619,1,1,-5144.00807193194,-4419.27882436035,-724.729247571586
14001,2.117883,1,0.01017651,0,0.07627891,0,9,1.0033431702043,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.125581129686048,3.19330839496579,0.0309357801082089,0,1,0.0159842751777024,1,1,-5133.36505015778,-4398.89655170201,-734.468498455767
15001,2.117883,1,0.01017651,0,0.07627891,0,9,0.996541065068499,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.11648115988994,3.89679635562869,0.0333498584157042,0,1,0.0319768626690406,1,1,-5123.50423980323,-4415.8895490322,-707.614690771027
