sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.117883,1,0.01017651,0,0.07627891,0,9,1.36290040449239,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.137545149242054,2.99285894492641,0.0991462888498791,0,1,0.0494717463571578,1,1,-13018.6588571022,-12754.9793272081,-263.679529894048
1001,2.117883,1,0.01017651,0,0.07627891,0,9,1.07731477665948,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.135598063749508,3.08560889660148,0.0268959544925019,0,1,0.0452111963620409,1,1,-5371.39887469439,-4582.93354625594,-788.465328438446
2001,2.117883,1,0.01017651,0,0.07627891,0,9,1.03715312533191,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.142877876552312,3.29174234018308,0.0566416621272927,0,1,0.0139546368738332,1,1,-5223.61717054084,-4452.6321572524,-770.985013288439
3001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00715148841288,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.148485307361589,2.99445359762816,0.0463502188145869,0,1,0.0160381423315753,1,1,-5209.45959466542,-4455.91345437373,-753.546140291695
4001,2.117883,1,0.01017651,0,0.07627891,0,9,1.03311234764628,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.139153122054432,3.98574675056094,0.0482673401347631,0,1,0.0063394212942566,1,1,-5214.06780864302,-4459.99166237027,-754.076146272746
5001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01430245695467,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.116193080946681,3.1873386751822,0.0249309661460871,0,1,0.0128384880529346,1,1,-5176.17705443496,-4411.25334528625,-764.923709148703
6001,2.117883,1,0.01017651,0,0.07627891,0,9,1.02667263683452,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.128970028206297,3.58662198464933,0.0378622615954791,0,1,0.00133459109753393,1,1,-5172.94040638558,-4427.26090356707,-745.67950281851
7001,2.117883,1,0.01017651,0,0.07627891,0,9,1.05245107033691,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.125504635273343,2.70276873679447,0.0219028325709235,0,1,0.0227169619715503,1,1,-5164.52772418189,-4427.74982824637,-736.777895935528
8001,2.117883,1,0.01017651,0,0.07627891,0,9,1.0139667558989,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.134519833972733,2.44517310398224,0.027587288610656,0,1,0.0449342538948832,1,1,-5180.88605398097,-4406.46149832439,-774.42455565658
9001,2.117883,1,0.01017651,0,0.07627891,0,9,1.03130463622886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.137954530770681,3.90184012213619,0.0520021058446398,0,1,0.00081771715357567,1,1,-5152.95825205083,-4404.74553714642,-748.21271490441
10001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00369754074317,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.148363033540933,2.98972344328496,0.0635948467948808,0,1,0.00985992726397612,1,1,-5112.7332660231,-4364.01643290559,-748.716833117511
11001,2.117883,1,0.01017651,0,0.07627891,0,9,0.985311119366843,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.119427538713668,3.95805603743396,0.0425934926446868,0,1,0.00957690135385333,1,1,-5134.08168847313,-4375.66892870105,-758.412759772082
12001,2.117883,1,0.01017651,0,0.07627891,0,9,1.0032979054128,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.135808568941925,3.54269565042955,0.0564478608609397,0,1,0.0057828337476048,1,1,-5121.638301494,-4385.31165044589,-736.326651048108
13001,2.117883,1,0.01017651,0,0.07627891,0,9,1.03496425534785,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.149249831775402,3.75397494696629,0.103064343033203,0,1,0.0347152201149231,1,1,-5100.53152891267,-4376.66726648658,-723.864262426091
14001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01705152748489,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143287757940064,3.30540700711395,0.0475294626951984,0,1,0.0566885067146927,1,1,-5110.11730963588,-4385.92043382156,-724.196875814317
15001,2.117883,1,0.01017651,0,0.07627891,0,9,0.987454208412575,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.151196543946328,3.08087334518496,0.059442680650961,0,1,0.0347420308081073,1,1,-5096.16139532857,-4357.7659596786,-738.395435649967
16001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00032430961768,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.139141849537392,3.39921277779084,0.0468977697074039,0,1,0.00478011221506437,1,1,-5094.4116531244,-4376.36122055631,-718.050432568097
17001,2.117883,1,0.01017651,0,0.07627891,0,9,1.00411007678736,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.149175119105793,2.69280182759393,0.0597103514193258,0,1,0.00572343482709629,1,1,-5091.12756848178,-4364.69490509755,-726.432663384225
18001,2.117883,1,0.01017651,0,0.07627891,0,9,0.97729597813555,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.149088022787725,2.67663569080563,0.0773605581451503,0,1,0.00993145895299446,1,1,-5097.04979687098,-4372.43175110485,-724.618045766135
19001,2.117883,1,0.01017651,0,0.07627891,0,9,1.01491317514709,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143544963154131,3.45622609245464,0.0586781045996475,0,1,0.0374842280646477,1,1,-5116.3637233311,-4364.5480722987,-751.815651032402
