sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
2401,3.16546602738588,0,0.19597521541248,0,0.0870388578618474,0,9,1.19783169242174,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0018643810408608,0,-2271.14427902813,-1597.60890136795,-673.535377660174
2501,3.16457247936934,0,0.197180885332056,0,0.0868809866261268,0,9,1.21295727128824,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000780933395321168,0,-2268.13574653223,-1597.69391512557,-670.441831406659
2601,3.00544756177726,0,0.190523146570096,0,0.0848416014027911,0,9,1.18823405535966,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00193062626991927,0,-2345.49564465488,-1607.38744155606,-738.10820309882
2701,3.08461558204896,0,0.190030043973824,0,0.089717423639658,0,9,1.15273960234401,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00455769136150565,0,-2277.25427626013,-1612.97924015441,-664.275036105715
2801,3.19911008427884,0,0.189710428393304,0,0.0872061495253285,0,9,1.18996495415405,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00430881376768659,0,-2334.19168424771,-1589.34319635444,-744.848487893271
2901,3.1553022827168,0,0.19000460033858,0,0.0884714472357175,0,9,1.19542634411895,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00150529947413534,0,-2270.15432904049,-1589.39895762904,-680.755371411452
3001,3.19759061767087,0,0.194221876898674,0,0.090445270304273,0,9,1.16553596375151,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000630233226303799,0,-2266.31990092675,-1570.86160034178,-695.458300584966
3101,3.24347751771231,0,0.189134691924445,0,0.0924194617896997,0,9,1.20319307749419,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00283236681394793,0,-2376.349320656,-1598.07756730307,-778.271753352934
3201,3.12507662229754,0,0.183305352985149,0,0.096909784931371,0,9,1.16576714259459,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00311688923317444,0,-2317.21710278323,-1564.6349598065,-752.582142976731
3301,3.21103023269825,0,0.181392648149612,0,0.100195365683901,0,9,1.11558741225965,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0017226348070714,0,-2349.92585039922,-1557.0302390293,-792.895611369923
3401,3.30068336715563,0,0.18175362658375,0,0.102635793365885,0,9,1.13043823425518,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000756938901263571,0,-2352.12807772835,-1569.22072958834,-782.907348140016
3501,3.18560877790369,0,0.185269747418974,0,0.0933700696473916,0,9,1.15841340555609,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00218069562141355,0,-2312.16704005298,-1596.37672575872,-715.790314294262
3601,3.11372194085724,0,0.180987583364427,0,0.0937595471166581,0,9,1.1155246020831,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000124743858215348,0,-2331.80065446065,-1569.87683929313,-761.923815167518
3701,3.16079055739043,0,0.185163576749244,0,0.0958580499656355,0,9,1.15272421318647,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00116635286824593,0,-2323.77356109494,-1577.48766284749,-746.285898247451
3801,3.15767716062775,0,0.187831426997692,0,0.0913702487943377,0,9,1.20802661661419,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00105589821470071,0,-2224.29053627094,-1577.61255378048,-646.677982490462
3901,3.21068300524906,0,0.188293872413591,0,0.0952461329508094,0,9,1.23184902753881,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00196716840331045,0,-2313.50670143772,-1584.91332968543,-728.59337175229
4001,3.32418744713548,0,0.191759635065941,0,0.0967621187295253,0,9,1.17851260831323,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000358734946963172,0,-2252.54637879004,-1573.13844390768,-679.407934882366
4101,3.27361750898244,0,0.190167042384323,0,0.0948924035956479,0,9,1.09659415919936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00151453124971359,0,-2237.13152497734,-1572.19056634607,-664.940958631269
4201,3.21748102328281,0,0.186935920393931,0,0.0907627821240835,0,9,1.19137979393453,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000768438352199578,0,-2228.9864888673,-1577.31666756015,-651.669821307149
4301,3.21801704230801,0,0.186021615757777,0,0.0933169033584423,0,9,1.13716866822035,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000771042506692925,0,-2192.26449961094,-1571.75978656686,-620.504713044081
4401,3.13852865517994,0,0.188529259312702,0,0.0945746406539362,0,9,1.19141563245932,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000933690405881129,0,-2207.60028372036,-1583.31811998221,-624.282163738151
4501,3.23445449169478,0,0.18900268737663,0,0.0939055796175526,0,9,1.17923105244915,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000984483902190588,0,-2328.39109986911,-1595.7671913378,-732.623908531302
4601,3.17910631924124,0,0.187491152929848,0,0.0931994618210444,0,9,1.16357926953971,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00615276330298687,0,-2302.84041707982,-1578.7443990768,-724.09601800302
4701,3.35364773422025,0,0.19367608324275,0,0.0909346212136194,0,9,1.170492679769,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000504641334451986,0,-2338.21332812344,-1593.17439369623,-745.038934427209
4801,3.18013111114872,0,0.195269437312597,0,0.0845460454065944,0,9,1.171156129186,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000967587454913359,0,-2293.38104480955,-1605.7400753584,-687.640969451154
4901,3.04282099236424,0,0.189495122985884,0,0.0905760772392195,0,9,1.14182588987789,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000138618254853427,0,-2276.73832305437,-1590.77714278425,-685.961180270116
5001,3.09447867235437,0,0.191003436274055,0,0.0879276624232187,0,9,1.16966768341009,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00217039094596373,0,-2301.62080243222,-1614.36564634065,-687.255156091576
5101,3.09766893689163,0,0.192691654898815,0,0.0877214181939162,0,9,1.11208712484126,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00296258449387925,0,-2207.2735072708,-1573.06080777665,-634.212699494142
5201,3.12530778902155,0,0.190431624986706,0,0.0875736673903309,0,9,1.14925255144663,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00296358080476847,0,-2238.3565794041,-1583.11752357871,-655.23905582539
5301,3.21056849311099,0,0.189808751949571,0,0.0920353927026024,0,9,1.21131563732159,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00252377968481204,0,-2315.9279589697,-1571.16690915214,-744.76104981756
5401,3.18504014661497,0,0.188900024559874,0,0.093532340220394,0,9,1.10657892310822,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0036758753553502,0,-2272.48344628602,-1553.27005471548,-719.21339157054
5501,3.22729377417363,0,0.195692442775288,0,0.0896660163818185,0,9,1.19084808437169,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00216202735921834,0,-2199.53952176208,-1578.81119725815,-620.728324503928
5601,3.35019422742918,0,0.196513453698234,0,0.0869485994512748,0,9,1.19084808437169,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00407369279777454,0,-2402.97348655203,-1585.62762339861,-817.345863153421
5701,3.14867828756595,0,0.193483396841042,0,0.0865203061639176,0,9,1.07247991052061,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,5.19114552513269e-05,0,-2281.12333394237,-1562.66698906944,-718.45634487293
5801,3.25757968872653,0,0.192860369488101,0,0.0912707472796884,0,9,1.15488568611933,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0076894280879058,0,-2222.05433375764,-1566.58772808105,-655.466605676591
5901,3.34002322269336,0,0.196881843963496,0,0.0892528596760715,0,9,1.06571154092484,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00196011669115555,0,-2198.3550328281,-1551.14988148211,-647.205151345984
6001,3.28551061864838,0,0.198797656420468,0,0.0871930636481056,0,9,1.1590968664037,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000164266855088113,0,-2263.50736025299,-1558.33806263303,-705.169297619962
6101,3.31765143689604,0,0.19665432849583,0,0.0873347573114008,0,9,1.16782310742986,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00222072321859662,0,-2231.06797749447,-1562.55598849089,-668.511989003576
6201,3.24060495912999,0,0.195633506766266,0,0.0867071607670989,0,9,1.12805994709974,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00115811451339639,0,-2337.85080313691,-1594.67736159072,-743.173441546188
6301,3.31995243951333,0,0.196537496146771,0,0.087331112633872,0,9,1.14620641312169,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00125621438945623,0,-2271.3783503783,-1572.91471023986,-698.463640138438
6401,3.24111585375344,0,0.193488651547791,0,0.0870750227344145,0,9,1.16032449426349,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.00406324381162e-05,0,-2306.40204588725,-1558.08044981018,-748.321596077066
6501,3.22542490161031,0,0.19125446160042,0,0.0870750227344145,0,9,1.12922077844045,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00337088132851275,0,-2194.46307436928,-1573.46500025769,-620.998074111586
6601,3.05316869876741,0,0.183057852275039,0,0.0912654542720159,0,9,1.14095509201277,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00219255078200369,0,-2232.03230452922,-1563.25449733161,-668.777807197609
6701,3.02875904962655,0,0.185360818225844,0,0.0862813760132282,0,9,1.15691429836656,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00436603115146723,0,-2296.95172197418,-1574.94960224051,-722.002119733662
6801,3.06096737807346,0,0.185533544061258,0,0.0897125326543879,0,9,1.12346784195309,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000564670142131705,0,-2194.72170691387,-1583.40166510598,-611.320041807889
6901,3.12592953657601,0,0.184801528950474,0,0.0916592728393104,0,9,1.12711523615915,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00510535858172188,0,-2188.48541013371,-1572.73005297568,-615.755357158029
7001,2.94185917468788,0,0.178941304986926,0,0.0899261128693424,0,9,1.13665291785629,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0045308301764003,0,-2364.47496136806,-1588.03943161203,-776.435529756028
7101,2.97509786528342,0,0.18217978365722,0,0.0923157072945619,0,9,1.19104678376471,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,2.87892567458479e-05,0,-2272.20131279347,-1579.04176068866,-693.159552104809
7201,3.03480645169185,0,0.182988808072834,0,0.0927899246479455,0,9,1.18160064942378,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00262065306774358,0,-2344.41544783757,-1589.23393401224,-755.181513825324
7301,3.20949174642361,0,0.183267234466358,0,0.092250359557395,0,9,1.15397822530733,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00423430507884886,0,-2250.0570750207,-1572.29081329716,-677.766261723539
7401,3.05160487357773,0,0.184251506534043,0,0.0915971788965337,0,9,1.17319010960785,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0037632171391006,0,-2249.54586487025,-1571.61973541387,-677.926129456374
7501,3.07636786257142,0,0.181129627739246,0,0.0911142606233742,0,9,1.170527293302,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000771709092510703,0,-2243.29177565501,-1562.62518575618,-680.666589898828
7601,3.04624493874708,0,0.185435736219483,0,0.0882657341248173,0,9,1.17018198080749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.07024182779003e-05,0,-2251.58302687595,-1569.4171454384,-682.165881437553
7701,2.93481381064579,0,0.185482799634492,0,0.0881072469163788,0,9,1.21911888449361,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00982899154444467,0,-2264.57109796418,-1599.90480545843,-664.666292505743
7801,2.94577048203061,0,0.188580779236104,0,0.0848101194090657,0,9,1.12982642040264,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00270939860793532,0,-2217.61599842527,-1580.99209605222,-636.623902373051
7901,3.1524596016218,0,0.192710108643925,0,0.0886131480250099,0,9,1.12264964655023,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00202256790185313,0,-2292.58070249991,-1564.55039578758,-728.030306712337
8001,3.21607745646848,0,0.194779908785241,0,0.0925185024098534,0,9,1.11354508860623,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00080955573223672,0,-2219.78014448178,-1562.06304841367,-657.717096068111
8101,3.22314050106014,0,0.196138847739542,0,0.088518363846755,0,9,1.15836758344342,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00505151474788577,0,-2221.68115029712,-1576.40420049383,-645.27694980329
8201,3.27248863459518,0,0.194614552754765,0,0.0892556685174125,0,9,1.18271602409896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00121570871128779,0,-2273.58847475108,-1588.70072050614,-684.88775424494
8301,3.42094651704987,0,0.198443577407043,0,0.0974441295096467,0,9,1.18446352779526,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00104758492987036,0,-2208.7371904962,-1587.04456536443,-621.692625131767
8401,3.31632814483084,0,0.192742308079686,0,0.0931852209418754,0,9,1.20976579571359,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000100378101835923,0,-2262.64608724289,-1583.24402981181,-679.402057431078
8501,3.31912226707964,0,0.192040309555037,0,0.0944674188949437,0,9,1.13172521591592,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000731068706880832,0,-2257.7138641618,-1562.81587655639,-694.897987605412
8601,3.16710944834671,0,0.192854944241199,0,0.0882500999241129,0,9,1.2181658507907,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000477163660935911,0,-2378.82049392956,-1602.86155557766,-775.958938351905
8701,3.23716530476715,0,0.191561771276377,0,0.0926453458109705,0,9,1.14904229926532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,7.64917277622689e-05,0,-2250.34187153618,-1561.57217660131,-688.769694934877
8801,3.23814463399611,0,0.188175159117299,0,0.091029833606657,0,9,1.18533091615246,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00177500353883492,0,-2305.92042341373,-1590.37757988764,-715.542843526088
8901,3.20972912978791,0,0.186047201878536,0,0.0919814441547404,0,9,1.17731499814987,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00544469507834089,0,-2323.56563886503,-1591.6321470521,-731.933491812927
9001,3.18610560830136,0,0.185921638376842,0,0.0920882650544594,0,9,1.13085785657325,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000571848770512873,0,-2296.23349260028,-1571.71825133743,-724.515241262846
9101,3.01742975762825,0,0.18199517102675,0,0.0890765844151404,0,9,1.14007344398464,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00309874898294192,0,-2323.13620290149,-1587.75365007648,-735.382552825016
9201,2.96897472399164,0,0.178830907249746,0,0.0862153155751531,0,9,1.10877989266186,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00305131363247553,0,-2340.50860254351,-1568.8130409643,-771.69556157921
9301,2.83044024059635,0,0.179879069473381,0,0.0857758636278814,0,9,1.15338621948193,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00130802509657868,0,-2233.27732717066,-1575.81074638015,-657.466580790506
9401,3.08283883112667,0,0.181607718717119,0,0.0922638182630529,0,9,1.11185239966454,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000150598850264844,0,-2289.28487998628,-1567.98325184543,-721.301628140847
9501,3.01175270409744,0,0.17914074398513,0,0.0897567141644214,0,9,1.16121036383819,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00317724655476484,0,-2277.71942373765,-1556.79062017336,-720.928803564296
9601,3.04885615084263,0,0.17575305005893,0,0.0957464279352946,0,9,1.23121971938929,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00117884915787391,0,-2336.63590666354,-1557.57330061651,-779.06260604703
9701,3.094244311843,0,0.181309986530461,0,0.0922781928119008,0,9,1.17488031502128,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000173986304572639,0,-2216.2246695262,-1570.81477214843,-645.409897377777
9801,2.96870810468019,0,0.177132368343649,0,0.09057238823023,0,9,1.16948639612174,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000691666924218073,0,-2240.97791277766,-1594.92368923782,-646.054223539835
9901,2.92568166278096,0,0.17289502249685,0,0.0926333670568659,0,9,1.17684617356261,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,2.67976713470884e-05,0,-2242.90751564957,-1560.19812643497,-682.709389214598
10001,3.13154275242722,0,0.177324938411042,0,0.0894675913942567,0,9,1.22872508027589,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.0162121066591755,0,-2273.29029841913,-1592.41615415923,-680.874144259896
10101,3.10372900512764,0,0.180837706076129,0,0.0900149645054698,0,9,1.18275510089149,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00229560360934613,0,-2303.21249339927,-1576.02851736083,-727.183976038438
10201,3.03665246006957,0,0.179221159629757,0,0.0908677237088054,0,9,1.14419350217702,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00188087522366115,0,-2216.85813333165,-1560.54626732644,-656.311866005206
10301,2.99572681153662,0,0.177845153863078,0,0.088980822155482,0,9,1.19414416710752,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.000286052596130961,0,-2235.60293720346,-1590.9660409751,-644.636896228363
10401,3.05053233466708,0,0.177245411165029,0,0.0901599782549021,0,9,1.14546535281514,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00462862349019348,0,-2255.46361523532,-1569.60559291439,-685.858022320931
10501,2.92503956605008,0,0.174649993583021,0,0.0868053370397188,0,9,1.21047172511886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00138192908680919,0,-2265.39508825073,-1577.42118801016,-687.973900240565
10601,2.89981874152419,0,0.173123033500754,0,0.0865201602470608,0,9,1.13877266053819,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00374557503479942,0,-2375.55924293142,-1620.30303012637,-755.256212805043
10701,2.94313240677603,0,0.177980114376529,0,0.0882862735482352,0,9,1.17907569501341,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.00151227652784022,0,-2300.50436628905,-1567.70452521155,-732.799841077499
