sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,1.46786407986656,0,0.0507453661714681,0,0.116430657100864,0,9,1.66954124905169,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1.42431860580109,0,-3769.42509501602,-3398.00443135967,-371.420663656348
101,1.33380511302501,0,0.0518769093616866,0,0.110718057162594,0,9,2.24817747564521,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1.57806226511486,0,-3116.14382763454,-2621.75967527253,-494.384152362005
201,1.50941648069949,0,0.119998922137678,0,0.0488336067043772,0,9,2.58653806816023,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,3.31216466870736,0,-2900.69197338737,-2295.07342294366,-605.61855044371
301,1.77575662606579,0,0.115175023706764,0,0.047288748278406,0,9,2.35007442366542,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,5.80188216076122,0,-2788.99917525753,-2093.8211655892,-695.178009668326
401,1.72286886191875,0,0.0999767237195223,0,0.047288748278406,0,9,1.89658896786936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,7.03845173497915,0,-2713.19725672564,-2015.42142747999,-697.775829245642
501,1.77839116902154,0,0.0999767237195223,0,0.0458230014705855,0,9,1.71023181096507,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.68348666577666,0,-2593.7513871333,-1890.50526937767,-703.246117755634
601,1.73739913497603,0,0.0999767237195223,0,0.0458230014705855,0,9,1.58680036674252,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.978135828116,0,-2557.01623671502,-1832.78275146734,-724.233485247679
701,1.74469098687767,0,0.0999767237195223,0,0.045117458461487,0,9,1.47834501678913,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.91199781476007,0,-2551.53080932907,-1815.44855738408,-736.082251944998
801,1.71170669928451,0,0.0934682779289506,0,0.0442067226934171,0,9,1.45089114306999,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.91199781476007,0,-2495.69128932251,-1767.59148892037,-728.099800402145
901,1.73468552699636,0,0.0917081111401962,0,0.0459252821447157,0,9,1.39237430213624,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.53211767314861,0,-2469.25114111008,-1762.29250124117,-706.958639868912
1001,1.64902647198403,0,0.0833068479572623,0,0.0444008822855632,0,9,1.38999862084714,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.83550307261022,0,-2442.64871823435,-1730.15073594786,-712.497982286484
1101,1.51568453914599,0,0.0766520734091601,0,0.0417253700267104,0,9,1.34210832290291,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.83550307261022,0,-2424.01072242575,-1711.60484232167,-712.405880104081
1201,1.60877263488211,0,0.0730655692885992,0,0.0456595514353346,0,9,1.3704497611985,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,9.34665830665273,0,-2439.25477943309,-1720.46662545876,-718.78815397433
