sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.20757251605392,0,0.0214731395477429,0,0.147838887898251,0,9,1.83485745056532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3895.57576099546,-3566.93343291106,-328.642328084394
101,2.1087107439898,0,0.026321215626318,0,0.16860128746368,0,9,2.37273025081959,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3198.85739208211,-2769.70982184254,-429.147570239569
201,1.89363853018544,0,0.043923609634641,0,0.187661564946706,0,9,3.3577149371152,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3011.0092874766,-2518.41090164567,-492.598385830934
301,2.13002778389918,0,0.0920856869134042,0,0.0646244702704782,0,9,2.97303382491272,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2843.05820837191,-2223.13298137632,-619.925226995593
401,0.992791165301742,0,0.0988155066447802,0,0.0311703148823128,0,9,2.02738493578684,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2722.87530843667,-2101.097682209,-621.77762622766
501,1.05944156060595,0,0.111945978220003,0,0.0253470856804551,0,9,1.79999825744736,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2644.17202736654,-2007.1879913694,-636.98403599714
601,1.05547907089523,0,0.105878245948957,0,0.026728390929457,0,9,1.63904122105002,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2693.72336610242,-1947.15797217512,-746.565393927304
701,1.52604252555816,0,0.139072392726824,0,0.0324386508661112,0,9,1.73646798845658,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2663.54865132262,-2018.35901587498,-645.18963544764
801,1.49616724260521,0,0.139072392726824,0,0.0306286083222647,0,9,1.75338556594045,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2602.52139488551,-1967.47055577405,-635.050839111463
901,1.51361837173655,0,0.134755003119408,0,0.0306286083222647,0,9,1.75680591315927,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2560.23246219468,-1949.5578289453,-610.674633249385
1001,1.46340541060295,0,0.134755003119408,0,0.0300472917432874,0,9,1.68924561275145,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2523.33724982159,-1908.06641896516,-615.270830856435
1101,1.46941710479771,0,0.136491876586339,0,0.0308687475079836,0,9,1.59730062350511,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2527.56754307682,-1890.40283897095,-637.164704105871
1201,1.54316175082551,0,0.142906655568863,0,0.0301254772314742,0,9,1.59024066643531,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2522.70572132557,-1888.97800080557,-633.727720519995
1301,1.50228666494483,0,0.133648832364219,0,0.0328785570003654,0,9,1.58798386181959,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2522.20455905712,-1881.74070651803,-640.463852539086
1401,1.67363463461378,0,0.13318071186594,0,0.0376275861667025,0,9,1.56543357224273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2557.68242849803,-1871.95337185886,-685.729056639169
1501,1.68423360935587,0,0.13051541210412,0,0.0405257644802366,0,9,1.64975798721016,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2544.31336163501,-1859.11762826452,-685.195733370491
1601,2.04507749995291,0,0.153870115186136,0,0.0449518983975609,0,9,1.80418637901404,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2542.33887964117,-1909.21932980877,-633.119549832394
1701,1.83899902235363,0,0.152176021395647,0,0.0404213805462318,0,9,1.68279309780789,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2518.44933860647,-1899.9770023166,-618.472336289873
1801,1.83353760580812,0,0.151001868036605,0,0.0403495722069315,0,9,1.5740417365696,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2500.65035294993,-1886.72901758816,-613.921335361777
1901,1.83644061546717,0,0.144353062231869,0,0.0403495722069315,0,9,1.5740417365696,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2490.25004370032,-1865.0634077751,-625.186635925222
2001,2.06183145319407,0,0.150513081897021,0,0.0456273394373111,0,9,1.58265055531342,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2506.18526936209,-1874.87164048084,-631.313628881253
2101,2.01029938824279,0,0.145363550780317,0,0.0450656809028801,0,9,1.61705761745407,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2517.51089435042,-1869.22230440254,-648.288589947879
2201,1.96583652539685,0,0.139027711893278,0,0.0448658333599908,0,9,1.50650819604025,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2497.51623688267,-1852.89465851668,-644.62157836599
2301,1.69902600026932,0,0.142340146457371,0,0.0357152594690352,0,9,1.6141033044543,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2506.01866925064,-1853.44477292356,-652.573896327071
2401,1.94586487872051,0,0.140644486476806,0,0.0435812025177594,0,9,1.53402780882418,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2492.52726431044,-1841.93781133952,-650.589452970917
2501,1.90261804910088,0,0.139281742971024,0,0.0430598556620056,0,9,1.51248852080812,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2477.4196425415,-1827.24579582163,-650.173846719865
