sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.91822340525687,0,0.0482127217412926,0,0.185235278634355,0,9,1.79408850567415,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3881.05601377551,-3491.96555368449,-389.090460091018
101,2.74699911145493,0,0.0518960804780945,0,0.207845614049584,0,9,2.47498851502314,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3138.25115533475,-2648.15943057471,-490.091724760045
201,2.69606617894358,0,0.0635049346984838,0,0.236769667640361,0,9,3.22214043871785,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-3036.95574360927,-2476.74639270529,-560.209350903979
301,1.13646818461822,0,0.118321515756482,0,0.0230999125109909,0,9,2.11600366687547,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2629.9163626488,-2082.0014302209,-547.914932427903
401,1.14758795884143,0,0.131894948055024,0,0.0230999125109909,0,9,1.89969764189785,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2630.57497753964,-2011.64742009245,-618.927557447196
501,1.14758795884143,0,0.1235702187204,0,0.0230999125109909,0,9,1.8176870937581,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2644.707856612,-1982.65640261007,-662.051454001932
601,1.14758795884143,0,0.11810257225977,0,0.0243084251612147,0,9,1.74733328726345,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2622.8885864619,-1951.30033030903,-671.588256152871
701,1.15297298622977,0,0.121976755381412,0,0.0243084251612147,0,9,1.72714027154205,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2654.79736072747,-1937.69616998935,-717.10119073812
801,1.15297298622977,0,0.121631829368343,0,0.0243084251612147,0,9,1.56381469318454,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2625.16805119505,-1924.58487663356,-700.583174561482
901,1.15297298622977,0,0.119115738831366,0,0.0243084251612147,0,9,1.55313936896033,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2605.09724211112,-1914.37828134298,-690.718960768142
1001,1.13575692875667,0,0.116554746010635,0,0.0243084251612147,0,9,1.62448940460855,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2630.50322753317,-1910.79548030692,-719.70774722625
1101,1.11482907805261,0,0.105442548423689,0,0.0261439207988015,0,9,1.66971559995349,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2632.41626386466,-1902.47611522373,-729.940148640937
1201,1.14878248733128,0,0.112325170509241,0,0.0261439207988015,0,9,1.62344154830598,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2618.05722972077,-1913.12529200584,-704.931937714932
1301,1.36861115336711,0,0.149802096074145,0,0.0241261807191731,0,9,1.78593636307009,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2665.1225836138,-1969.58097905989,-695.541604553915
1401,1.36861115336711,0,0.146490868605613,0,0.0237850484395084,0,9,1.71769625010528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2656.15911047215,-1950.73059318159,-705.428517290553
1501,1.39858401178739,0,0.140454202487832,0,0.0262087961232289,0,9,1.7056036228,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2618.14787068172,-1945.0076941138,-673.140176567923
1601,1.19736314528147,0,0.0991103760160991,0,0.0316918695651681,0,9,1.60659229719391,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1,0,-2629.53716627023,-1888.70993499455,-740.827231275685
