sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.29476907709613,0,0.0831459678756073,0,0.158396941423416,0,9,1.23561582854018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.20159557252191,0.844589623622596,0.00899368341756053,0,0.0765827777865343,0.0917036334378645,1,1,-12823.4507971777,-12561.9059764165,-261.544820761233
101,1.45884880246595,0,0.0325175245804712,0,0.0877354055177421,0,9,1.28403968096245,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.198416471248493,0.80431606140919,0.00411214229161851,0,0.140400391148869,0.047554652215913,1,1,-5919.06399153322,-4994.05985344064,-925.004138092574
201,1.48745256410912,0,0.0300503537105396,0,0.0877354055177421,0,9,1.28403968096245,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.184825001494028,0.86998063463252,0.0144447744640056,0,0.169333011873532,0.0364197399793193,1,1,-5625.71617218446,-4713.869476436,-911.846695748463
301,1.48745256410912,0,0.0279082960961386,0,0.0869730882579461,0,9,1.16662535385694,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.180810733931139,0.810105543630198,0.0128942160916049,0,0.183912429895718,0.0478822518698871,1,1,-5503.04546611785,-4577.51245805918,-925.533008058666
401,1.66588004911318,0,0.0109014505334198,0,0.0791079550748691,0,9,1.17903927376028,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.134572666813619,0.824560019490309,0.0093189021802973,0,0.187508038880769,0.0359878965094686,1,1,-5475.7280416555,-4653.02128379592,-822.706757859573
501,1.66336031565443,0,0.0070592915918678,0,0.0775810867547989,0,9,1.06053097790573,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.155268887733109,0.628148947493173,0.00281543106795289,0,0.31491195460083,0.456551409801468,1,1,-5386.03962970771,-4539.95506980641,-846.084559901294
601,1.66336031565443,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.162074848008342,0.684939351025969,0.000715136339655149,0,0.326453010442201,0.460679449662566,1,1,-5305.98017802978,-4458.659614662,-847.320563367778
701,1.68711445676163,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.162074848008342,0.625799709721468,0.00226138762407936,0,0.349717850827146,0.641153536583297,1,1,-5258.18390324914,-4405.53500378065,-852.648899468486
801,1.68711445676163,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.162074848008342,0.733295938232914,0.0100554429807235,0,0.342187124032062,0.684724484509788,1,1,-5226.6047363501,-4395.63030731236,-830.974429037742
901,1.69100949140266,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.162074848008342,0.656997711164877,0.00520354315615259,0,0.326853916987311,0.681575168143027,1,1,-5199.77332074856,-4379.77788874338,-819.995432005185
1001,1.69100949140266,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.160497760912403,0.729659184464253,0.00353727596602403,0,0.336508857721929,0.765890209316276,1,1,-5219.65139765911,-4384.77777828314,-834.873619375974
1101,1.69100949140266,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.160497760912403,0.626469179778359,0.00601667917123996,0,0.336508857721929,0.702470118631609,1,1,-5211.25352789342,-4376.5295615026,-834.723966390817
1201,1.70588040174916,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.160497760912403,0.70184068037197,0.00944960584607906,0,0.336508857721929,0.659598617986776,1,1,-5181.34451444055,-4354.86939543548,-826.475119005066
1301,1.69777740063146,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.159548482461832,0.651654417533427,0.0045081825715024,0,0.337855641481001,0.619422926297412,1,1,-5174.82339243816,-4356.91262734916,-817.910765089002
1401,1.69777740063146,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.159548482461832,0.631952902930788,0.00439075666922144,0,0.34918574719457,0.600670969891362,1,1,-5160.4970355479,-4343.91641969998,-816.580615847923
1501,1.7073003503494,0,0.0070592915918678,0,0.0775810867547989,0,9,1.00965111784171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.159548482461832,0.5319557873765,0.00225530233490281,0,0.331995969063137,0.681443109861576,1,1,-5157.09206879347,-4336.76020110018,-820.331867693284
1601,1.70426468839869,0,0.0070592915918678,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.159548482461832,0.537148630083538,0.0031541596588213,0,0.340887801705394,0.730868372633122,1,1,-5148.02103182393,-4338.6729476024,-809.348084221526
1701,1.70426468839869,0,0.0070592915918678,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.159548482461832,0.61236792479176,0.000711708222748715,0,0.340887801705394,0.686833010693081,1,1,-5175.92877984623,-4351.88494300328,-824.043836842951
1801,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.15216456130147,0.525535742985084,0.00479767104401254,0,0.35776585255051,0.646836507632397,1,1,-5146.0419923944,-4345.33362786585,-800.708364528552
1901,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.161700983368792,0.537892628344706,0.000591855449834841,0,0.351104546857532,0.759248157506809,1,1,-5135.01951153478,-4334.50835098434,-800.511160550442
2001,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.15531596923247,0.470925567368976,0.0021817722406704,0,0.362137878343929,0.702554591917433,1,1,-5120.44072509564,-4325.77671880636,-794.66400628928
2101,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.958244008128532,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.151801220467314,0.530798408016562,0.00218998613511212,0,0.363410084468778,0.629373403182253,1,1,-5110.18575519731,-4308.90575458632,-801.28000061099
2201,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.967040130402893,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.148046084307134,0.591149010718799,0.00582427385519259,0,0.348256236414891,0.569598885378801,1,1,-5087.10277928565,-4297.2584545358,-789.844324749848
2301,1.69211015617475,0,0.00557911340612917,0,0.0775810867547989,0,9,0.967040130402893,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.138300402835011,0.502616643905639,0.00677701674844138,0,0.34559888193151,0.622013464625925,1,1,-5102.77882075417,-4304.10515079898,-798.673669955192
