-189.907936637203,-201.371669197901,-145.058946007361,-194.75179554947,-227.621369455705,-165.302168184651,-175.501043037023,-255.135801782082,-245.785035974057,-180.820997207597,-123.737310234606,-286.280522244029,-178.461872991275,-263.756524277926,-157.865439861416,-202.89682761692,-257.469531916458,-325.13497075873,-104.660310403979,-163.502655119503,-170.847816533502,-177.596420097288,-178.184060325614,-175.319064502415,-72.9375776371146,-163.203509171233,-203.195930909017,-109.651650261764,-221.004332186496,-172.829268042687,-132.487247367003,-87.1133424501345,-196.923833268666,-307.121083444205,-326.799496189181,-228.565994139851,-220.595701163506,-182.414751219881,-230.31453121825,-307.384646823791,-260.135865413496,-120.938745033482,-144.157378302899,-231.085008177422,-226.901691086212,-285.190286407786,-218.333343245154,-215.243998295286,-227.208058610169
-83.7586508339628,-80.0418601548248,-71.1901453730035,-72.5932873751371,-104.163183662407,-90.7789934999439,-86.3988803889472,-89.6219808668942,-101.926686457591,-130.453237178638,-54.9496592272903,-91.6516435277127,-79.8078994409609,-67.7692219637449,-82.0030583827083,-90.6344995316064,-80.8371441964507,-111.156306951779,-77.49599232316,-106.601832631983,-99.365235302007,-90.2017399901501,-102.155296920625,-72.0134727823047,-83.3252788419255,-71.5549495422611,-76.9390615640968,-81.9678035184189,-81.6243902919996,-79.9418794986765,-80.3316949328117,-83.2715030517315,-84.679311545951,-104.489234977772,-89.8739886284611,-80.3951892972952,-95.9275750888058,-104.902930298036,-92.7670884488364,-73.8029774476502,-84.5496675308431,-76.4694531465562,-113.781054283132,-98.1614146528234,-99.2885369037572,-100.582675733929,-95.4541602614509,-112.037910189075,-103.465883964694
-81.3376333121745,-75.5789008024009,-71.134637957608,-70.1417991460353,-103.922547888723,-84.7957900863125,-83.9798121507438,-84.1452292786361,-102.011370705921,-131.096854007742,-54.5723637379836,-85.8258810848253,-78.4739114841368,-65.9550900963704,-82.3735809008188,-87.9490529464072,-81.0065495401519,-111.408511016447,-79.404721544814,-97.4550598618341,-90.9313136178199,-89.3293551224151,-101.639189443238,-73.1286968767356,-83.3498276553178,-68.341571705798,-75.1192695784126,-85.0564949798836,-77.212975627138,-80.9964436171398,-77.656561138906,-87.2526110570339,-84.1582736397905,-103.076513111524,-84.3551089606853,-78.889574409174,-86.1976321273568,-101.68252075303,-92.3354086174576,-78.8976843681619,-81.6920629389894,-75.6574446352136,-111.659874443262,-92.2052514605211,-100.743194852104,-93.5636076132904,-94.8416712828393,-112.095742002955,-101.042660485111
-80.0958611554316,-73.5643785486372,-71.3284402811668,-69.312332260389,-104.775021048688,-85.9998200140494,-83.7424093263542,-84.12177106039,-103.572361808429,-135.343063106831,-53.9534082652201,-87.1288818498186,-77.1544192796611,-63.5534197107985,-82.918972511439,-92.9990383842826,-83.4947335537862,-109.344989221904,-78.4926926022495,-100.845389881808,-89.2068008117693,-90.8400773550561,-101.888981068348,-73.4213297327503,-87.2580007380584,-68.6079629956049,-75.850496393223,-86.7910532142985,-71.0751652819586,-78.6617944203304,-72.6740327426433,-88.3105995093369,-83.8477622212853,-91.981212708423,-85.7977186976875,-78.6762649824839,-81.1415045096245,-99.3389307041399,-89.9252040114099,-77.7930924919783,-77.2471662417268,-75.2168276558862,-107.069386061585,-91.571604811999,-100.795087762977,-91.2360437250873,-96.1542326293897,-106.176380379326,-100.983469557087
-81.1579842776412,-74.3625508391699,-73.4615191539383,-69.7901542830229,-104.316645209313,-82.4178817041712,-83.4201491476296,-83.3447622702755,-101.338419633284,-134.436011180229,-53.6137971215793,-85.4173034608611,-79.3626372470127,-64.6928719680166,-83.2980441412972,-87.43458615505,-81.2927978824925,-106.370492956639,-85.6881830144778,-98.3077384926823,-86.9974864236232,-90.1769698394851,-102.040650395984,-77.1213563961193,-84.3989002119702,-68.2600997962513,-76.2002209221371,-90.0856136255352,-71.3388521655516,-81.158205018143,-74.353077006992,-87.6615622698052,-85.1415813181684,-87.4825610408166,-83.703828398785,-79.2682837154464,-79.253158578863,-95.8649104022341,-89.486486788603,-79.7035763281753,-76.0432352383204,-77.3570752848402,-104.008397962842,-93.6612541619437,-101.925899474758,-93.7728277534652,-94.379010571917,-103.962036551619,-100.156509844301
-80.8575744400068,-74.4475344363111,-71.5616743189143,-72.5027133816115,-105.049934596014,-83.576633413961,-83.8808115157316,-82.6313280326792,-100.705527456056,-134.835515587384,-52.2530816574185,-86.8522288190883,-76.7672382302789,-64.8971100182391,-81.457280638858,-87.5489488201025,-82.0363151323227,-106.367193052509,-84.0121226839284,-95.7381975093839,-84.5042526394173,-89.6962222041952,-102.392926457064,-74.1552409695821,-85.3107908791716,-68.5888466045661,-76.4533557948066,-91.9754240493332,-73.9335316367252,-81.7580680373846,-71.9113157308414,-88.8418373259844,-87.0467302139208,-88.6268859652896,-83.042936844125,-79.1868877167216,-83.4842029655494,-95.4560368635505,-90.0784422908874,-81.7954750510899,-77.7171434018379,-73.9902563738486,-106.991635376973,-94.7740208217346,-101.727987568698,-90.0156696967907,-93.1204500551891,-102.364747459385,-99.1315719192667
-79.6943416083323,-76.0557398940111,-71.2481712762383,-71.8522558312327,-104.889496623874,-83.2927145284151,-82.9581216580453,-84.6985588067777,-101.120910659289,-139.957373742524,-52.7222604850124,-83.5218410754865,-77.0339577892816,-64.3961155775632,-85.6744107734321,-86.1461733131513,-82.8818594705172,-107.778003083779,-84.0926208563535,-95.6032095833875,-82.5627585558916,-89.8693154449577,-104.40861691432,-72.3609318968935,-85.1775041771086,-70.246317690159,-75.6208617204777,-90.480701172503,-73.4565907103154,-80.509876501781,-71.4855395577488,-88.1999044832715,-87.6893694684068,-90.2006513580024,-80.8282150749675,-77.5559134442914,-79.2755441724663,-97.1358183949792,-89.9650844969907,-77.4496389127019,-76.9852997377796,-74.3371519010149,-109.571099305498,-97.5034704866171,-102.014127517958,-91.7371240734576,-95.0614283979551,-105.140957971851,-98.2901306241409
-80.4790826952066,-74.1586451781171,-71.888232518216,-70.1812469127312,-104.057313382451,-81.9480223932025,-83.564435891373,-83.2686685754856,-102.166663597095,-137.052792143329,-52.158350320055,-84.2064868635591,-78.0743314206126,-64.2141723694408,-86.072003528565,-85.9026534128712,-81.8169500198782,-109.764634608993,-80.2886900140081,-95.0059879972177,-84.5458156848695,-86.9482062107321,-104.408710351824,-74.4722583081189,-84.1802122426466,-70.1282709966221,-75.5263269616983,-87.4299368193325,-71.4733190805873,-80.0390934012015,-71.896823864243,-87.625080731352,-86.5530035936731,-91.9565819660126,-85.1843429519521,-81.9272853888696,-79.4947043179499,-95.7698934235383,-91.9311016279065,-78.2854477525741,-76.6696378374531,-74.9439460451049,-103.780600895623,-92.3717601934911,-101.006135686907,-91.3239699394293,-92.9347559501909,-100.315372455005,-98.2522940429329
-80.1871597679744,-73.9614428550205,-71.6988235252718,-69.0330298236483,-103.653213630945,-83.241484576102,-83.188153621579,-85.7547217950649,-102.229530971103,-138.178834059128,-50.4585565697049,-82.4086428464599,-77.2016481791471,-64.5679421128691,-84.5385181870053,-86.5488738804386,-84.2735833828215,-111.345632445637,-80.4568276273025,-92.0361764505001,-84.5464586448148,-91.7306768232687,-101.946830494658,-73.0335652733494,-84.1228990054603,-69.3236014416964,-74.7957827417724,-87.0927892132835,-69.8547415685728,-81.9887070256682,-71.9000737348669,-87.5713428914096,-85.7100086374685,-93.4107310250448,-82.9842187825498,-81.3621861405454,-79.9881073703476,-96.4956538446026,-89.6665835977713,-76.3154033138432,-75.2412266786128,-76.7999742276536,-104.96214795092,-93.3073991526791,-99.4314483132005,-90.1654957754093,-93.4802722816499,-105.165057606773,-97.5239330900411
-80.3728078178172,-74.0480060540368,-73.4179580860784,-73.7430235049203,-102.4671228066,-81.9681925709648,-81.858386113206,-84.1325325177871,-100.009906448006,-138.253029681199,-51.0089985536126,-85.5989151065027,-77.2514330707037,-63.7631487678337,-86.1612512939852,-86.933217554867,-86.5485138784371,-107.206119617442,-80.4158518264086,-89.9676651313614,-84.3898309689349,-89.6988917867789,-101.570976066276,-73.6896168224245,-82.4024579771457,-69.1091311062381,-75.2088850399179,-86.4173465167609,-74.3165754028119,-81.1254176324094,-71.8168542152049,-86.5669349655511,-87.3090372534192,-89.3326619370063,-77.6211158506965,-78.9882652863978,-76.5832386696969,-98.5381430167443,-89.3743643447587,-77.0687407151281,-77.0350156508999,-74.6115636582318,-105.426327074021,-93.3113570311441,-101.911152902809,-90.4416109411975,-95.7054554761602,-104.548030596524,-98.1440638680105
