sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.94166026124731,0,0.0386817326932214,0,0.157060796674341,0,9,1.47437875869218,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0174225061200559,2.06200599158183,0.118274400660691,0,1.80411296256352,0,1,1,-13377.3041626854,-12999.32388698,-377.980275705422
101,3.0333109841682,0,0.0323890336835757,0,0.148956426335499,0,9,1.83809380070306,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0243648371612653,2.11065751414746,0.116868472170851,0,1.75567068723985,0,1,1,-9855.90901826536,-9324.21970765231,-531.689310613056
201,3.17823908746243,0,0.0289868476707488,0,0.12947338729864,0,9,1.99817362049362,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0572147438139655,2.02615382608026,0.120766657172741,0,1.65628524120851,0,1,1,-7988.79838418721,-7269.39197374071,-719.406410446503
301,3.22536340504885,0,0.0221066586952656,0,0.117157412683591,0,9,2.21354178612819,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0706493117008358,2.0216598271206,0.123239249563873,0,1.58053801028058,0,1,1,-7249.16699346885,-6494.94796038029,-754.219033088559
401,3.22944066442549,0,0.013552167348098,0,0.106418158786837,0,9,1.93431560928002,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0823392424243502,2.01058359933086,0.121544828787107,0,1.44714034127211,0,1,1,-6834.98108536966,-6078.18274938601,-756.798335983647
501,3.2224784966372,0,0.0215045081824064,0,0.0972212296933867,0,9,1.78583949612221,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.094871692485176,2.03025762403384,0.11776806124423,0,1.36939828102058,0,1,1,-6580.81591871599,-5824.54720053721,-756.268718178779
601,3.25498875925317,0,0.0214100160822272,0,0.0894182552653365,0,9,1.75467497052159,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0667629369604401,2.08458620576188,0.0992017053593978,0,1.19666798781743,0,1,1,-6257.63685952138,-5546.15124128425,-711.485618237129
701,3.12651517860591,0,0.0302037496259436,0,0.0882179645355791,0,9,1.51035552180838,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.107759217841085,2.03732875541784,0.111058741800904,0,1.18037129140133,0,1,1,-6010.09091908178,-5284.34890897937,-725.742010102414
801,2.77721982501447,0,0.037212191678118,0,0.0821169487060978,0,9,1.27860671281815,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0774963695579209,2.12328594105318,0.110572885720709,0,1.15745811024331,0,1,1,-5861.11915627511,-5090.32056490438,-770.798591370734
901,2.66851745640859,0,0.0353816630551591,0,0.0812417881120927,0,9,1.23818052455317,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.086474947349634,2.13412533866242,0.107036708152979,0,1.08610915289028,0,1,1,-5732.40543491413,-4961.21450505269,-771.190929861443
1001,2.6542303764075,0,0.0411255503422581,0,0.0799171240068971,0,9,1.23818052455317,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0927524136193097,2.209098103242,0.108691172959758,0,0.970049256896833,0,1,1,-5652.01925313058,-4881.17016856044,-770.849084570148
1101,2.55718342317268,0,0.0405695554986596,0,0.0775191886303945,0,9,1.14095141686266,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0988554467936046,2.24018122425303,0.108949605344484,0,1.02570786656369,0,1,1,-5612.44731983231,-4840.93234769185,-771.514972140455
1201,2.89812815358862,0,0.0510838446742855,0,0.0755389466136694,0,9,1.17212292860495,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0947583414311521,2.11009832371958,0.0890834461347064,0,0.975374233770185,0,1,1,-5571.29518044303,-4858.34191228156,-712.953268161466
1301,2.51822335479781,0,0.0325914450758137,0,0.0775680704182013,0,9,1.15750117378775,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.109852810159791,2.24068896288052,0.112050707467521,0,1.06394488864718,0,1,1,-5546.73202270052,-4774.08775404338,-772.644268657142
1401,2.78611799312755,0,0.0413100427249447,0,0.0755389466136694,0,9,1.18297857686412,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.097351875922177,2.13174901874736,0.0938625652192665,0,0.942858486802784,0,1,1,-5525.1596747724,-4811.09743136436,-714.062243408037
1501,2.45046159600839,0,0.0357557645998895,0,0.0757432446535676,0,9,1.13674907787936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.115793105969206,2.24604343936779,0.108304879899758,0,1.07489733588952,0,1,1,-5505.75093071156,-4728.95056090843,-776.800369803131
1601,2.72847682625055,0,0.0381521315686405,0,0.0738439274113626,0,9,1.15233380260179,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0880104712466709,2.08685614428483,0.0910294481177212,0,1.035800459689,0,1,1,-5487.3466123443,-4762.28633363222,-725.060278712082
1701,2.36953152053058,0,0.0347734341374598,0,0.0752067168499342,0,9,1.12770447257208,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.12401030567009,2.23716207247228,0.110106738030542,0,1.08021914082021,0,1,1,-5472.15531092708,-4697.70368872565,-774.451622201433
1801,2.34026370897889,0,0.0355690123094246,0,0.0750649775657802,0,9,1.12061198207084,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.127974345528055,2.21743437222205,0.114095302524462,0,1.07543470631098,0,1,1,-5442.5043864754,-4667.56000820456,-774.944378270839
1901,2.30857699820772,0,0.0357702361885458,0,0.074501439849846,0,9,1.10422743024537,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.133808012856171,2.21161917109974,0.112233773928407,0,1.09305156265851,0,1,1,-5427.5569539734,-4647.15328627693,-780.403667696463
2001,2.29245307095349,0,0.0343397089699283,0,0.073956123269163,0,9,1.10422743024537,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.135329010963906,2.21197358109057,0.108265830466795,0,1.15689283179748,0,1,1,-5433.28552485531,-4649.64520798676,-783.640316868552
2101,2.2929208618775,0,0.0348612065427005,0,0.0746903647459111,0,9,1.10422743024537,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.139440999955405,2.18744691981934,0.108818989313537,0,1.02884638200771,0,1,1,-5421.83497164597,-4635.92011686511,-785.914854780862
2201,2.49063642343506,0,0.028539147619158,0,0.0697099887509831,0,9,1.11982895171968,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.104476132595446,2.06562173050828,0.0971063147345072,0,1.11731204489107,0,1,1,-5424.28016614057,-4703.22903006921,-721.051136071364
2301,2.47050972534344,0,0.0303486765292473,0,0.0697099887509831,0,9,1.11982895171968,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.105513341822662,2.04984552863985,0.0990168701270401,0,1.0973617909099,0,1,1,-5409.7584341465,-4685.96139847229,-723.797035674203
2401,2.42648811388761,0,0.0259701409307309,0,0.0697099887509831,0,9,1.12708481831942,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0984400015114807,2.04221742868424,0.0974715314684241,0,1.04470864983905,0,1,1,-5409.74666203373,-4681.61089755124,-728.135764482487
2501,2.2038028851524,0,0.0174695532931946,0,0.0692597707873211,0,9,1.11009846662637,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.121070465249941,2.38231284054928,0.104535752684994,0,1.1712846644593,0,1,1,-5428.25027672754,-4673.42791853426,-754.822358193275
2601,2.39727414032444,0,0.0212812644476071,0,0.0685819032159635,0,9,1.12569276173599,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0968122518388555,1.95225851140916,0.0972701139808729,0,1.06193229734362,0,1,1,-5401.33466547546,-4678.07805661846,-723.256608856991
2701,2.38242828635499,0,0.0204142353637144,0,0.0685294095752761,0,9,1.10081704414915,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0977872113068588,1.93506944581866,0.0963419653725092,0,1.09696664308128,0,1,1,-5395.75577619354,-4669.39101724793,-726.364758945612
2801,2.22897812411189,0,0.0215774926892482,0,0.0684032571711578,0,9,1.13130290427944,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.123882973240689,2.42955398998223,0.103136076036996,0,1.22457091415231,0,1,1,-5406.32225900427,-4658.61765592812,-747.704603076147
