sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.53277980536222,0,0.021360872881487,0,0.123390663135797,0,12,1.89267655170988,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.978397832950577,2.14325483050197,0.0439253860135348,0,1.69914604374208,0.0652348078601062,1,1,-58799.5061257693,-58096.2633317436,-703.242794025746
1001,2.32783737609163,0,0.0199125892505981,0,0.0895605745445937,0,12,1.26813307241537,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.993665966936387,1.70699697871693,0.0996364395372355,0,1.16458442013152,0.0589212925906759,1,1,-27008.4338744697,-24867.4712031568,-2140.96267131289
2001,2.26407953140448,0,0.0253427611857092,0,0.0738544767371126,0,12,1.24317422228079,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.900336079852714,1.52967805737695,0.0253904393195388,0,1.24539256761798,0.111744117009182,1,1,-26552.2055524416,-24545.4857752011,-2006.7197772405
3001,2.23658003324261,0,0.0257071170105364,0,0.073053718293605,0,12,1.23882810572807,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.90949060498046,1.71356169456831,0.0541787141433023,0,1.24898784092497,0.108710185608888,1,1,-26483.0899661288,-24481.0011845705,-2002.08878155829
4001,2.20170658949293,0,0.0263550582094223,0,0.0710800184414513,0,12,1.23247398843523,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.924770929014375,2.13995668284152,0.0698835608051143,0,1.29035901421017,0.111017523306374,1,1,-26335.344283373,-24400.7803781858,-1934.56390518721
5001,1.88424181516908,0,0.0280172570351019,0,0.0502655386717925,0,12,1.23994439981939,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.818103698255495,2.00830155825818,0.0439106662976206,0,1.17774574722493,0.108317195945947,1,1,-26280.8151086377,-24491.5866798279,-1789.22842880983
6001,1.88143273982234,0,0.027082195906834,0,0.0502440962030519,0,12,1.23252917226332,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.818985396839266,1.96034848392139,0.0410514477548459,0,1.28834942367303,0.113363058059897,1,1,-26219.4483795966,-24481.7335575732,-1737.71482202341
7001,1.85599023889675,0,0.0301691489240904,0,0.0494925005347084,0,12,1.24223971009203,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.904782133040902,2.54458611693482,0.057664064336487,0,1.16601976402685,0.108434901333335,1,1,-26092.7281248815,-24432.5880249386,-1660.14009994284
8001,1.87787740429705,0,0.0281444516994962,0,0.0505503871934398,0,12,1.2372568824408,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.915272541557535,2.03324721786976,0.0518279828654126,0,1.19273439073197,0.111708142868516,1,1,-26055.6807504687,-24411.6637677488,-1644.01698271999
9001,1.92530374683928,0,0.0329795268178739,0,0.050387191380076,0,12,1.2273770110566,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.872585298711148,2.49524419561809,0.0554425711028456,0,1.19727995854998,0.10651203528612,1,1,-26037.264524848,-24400.1624434662,-1637.10208138178
10001,1.89712155477271,0,0.0291672442684728,0,0.0505637490073191,0,12,1.23886706435875,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.86939569029011,1.62702961574017,0.0282378910763211,0,1.15901491243633,0.104173255894755,1,1,-26043.9484401027,-24394.8005714542,-1649.14786864857
11001,1.92305190839959,0,0.0312388923169742,0,0.05042665191541,0,12,1.22303609693576,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.865768875825203,2.49728350609851,0.0829152905082812,0,1.16946711093065,0.105817265967884,1,1,-26030.5012351859,-24394.6631482364,-1635.83808694944
12001,1.90978910945345,0,0.0305374829448832,0,0.0503378203698369,0,12,1.24486193959735,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.89765015776395,1.51989310340187,0.0368205139810467,0,1.12983676500603,0.109038412076893,1,1,-25936.5969727171,-24360.4126899558,-1576.18428276129
13001,1.90856421856349,0,0.0309373895661886,0,0.0502826405682254,0,12,1.22079542304071,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.895746543530848,2.44772653917474,0.0673968381614899,0,1.15283385192111,0.104901699919686,1,1,-25908.931515685,-24386.8151675116,-1522.11634817336
14001,1.92138324781083,0,0.0284553183158447,0,0.0508057061541039,0,12,1.23059532299986,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.8627264924754,2.35507391002369,0.0409093304502532,0,1.1584176667842,0.116868152386388,1,1,-25968.2816143382,-24400.8957972048,-1567.38581713347
15001,1.90509345604459,0,0.0286736850441867,0,0.0509402634842352,0,12,1.21826580968549,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.889828568760478,1.91863672633504,0.0600134335456571,0,1.13477288399244,0.10757364835355,1,1,-25944.2719250938,-24366.3078212519,-1577.96410384189
16001,1.92607467166241,0,0.0289161625248983,0,0.0505005549151862,0,12,1.22424260151231,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.835653655582244,1.84676595434632,0.0996710470917878,0,1.21156243437607,0.105393747495215,1,1,-25935.322732258,-24368.0801984936,-1567.24253376446
17001,1.95301743024876,0,0.0306830467913967,0,0.0506750699759205,0,12,1.23280399041672,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.81403761584645,2.34745129547894,0.0807001264576143,0,1.16315432095496,0.107295041592315,1,1,-25893.9768882109,-24366.0013349628,-1527.97555324809
18001,1.94476212582276,0,0.031422329908506,0,0.0506987620931452,0,12,1.2370336591865,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.875020824570288,2.1308642867033,0.0428637339137534,0,1.16998975554471,0.104813608963293,1,1,-25909.7688899674,-24375.4775492639,-1534.29134070359
19001,1.92122383245562,0,0.0286528054389764,0,0.050654303748958,0,12,1.22101367837401,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.814109105988923,2.13360591230993,0.0312127298088197,0,1.14173178033983,0.113244357259596,1,1,-25847.2923268026,-24344.4209974504,-1502.87132935222
20001,1.92416912056857,0,0.0279685984865062,0,0.050966493247716,0,12,1.22030403259956,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.835958612019171,1.83456057190499,0.0411065142303173,0,1.12738817040727,0.111876528633911,1,1,-25905.6148193098,-24387.3738672396,-1518.24095207013
21001,1.93353206790106,0,0.0304094661121317,0,0.0506081486584404,0,12,1.22885829335083,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.85056298564644,2.65267203102188,0.0336245287496922,0,1.14028974281278,0.113495013187158,1,1,-25972.3486465345,-24421.3939701719,-1550.9546763626
22001,2.41083239068491,0,0.0623104411721185,0,0.049224141534269,0,12,1.23630625455116,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.703037521134824,2.48962109989469,0.0665324544491519,0,1.17692520961151,0.111258248969174,1,1,-25942.8329510042,-24417.6481991095,-1525.18475189473
23001,2.39844989549627,0,0.0632974082398702,0,0.0484748093367546,0,12,1.23973914498709,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.703783808233555,2.21716989144553,0.0968468932172958,0,1.17632960959358,0.104939524700709,1,1,-25879.0775305175,-24404.8646320565,-1474.21289846101
24001,2.44989335826242,0,0.0634455409533662,0,0.049198297777641,0,12,1.22985925081308,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.639048917160215,2.11704808928412,0.0361679740811447,0,1.15701180000962,0.10807518312597,1,1,-25852.5751675814,-24418.973677886,-1433.60148969538
25001,2.45066398999579,0,0.0629564071197165,0,0.0492540221115761,0,12,1.24042973391131,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.613506611729432,2.58417281002682,0.083486577951669,0,1.17074881632333,0.106202139895151,1,1,-25839.0918570668,-24405.7996942731,-1433.29216279368
26001,2.47023877898253,0,0.0632027180603144,0,0.0499539312441588,0,12,1.23734965502307,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.65630925533281,1.86286384482503,0.0561665451365992,0,1.17989141387253,0.106414166040566,1,1,-25989.2540286623,-24489.4346172868,-1499.81941137547
27001,2.4373455810775,0,0.063379251324564,0,0.0487213528225658,0,12,1.23630905825592,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.625333379440058,3.01904537431632,0.0680101638289287,0,1.20879397337975,0.109615470213375,1,1,-25923.7865953336,-24442.3935932831,-1481.39300205048
28001,2.39916114853049,0,0.0620950896503042,0,0.0482032404229521,0,12,1.23449440980662,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.615820757484003,2.21267910746844,0.0250900531631778,0,1.19947387585196,0.108733930448935,1,1,-25894.4076877786,-24414.7310833057,-1479.67660447291
29001,2.40402906825072,0,0.0616898245627253,0,0.0483532987066807,0,12,1.22998732095162,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.584568776436829,2.438416650104,0.0593144055656856,0,1.18746266172405,0.113052995718764,1,1,-25945.7681307105,-24432.1642306848,-1513.60390002564
30001,2.39755383610647,0,0.0617270150064613,0,0.048272714322037,0,12,1.23496366910511,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.622127276800722,2.55940885072379,0.0963332329068205,0,1.1741989118858,0.108183969968559,1,1,-25951.3021601998,-24440.0683073777,-1511.23385282218
31001,2.01362479607105,0,0.0337627551427202,0,0.049309058255806,0,12,1.21358168913247,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.675475844889192,1.96887528862904,0.0603409215247578,0,1.87948326872585,0.101403488178104,1,1,-25899.9407703082,-24359.3053824928,-1540.63538781538
32001,2.03060923118494,0,0.0349928137284934,0,0.0495245357480672,0,12,1.23740921554583,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.669238950680826,1.96397436672017,0.047676640378404,0,1.82285112493029,0.109607150498176,1,1,-25947.0828945725,-24376.9782690401,-1570.10462553236
33001,2.35166143017035,0,0.0578566188031042,0,0.0479617249825585,0,12,1.23735525852838,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.591158529084756,2.49928291269404,0.0748019290200236,0,1.24714939637087,0.110379829320376,1,1,-25907.8744600517,-24414.2327525968,-1493.64170745484
34001,2.36050790633419,0,0.0593957033499036,0,0.0483009293404054,0,12,1.22090702656494,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.643808329542367,2.39439981571052,0.055602899929023,0,1.20577895335258,0.118158867933411,1,1,-25872.7983941267,-24380.4895012354,-1492.30889289133
35001,2.38890087274741,0,0.0584490405502756,0,0.0483481792571021,0,12,1.23278941447177,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.60402315295646,1.90639913193467,0.0549593902804913,0,1.25614547647332,0.10801479781627,1,1,-25833.5524597979,-24400.7707177646,-1432.78174203334
36001,2.3910890572522,0,0.0606971235008679,0,0.0483151023301239,0,12,1.22296174667063,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.636425342111214,2.18840875648396,0.0317326169295811,0,1.27046481706366,0.10913470253741,1,1,-25871.9398389796,-24391.9319355496,-1480.00790343004
37001,2.4228772078746,0,0.0604558207753154,0,0.0482453914587619,0,12,1.22981698383085,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.596499122755128,1.87666365836699,0.0837199859989651,0,1.61798817119427,0.105479492978833,1,1,-25837.6544352507,-24401.9039688646,-1435.75046638608
38001,2.42119028538893,0,0.0599275823948065,0,0.0482760062506743,0,12,1.23043497098398,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.525548918180491,2.63749921630815,0.0843050404843246,0,1.61014941002916,0.107259795132764,1,1,-25866.1499746553,-24418.5966047782,-1447.55336987703
39001,2.44990045705774,0,0.0606409793471414,0,0.0484983569034399,0,12,1.21225917870145,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.581274824786648,2.09177099197168,0.0434850956743547,0,1.80343424319474,0.109596312559762,1,1,-25911.6907719349,-24398.116105844,-1513.57466609085
40001,2.04141059285196,0,0.0321222266454802,0,0.0492015665626031,0,12,1.22799178593533,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.610097101872799,1.48314508471249,0.093345997717004,0,1.84422521799477,0.102202609794478,1,1,-25947.4140608414,-24398.3330317569,-1549.08102908449
41001,2.44287603111368,0,0.0612254958712464,0,0.0486861475073173,0,12,1.24056164589854,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.589775870033991,2.36058252750395,0.0431588749733105,0,1.87716947348252,0.11059123993759,1,1,-25896.7712546207,-24379.8116242006,-1516.95963042013
42001,2.44571644824559,0,0.0613558302556073,0,0.0489674601603887,0,12,1.21365351070714,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.587512928697202,2.50882006820735,0.0641907334255297,0,1.76785522975261,0.110806551537485,1,1,-25857.9322137987,-24353.4758471782,-1504.45636662052
43001,2.43634155589853,0,0.0613003869382839,0,0.0483235606349149,0,12,1.22791232012766,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.603798497827235,2.58513912671517,0.0627434972163862,0,1.84444435123919,0.106732990664869,1,1,-25852.6385499006,-24371.332447711,-1481.30610218951
44001,2.01780891901626,0,0.0292852207117695,0,0.0495709359654948,0,12,1.23954789015608,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.566765374446156,1.65868372361563,0.0530233689851217,0,1.81500719151318,0.111685198188137,1,1,-25889.1016188745,-24370.7369224948,-1518.3646963797
45001,2.43549293746507,0,0.0608720921730837,0,0.0481683618834231,0,12,1.22123465667158,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.603119683503135,2.32070583325562,0.0668137649432422,0,1.90437734066618,0.106576903185552,1,1,-25791.9948503178,-24345.0275353162,-1446.96731500152
46001,2.42846068546266,0,0.0611247226424794,0,0.0483705505761154,0,12,1.23400972901819,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.602429679943243,2.96419129782806,0.0582522479801351,0,1.63402002063728,0.116118312971023,1,1,-25833.9848029989,-24369.4714848199,-1464.51331817905
47001,2.4622708906966,0,0.0618409496879793,0,0.048531856590776,0,12,1.23413461099747,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.594869213062862,2.54656402484968,0.0535696157516387,0,1.86698669097999,0.105709786669018,1,1,-25801.8688812719,-24378.7710155402,-1423.09786573175
48001,2.46298817267787,0,0.0612019984907552,0,0.0487305483219125,0,12,1.2256790197665,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.559272479239889,2.43630083603881,0.0285015667545452,0,1.82715775038596,0.113056996116276,1,1,-25838.6169577094,-24374.5050950927,-1464.11186261672
49001,2.45385781198358,0,0.0613852829004339,0,0.0483721439520607,0,12,1.21754829749325,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.541399655004525,2.36260030945605,0.0481421730570203,0,1.80703927360377,0.106102814783309,1,1,-25822.3883054694,-24370.1444996771,-1452.24380579236
50001,2.40302988164613,0,0.0581687525152764,0,0.0480635935131505,0,12,1.2258370036862,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.58613600825914,2.6119057483384,0.0655152721941963,0,1.93872708322819,0.107199620036246,1,1,-25851.9637475374,-24374.459052577,-1477.50469496039
