sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.73354166233912,0,0.0445362855284475,0,0.15721922670491,0,12,1.64000431809109,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.432194970548153,1.05913129402325,0.0861000824043563,0,1.66034066758584,0.084088829010725,1,1,-80016.2785678105,-79372.3476751801,-643.930892630411
1001,1.82442412788048,0,0.0172778960457072,0,0.0990426394389943,0,12,1.27294040314155,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.485433141135145,0.874397842995822,0.0992638701874798,0,1.11573035073467,0.0864442318293732,1,1,-26898.4128550969,-24831.1744937912,-2067.23836130569
2001,1.71030540799987,0,0.0170929974415161,0,0.0925313411495258,0,12,1.26256974628079,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.539953607738385,0.769017452961553,0.0108122427817719,0,1.14494178197151,0.107554285183257,1,1,-26686.6420019461,-24691.7667334843,-1994.87526846176
3001,1.69169523912689,0,0.0169448433875356,0,0.0906922009940205,0,12,1.24906719844815,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.46838007452851,2.09686617969968,0.016597698772212,0,1.1356238223128,0.111591439725475,1,1,-26486.3356320698,-24501.560470655,-1984.77516141483
4001,1.94408107876236,0,0.0368896748424491,0,0.0509351283467686,0,12,1.26880590017592,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.904654794620989,3.0058082670307,0.0770544653765485,0,0.697431975422395,0.105540462612877,1,1,-26582.2584576799,-24748.1968582956,-1834.06159938422
5001,1.92331205890474,0,0.0344681899549744,0,0.051112557309859,0,12,1.25053896176106,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.907971357010944,2.32805485952256,0.0402279728216642,0,0.767266343210967,0.10331108989823,1,1,-26384.7255839534,-24603.1120223623,-1781.61356159115
6001,1.97021141133533,0,0.033887333562827,0,0.0511387712887927,0,12,1.25441367629088,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.840942793541296,2.7736300252455,0.0513820274574031,0,0.788119782576097,0.107906010799812,1,1,-26277.7127757451,-24594.8684025028,-1682.84437324237
7001,1.98450516010313,0,0.0367466398502572,0,0.0506507930901776,0,12,1.24677934823153,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.88149881317903,2.2180821563942,0.0459480090627071,0,0.855290187314746,0.106320102297782,1,1,-26214.1779739671,-24530.2252034016,-1683.95277056547
8001,2.02755874899061,0,0.0379763199247193,0,0.0513633850351159,0,12,1.24330737789621,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.839501503879751,2.40686092944447,0.0670139854719317,0,0.909596736718574,0.106791468771757,1,1,-26069.2442916493,-24446.6375436685,-1622.60674798082
9001,2.01087294738864,0,0.0367484813093812,0,0.0511507723880053,0,12,1.23278094460992,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.845806783484039,2.37199054890363,0.0525646058435164,0,0.941977935302282,0.110139869663379,1,1,-26011.9180017596,-24445.6013338113,-1566.31666794832
10001,2.04690891836091,0,0.0360541739534245,0,0.0516671718972378,0,12,1.24794965260416,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.84625070063743,2.7816130934183,0.0390079492460389,0,1.05776247558817,0.116992296438674,1,1,-25963.8546137379,-24415.5967704159,-1548.25784332206
11001,2.04747860532123,0,0.0381190682957545,0,0.0513956391328683,0,12,1.22530187183082,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.87446491556643,2.23098921045092,0.0487572038529111,0,1.08120032738024,0.110680429784045,1,1,-25979.1299399491,-24414.8699358341,-1564.26000411506
12001,2.03755923096703,0,0.0376185187837351,0,0.0508171996013364,0,12,1.23374523590304,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.835812632241805,2.2833593081468,0.0970022200767758,0,1.12377304001797,0.107797250170746,1,1,-25995.8299308279,-24421.9647094648,-1573.86522136312
13001,2.02866609014565,0,0.03660935487743,0,0.0513501874424426,0,12,1.23952283088216,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.787639354111358,2.25420239527796,0.0683726609579463,0,1.13364530582706,0.110717491391638,1,1,-25996.4264556548,-24411.5517753386,-1584.8746803163
14001,2.05447127716347,0,0.0375631907848968,0,0.0515611850676417,0,12,1.24127906305562,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.795415416987002,2.47031797967625,0.0880739945239722,0,1.09508168097821,0.109006570936535,1,1,-25964.1036360408,-24410.4675237182,-1553.63611232262
