sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.11857078317553,0,0.078709840697702,0,0.140096107497811,0,9,1.80659464921337,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.920619284501299,2.76770104700699,0.247870872000931,0,1.63048582081683,0,1,0.913265153416432,-10588.975421395,-10220.7751690225,-368.200252372542
101,1.99638035837561,0,0.070442130677402,0,0.13069279147312,0,9,2.21375561074819,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.913693576662335,2.79109487566166,0.25006621831053,0,1.74348234466719,0,1,0.816140468022786,-8807.28053901689,-8321.51037527972,-485.770163737175
201,2.18606732256093,0,0.0466105349708086,0,0.101632096931808,0,9,2.28657397392611,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.519112002627172,3.0482397864648,0.155938688957199,0,1.45597201208405,0,1,3.02579678613995,-7892.0182940735,-7249.94068839557,-642.077605677923
301,2.11887378479187,0,0.0825502150065413,0,0.0692094271729217,0,9,2.25034007922581,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.386866675345611,2.17777756370802,0.0596689957285678,0,1.34518985809249,0,1,2.2341365320183,-7090.51356182595,-6335.03299254818,-755.480569277767
401,2.07461854186081,0,0.0703394873431696,0,0.0692094271729217,0,9,1.8708586611798,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.386866675345611,2.36023784663726,0.0596689957285678,0,1.26316419513423,0,1,1.86873100926575,-6675.91311030106,-5907.92227208092,-767.99083822014
501,1.96957138082395,0,0.0703394873431696,0,0.0650188644280735,0,9,1.55715086472822,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.373185912824987,3.20700271285873,0.0729425152798193,0,1.31007363536672,0,1,6.65117321764526,-6366.13086755971,-5589.09256474526,-777.038302814455
601,2.06702239768906,0,0.0703394873431696,0,0.0650188644280735,0,9,1.52767450758648,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317155220996435,3.75413655072648,0.0729425152798193,0,1.2153516871068,0,1,7.35372916799564,-6210.95511108421,-5434.20503538206,-776.750075702148
701,2.06702239768906,0,0.0703394873431696,0,0.0650188644280735,0,9,1.49579490156761,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317155220996435,3.70144348360796,0.0729425152798193,0,1.29910133475736,0,1,7.13759140348587,-6102.3147062439,-5328.01643269501,-774.298273548888
801,2.06702239768906,0,0.0669625825505067,0,0.0650188644280735,0,9,1.37159589545511,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.261589574282761,3.63223906003136,0.0889120709592952,0,1.30956312022191,0,1,1.52305176718685,-5966.52431964203,-5189.91506106914,-776.609258572891
901,2.09788718825614,0,0.0640940164934949,0,0.0650188644280735,0,9,1.35296185257667,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.201587868953227,3.56260064262981,0.0754508969379366,0,1.29077234217398,0,1,1.52305176718685,-5834.98985716764,-5046.04201954696,-788.947837620679
