sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.89216687064618,0,0.0659862273954786,0,0.17964451094158,0,9,1.60124500573147,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.473228589165956,0.907435885164887,0.00654403196577914,0,0.0900615848065354,0.0202010285179131,0.86052524286788,1,-3334.43051685462,-3097.09113362658,-237.339383228043
101,1.21308690179139,0,0.00571101686218752,0,0.0940945100039244,0,9,2.6097317354288,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.39361129803583,0.914477107068524,0.00349299009121023,0,0.0902055395930074,0.0681633334211074,0.86273115419317,1,-2679.53049099725,-2136.63608511726,-542.89440587999
201,1.21308690179139,0,0.00189507404575123,0,0.0843978560296819,0,9,1.83946876670234,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.36320841757115,0.874944590963423,0.00616846120520495,0,0.160842752635945,0.118020835176576,0.566586245433427,1,-2545.28380857707,-1973.77899739446,-571.50481118261
301,1.25855213981122,0,0.000790802633855479,0,0.0751021566567943,0,9,0.980426770402119,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.217142295045778,0.862829109258018,0.0204401737505104,0,0.125035909160506,0.20550841193879,1.61782999674324,1,-2259.88590952907,-1540.57435471253,-719.311554816541
401,1.27387632783502,0,0.00172570863505827,0,0.077374860085547,0,9,0.980426770402119,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.217142295045778,0.832215583324432,0.0191664364731405,0,0.157462391972076,0.204889028037433,0.775000752997584,1,-2253.53212641765,-1491.64241465942,-761.889711758227
501,1.27387632783502,0,0.00172570863505827,0,0.077374860085547,0,9,1.00631125329528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.207261383673176,0.814603349217214,0.0181676912454423,0,0.183221867417451,0.229120383604895,0.236916343565098,1,-2271.72943223753,-1484.23991015631,-787.489522081214
601,1.27387632783502,0,0.00109755409648641,0,0.077374860085547,0,9,1.00631125329528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.176699468516745,0.925030003790744,0.0328762235080358,0,0.275538341437932,0.117099534680601,0.505926593556068,1,-2326.84934024346,-1412.11580548552,-914.733534757939
701,1.34694455340505,0,0.00109755409648641,0,0.077374860085547,0,9,1.00631125329528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.186197002092376,0.972769305040129,0.0320035156032536,0,0.28362509598257,0.0767058290145361,0.468157280585728,1,-2261.94662990221,-1425.67366624694,-836.272963655264
801,1.37905293554068,0,0.00109755409648641,0,0.077374860085547,0,9,0.968788607278839,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.178123538033105,0.889433014742099,0.0336917432753835,0,0.371099704473745,0.0642871582019143,0.995031044469214,1,-2311.51274898501,-1409.18670239686,-902.326046588147
901,1.37905293554068,0,0.00109755409648641,0,0.077374860085547,0,9,0.965278602670878,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.170989091973752,0.943454083288089,0.0315784004384186,0,0.309165910251904,0.0746664504217915,0.203459025709891,1,-2240.2870590126,-1419.02747761903,-821.259581393568
