sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.54586721770465,0,0.0313722390891053,0,0.158839628892019,0,9,1.27957690006588,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.777492382097989,0.457924240734428,0.00353683538595215,0,0.061243340226356,0.0792642592103221,1.0584017742658,1.89472202735487,-6972.52098801845,-6731.82902713117,-240.691960887272
101,0.800284373760223,0,0.0020911020017229,0,0.150923331314698,0,9,2.66485473862849,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.754525886429474,0.567476045782678,0.00930406057601795,0,0.108171631109435,0.146796147839632,0.897856850526295,2.10045898158569,-2888.99974694572,-2286.08604729502,-602.913699650701
201,0.820737800002098,0,0.0125443197763525,0,0.229539283155464,0,9,2.62297326489352,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.640926737710834,0.539381355117075,0.000459331149701028,0,0.0441237580194138,0.147479376813863,1.7763585097855,3.03135216457304,-2922.01335188971,-2325.19836567546,-596.814986214248
301,0.668528331629932,0,0.0115726593392901,0,0.0717273125192151,0,9,1.89854289544746,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.55690113150049,0.374826749693602,0.00524677158240229,0,0.150327855201904,0.0987863073241897,0.0974052158417177,0.430198669084348,-2849.79646743082,-1859.47038566979,-990.326081761035
401,0.692239446751773,0,0.0212479405780323,0,0.0440579046262428,0,9,1.75460663065314,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.57484477867838,0.530711730476469,0.00255626799864694,0,0.220685869983863,0.0651543252984993,1.62711846397724,2.08944636106025,-2558.64098258667,-1847.60839053499,-711.03259205168
501,1.10602441616356,0,3.06817214004752e-05,0,0.0742297881981358,0,9,1.50746514985804,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.301132263219915,0.403127897647209,0.0307130275000818,0,0.150283252059016,0.224284037563484,1.80074270570185,0.539955020765774,-2475.55233961346,-1679.58091456434,-795.97142504912
601,1.10597575884312,0,3.06817214004752e-05,0,0.0742297881981358,0,9,1.14360995206516,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.293848548294045,0.3490599431796,0.0273778620045632,0,0.22982643231051,0.202299968071748,0.633097972837277,0.26239939534571,-2449.80792705417,-1584.54638899222,-865.261538061943
701,1.10597575884312,0,3.06817214004752e-05,0,0.0742297881981358,0,9,1.14360995206516,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.271096245828085,0.348103362112306,0.0295114967259579,0,0.313463767345529,0.225949252664577,1.6264321358176,0.016338268877007,-2332.44074339765,-1496.91917648154,-835.521566916111
801,1.10597575884312,0,3.06817214004752e-05,0,0.0742297881981358,0,9,0.990296585019678,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.233368117269128,0.305296311038546,0.0294805289511569,0,0.354443422968034,0.224932552699465,1.02444888639729,0.0680366383166984,-2350.9613208937,-1441.76610727198,-909.195213621714
901,1.10597575884312,0,3.06817214004752e-05,0,0.0742297881981358,0,9,0.990296585019678,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.226074254163541,0.32170568453148,0.0339167807260528,0,0.335029679636937,0.209343161119614,1.06212308781687,0.892141363001429,-2336.19460706818,-1436.19568672638,-899.998920341802
1001,1.13164136819541,0,3.06817214004752e-05,0,0.0742297881981358,0,9,0.990296585019678,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.22630045406986,0.257589592807926,0.0532586540291086,0,0.360248814832885,0.227562179777306,0.811234265915118,0.92054100416135,-2321.56419786072,-1461.24130293208,-860.322894928645
1101,1.17897525541484,0,0.00725105521501973,0,0.0742297881981358,0,9,1.08943222637754,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.216983225243166,0.218359150597826,0.05001795517141,0,0.362714174652938,0.29748200973263,0.535047826473601,1.94959466473665,-2299.29965552633,-1448.58825536073,-850.711400165605
1201,1.17897525541484,0,0.00725105521501973,0,0.0742297881981358,0,9,1.08943222637754,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.20632378035225,0.330308841867372,0.0503139598304406,0,0.294241480443161,0.33137298716465,0.933135712635703,1.74859780946281,-2299.03816266447,-1425.21594076355,-873.822221900916
1301,1.17650330588222,0,0.00725105521501973,0,0.073145061568357,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.207351484894752,0.346588772651739,0.034052307958249,0,0.271885821975302,0.451899038872216,0.00561904313508416,1.47385006875265,-2357.61938925176,-1414.49931331165,-943.120075940109
1401,1.21124447938055,0,0.00725105521501973,0,0.073145061568357,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.174515588441864,0.261519423872233,0.0292707550418563,0,0.309589358565863,0.377931680309121,0.161802679416724,0.392623963416555,-2343.71749211951,-1419.74529633748,-923.97219578203
1501,1.21124447938055,0,0.00626194039592519,0,0.073145061568357,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.144114736234769,0.314407239528373,0.0216221367693506,0,0.290714792960789,0.349424407246988,0.649924119352363,0.913467556121759,-2342.34218972282,-1429.09737326227,-913.244816460545
1601,1.21124447938055,0,0.00626194039592519,0,0.073145061568357,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.145252327178605,0.259847539826296,0.0176708012409508,0,0.347416052718181,0.35367772806203,2.08759527851362,0.404858110588975,-2270.80655803654,-1393.99260424681,-876.813953789733
1701,1.21124447938055,0,0.00626194039592519,0,0.073145061568357,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.133252370357513,0.23041803680826,0.0247977156364359,0,0.327778865986038,0.392826417752076,1.98531365825329,0.293614160851575,-2355.4753529225,-1452.6044536905,-902.870899231996
1801,1.28835916314274,0,0.00626194039592519,0,0.0711009904043749,0,9,1.07970218372066,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.144988302933052,0.20399200739339,0.0338118035751395,0,0.331247110415716,0.482098389987368,2.03931133833248,0.228144997614436,-2247.48338290454,-1420.2915278667,-827.191855037843
1901,1.28835916314274,0,0.00626194039592519,0,0.0711009904043749,0,9,0.876854463363997,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143690332816914,0.265473523177207,0.0498094699261711,0,0.309481748037506,0.612798659934197,3.05512165103573,0.630906456499361,-2236.19037053804,-1366.79478462369,-869.395585914353
2001,1.28835916314274,0,0.0083531811623834,0,0.0711009904043749,0,9,0.876854463363997,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.143690332816914,0.253999152779579,0.0516889418158681,0,0.306487443421502,0.610389124939684,1.99993913515937,0.222821890260093,-2254.55883157547,-1363.2265043049,-891.332327270568
