sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.31241214461625,0,0.0891044982406311,0,0.106251074979082,0,9,0.998102336656302,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0201439023949206,0.945138790877536,0.00514588593761437,0,0.0348619375843555,0.0584328265488148,1.68564540869556,1.8695328674512,-7260.06145528077,-7026.41311400229,-233.64834127848
101,1.70839884784073,0,0.0580749772419222,0,0.0577922404743731,0,9,1.41391696210485,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0869896553922445,0.904742593225092,0.00278397121210582,0,0.0143206891603768,0.123941878541373,2.38384009851143,2.33252132229973,-2376.03094164379,-1737.02887990879,-639.002061734997
201,1.86797056309879,0,0.0574094680533745,0,0.0577922404743731,0,9,1.10900534701068,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0789225405314937,0.884776133927517,0.00557180344848894,0,0.0325124189490452,0.0538331910362467,2.68860005098395,2.40402873547282,-2206.90974924504,-1502.7944186031,-704.115330641942
301,2.22430220283568,0,0.050322563892696,0,0.0769791858037934,0,9,1.22029737662524,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0837855548830703,0.906001044833101,0.00777498676185497,0,0.0471730496035889,0.0281506406469271,0.946300024166703,2.39542285597418,-2222.46808674268,-1544.78098848969,-677.687098252989
401,2.23125618007034,0,0.050322563892696,0,0.0769791858037934,0,9,1.22029737662524,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0699990411987528,0.854102023039013,0.0012431911334861,0,0.0573193812509999,0.0723830698383972,1.17720029735938,3.07863850274589,-2178.59074962863,-1506.30411724133,-672.286632387292
501,2.25489499960095,0,0.050322563892696,0,0.0769791858037934,0,9,1.22029737662524,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0779124786378816,0.995009790547192,0.00466952511598356,0,0.0858297626953572,0.0514614313701168,1.94088097056374,2.41434631857555,-2200.65702184229,-1489.01130577772,-711.645716064576
601,2.25489499960095,0,0.0366084673837759,0,0.0769791858037934,0,9,0.880729974946007,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0779124786378816,0.997771241329611,0.00755331670655869,0,0.136045765178278,0.000642178501002493,2.19917960208841,3.5367281754734,-2141.59448416007,-1432.59525479495,-708.99922936512
701,2.15982239339501,0,0.0366084673837759,0,0.0769791858037934,0,9,0.880729974946007,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0779124786378816,0.866054856614209,0.00858822751115076,0,0.118655874975957,0.0674248216114938,2.1128841554746,3.4895578265423,-2121.21853878514,-1399.25301987812,-721.965518907021
801,2.20655233375728,0,0.0340803629648872,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0779124786378816,0.804176268982701,0.0122163323385175,0,0.129818674456328,0.0920866084191948,1.19825998228043,3.38709780911449,-2115.1689250403,-1402.30184488495,-712.867080155346
901,2.20655233375728,0,0.0340803629648872,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076456584315747,0.922771944780834,0.00499514140910469,0,0.155406961101107,0.0801740924967453,1.90428237221204,3.0114552435698,-2119.05557509003,-1392.64097794213,-726.414597147899
1001,2.20211471598595,0,0.0343112906371243,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076456584315747,0.867364456644281,0.00495049036364071,0,0.182832211325876,0.104459197716787,2.4395982674323,3.08697648800444,-2086.42036475807,-1375.53702395735,-710.883340800717
1101,2.20634072329849,0,0.0331797541747801,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076456584315747,0.912317070527933,0.0117923897693399,0,0.153504040860571,0.128849626509473,1.77288433583453,3.67841339891311,-2091.96940566905,-1371.10458191622,-720.864823752832
1201,2.20634072329849,0,0.0331797541747801,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0800320577109233,0.797525830147787,0.019756397300167,0,0.143714480171911,0.0414245362719521,2.83639395935461,4.31365102308337,-2090.59479068461,-1378.29722665864,-712.29756402597
1301,2.20634072329849,0,0.0325768403639086,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0800320577109233,0.769754394493065,0.0106156917756889,0,0.220539296930656,0.00739650646224619,2.94146661739796,5.50458060449455,-2101.55000335678,-1402.51091970183,-699.039083654949
1401,2.20634072329849,0,0.0325768403639086,0,0.0776778523577377,0,9,0.99066205183044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0800320577109233,0.691717326454818,0.000476431553484872,0,0.244773143343628,0.109001205852255,1.789010979468,5.42943164461758,-2087.61328343901,-1365.77481035743,-721.838473081577
1501,2.18703283984214,0,0.0320605332194827,0,0.0776778523577377,0,9,1.00160586216953,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.079006354464218,0.578745423373766,0.00108243484492414,0,0.244773143343628,0.10331245154608,1.60410423972644,6.51451365544927,-2109.83768941471,-1360.45811245842,-749.379576956292
1601,2.20183927174658,0,0.0320605332194827,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.079006354464218,0.700339535437524,0.00288229957013391,0,0.251664393558167,0.0493057598499581,0.261212405515834,6.94320143002551,-2113.18538490512,-1367.23408922995,-745.951295675173
1701,2.20183927174658,0,0.0320605332194827,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.079006354464218,0.79431554460898,0.0103029503950384,0,0.229623094783165,0.0146660050982609,0.342293125344441,5.93801189085935,-2103.38173734782,-1381.58058672504,-721.801150622783
1801,2.20593854989856,0,0.0320605332194827,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.079006354464218,0.940145430504344,0.0110920528413262,0,0.140771363675594,0.025767165129073,0.526906605577097,4.778764987248,-2090.10153497146,-1373.00594664833,-717.095588323123
1901,2.2095408083871,0,0.0320605332194827,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.079006354464218,0.968322575651109,0.00494994805171154,0,0.150851027551107,0.0192065338278189,1.25726513750851,5.27474092005287,-2070.49224575897,-1361.79681231718,-708.695433441787
2001,2.2095408083871,0,0.0320605332194827,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0819224027683959,0.973066801647655,0.000236725276103242,0,0.150851027551107,0.101226993501186,0.728096658596771,5.39059106947389,-2093.46285805751,-1371.78329243353,-721.679565623982
2101,2.23873266000301,0,0.0354476128169335,0,0.0776778523577377,0,9,0.992582899401896,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0803882783278823,0.911129945493304,0.0119441970831249,0,0.198277921578847,0.0208616078505293,0.779899304267021,5.69050373893697,-2139.62404171663,-1389.7824446022,-749.841597114425
2201,2.21564842388034,0,0.0388859106390737,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0789953631116077,0.924187362194062,0.0012715162478853,0,0.190627033356577,0.070913501936011,0.149094106163831,5.27694049582351,-2099.47209126107,-1362.18743520406,-737.284656057008
2301,2.25024987570941,0,0.0331886763381772,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0801585391862318,0.847328114509583,0.00134541511326097,0,0.148359493585303,0.0876116132736206,0.650304310722275,4.85257821960841,-2059.94151651538,-1360.64981149758,-699.291705017805
2401,2.24038123823702,0,0.0331886763381772,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0790634687524289,0.812901799846441,0.0100302720491309,0,0.18200202526059,0.150286522638053,1.05382978543639,5.14130066765938,-2092.8653982404,-1382.59976216905,-710.26563607135
2501,2.24038123823702,0,0.0331886763381772,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.745894892653451,0.00785412258259021,0,0.196631196257658,0.0916539596999064,1.21566524053924,5.16067215858493,-2147.1166849347,-1409.02146171271,-738.095223221984
2601,2.24038123823702,0,0.0331886763381772,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.71308579670731,0.0156400349831674,0,0.2060705158161,0.181080254903063,0.919744170736519,5.84879094653298,-2094.06522361551,-1359.50601038842,-734.559213227094
2701,2.24038123823702,0,0.0331886763381772,0,0.0776778523577377,0,9,0.952930414117873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.552212579571643,0.0167951513363514,0,0.157837052992545,0.22911091778893,0.86212202417664,6.60808064986487,-2033.683388935,-1341.73287187919,-691.950517055802
2801,2.24038123823702,0,0.0331886763381772,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.580391963967123,0.0237787038765382,0,0.196489548031241,0.0604045691108331,0.825060931500046,6.74280799191911,-2164.65892102058,-1462.60645377578,-702.0524672448
2901,2.24038123823702,0,0.0331751003791578,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.505247078812682,0.0280592115249019,0,0.197316226339899,0.0349542986508459,1.24906577728689,7.07796769740526,-2088.49288924963,-1392.29142725512,-696.201461994509
3001,2.30587577670813,0,0.0320396017679013,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.629679028387182,0.026348823267268,0,0.187428611703217,0.0157583800004795,0.424297621008007,6.98249213874806,-2029.95287184457,-1344.14324974425,-685.809622100322
3101,2.21586499586701,0,0.0320396017679013,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.076042095804587,0.753052768972703,0.0300982830023859,0,0.164803736796603,0.0115038353577256,0.68099049665034,6.6233453656314,-2058.77486174134,-1330.93095477171,-727.843906969636
3201,2.21586499586701,0,0.0354057827428914,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0878659807145596,0.676654556859285,0.0375059366507921,0,0.195821641501971,0.0110810517240316,0.274027370614933,6.67194663349074,-2052.80039720557,-1328.94944718445,-723.850950021119
3301,2.21586499586701,0,0.0354057827428914,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0857017632341012,0.656255099410191,0.0559782200658228,0,0.195821641501971,0.139735203506425,1.23973467899486,6.76168421318289,-2042.81447802528,-1345.35883716337,-697.45564086191
3401,2.2978177703917,0,0.0354057827428914,0,0.0776778523577377,0,9,0.860434410627931,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0857017632341012,0.699466643924825,0.0410406572048087,0,0.233471958525479,0.136595066348091,0.447861738037316,6.87901800277178,-2062.84604451141,-1345.19092516973,-717.655119341688
