sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.38480616128072,0,0.0567618365469389,0,0.144873996125534,0,9,1.82529123092536,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.509963412536308,0.996340780518949,0.00235720806708559,0,0.0131896674749441,0.014661263525486,0.846104145981371,1.47448473912664,-6182.84177492313,-5977.86281504148,-204.978959881653
101,1.54059988027439,0,0.0926155136036687,0,0.194831252912991,0,9,2.91626126738265,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.421942211850546,0.905227062874474,0.0073265226832591,0,0.0595503683318384,0.0539238431118429,0.0297011001966894,3.17249449039809,-2826.60573393524,-2348.7227799531,-477.882953982143
201,1.58789889244363,0,0.0127532196533866,0,0.108772809035145,0,9,2.68227842752822,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.273351499275304,0.991693175956607,0.0131494869054295,0,0.0949236608459614,0.0737958460208029,1.78911073389463,1.00171641516499,-2678.07041307393,-2127.63536500344,-550.435048070485
301,1.81156055377796,0,0.00408603067742661,0,0.108772809035145,0,9,2.28426956397016,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.236933821137063,0.862200406426564,0.00180315314279869,0,0.145961978065316,0.0858910406101495,3.18888416257687,0.622679973952472,-2812.90272537685,-1992.48967894754,-820.413046429317
401,1.8514644314535,0,0.00519861477194355,0,0.107679286808707,0,9,1.12543611088768,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.204940555873327,0.921393696847372,0.00797510479064659,0,0.154946721356828,0.101874888651073,3.02187778404914,1.48038940830156,-2328.36574780308,-1559.86258082973,-768.503166973349
501,1.8514644314535,0,0.00519861477194355,0,0.103754022810608,0,9,1.12587882380467,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.178923058719374,0.971323784464039,0.0107032937062904,0,0.138685249967966,0.174622003743425,3.18603036110289,1.29557647951879,-2284.92505441368,-1480.89197092102,-804.033083492656
601,1.8534351865761,0,0.00519861477194355,0,0.103754022810608,0,9,1.12587882380467,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.161380736925639,0.951156745967455,0.0135636753700674,0,0.165998880041298,0.199326534951106,2.28595119551755,1.41412054817192,-2265.40127742652,-1479.10827165837,-786.293005768154
701,1.93166282018647,0,0.00299393457127734,0,0.104732485325076,0,9,1.12587882380467,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.167137969261967,0.980626387894153,0.0161402695085853,0,0.183918790298048,0.228785704341717,2.19235361437313,2.86406191950664,-2290.57734584705,-1483.09714235095,-807.480203496098
801,1.88066723002121,0,0.000254976719152176,0,0.104732485325076,0,9,1.12587882380467,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.150361000793055,0.988865496101789,0.0119868461061269,0,0.194993575464469,0.121529741641134,2.02098169061355,2.69397222064435,-2267.04416884688,-1445.53117424728,-821.512994599592
901,1.88066723002121,0,0.000254976719152176,0,0.10279613668099,0,9,1.02701577590778,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.135942312353291,0.996466415282339,0.0137125165243633,0,0.194318085827399,0.118532938007265,2.15120801492594,1.77852413104847,-2284.17265518885,-1430.63003792865,-853.542617260199
