sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.00292552867904,0,0.0426507348776795,0,0.194582135649398,0,9,1.53610922745429,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.199428061023355,0.328258807538077,0.00445532477344386,0,0.0695973917795345,0.0338101103249937,1,1,-3142.75107403893,-2900.08762135734,-242.66345268159
101,2.48984544528648,0,0.0166962777613662,0,0.111292044492438,0,9,1.8649404682219,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.158566408627667,0.385488565126434,0.0153869120113086,0,0.0924176513170823,0.133478347789496,1,1,-2435.71815299482,-1842.91931269309,-592.798840301724
201,2.34992080898955,0,0.0151368072140031,0,0.0778296028729528,0,9,0.968839190318249,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0832532669883221,0.205535222403705,0.0220802426559385,0,0.0367663989728317,0.00780856553930789,1,1,-2219.0455675006,-1545.02802403203,-674.01754346857
301,2.34933959906921,0,0.0218338660779409,0,0.0766647030133754,0,9,1.02237946295645,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0856406920589506,0.0298936565406621,0.0181590969522949,0,0.131602753181942,0.0703621998475865,1,1,-2122.55398943082,-1476.71461840968,-645.839371021145
401,2.34933959906921,0,0.0236423657159321,0,0.0766647030133754,0,9,0.989941631560214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0856406920589506,0.0787075559841468,0.0233761701604817,0,0.131602753181942,0.139747773348354,1,1,-2103.50864558757,-1435.31836350352,-668.190282084055
501,2.34933959906921,0,0.0236423657159321,0,0.0766647030133754,0,9,0.989941631560214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0912184240762144,0.0419811979169025,0.0229729300050531,0,0.15405781832058,0.165897183031775,1,1,-2145.97368664535,-1440.91551695582,-705.058169689529
601,2.34933959906921,0,0.0236423657159321,0,0.0766647030133754,0,9,0.989941631560214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0907618374098092,0.0440780291100965,0.0167377876339015,0,0.154626461672597,0.21942617493216,1,1,-2096.0475270231,-1410.86284419351,-685.184682829595
701,2.34877529358491,0,0.0236423657159321,0,0.0766647030133754,0,9,0.989941631560214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0907618374098092,0.0886090711923317,0.0040358869463671,0,0.1394351983862,0.143301661619917,1,1,-2153.02971433876,-1484.28917515465,-668.740539184111
801,2.30749830612913,0,0.00968896358972415,0,0.075570376124233,0,9,0.965996887534857,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0962085220729932,0.0187860428355635,0.00365812628413551,0,0.147766326572746,0.244841639585793,1,1,-2090.12444705465,-1435.64560349722,-654.478843557433
901,2.29375949027017,0,0.00968896358972415,0,0.0745785174192861,0,9,0.965996887534857,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0962085220729932,0.0366660383762793,0.000339196556014943,0,0.152943192324601,0.080876603727229,1,1,-2097.60490663611,-1443.08820789877,-654.516698737346
1001,2.29375949027017,0,0.00968896358972415,0,0.0745785174192861,0,9,0.965996887534857,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0962085220729932,0.0860301493899896,0.00365952122374438,0,0.227854926390573,0.0672052021417767,1,1,-2099.03989605508,-1417.9852484266,-681.054647628475
1101,2.29375949027017,0,0.0234336200286634,0,0.0745785174192861,0,9,1.01335587911308,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0752855104627087,0.140259630721994,0.0052866907545831,0,0.215088354977779,0.147251305384561,1,1,-2136.21512529293,-1419.67353723592,-716.541588057009
1201,2.29375949027017,0,0.026039811654482,0,0.0745785174192861,0,9,1.01335587911308,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0737746297614649,0.126776513759978,0.00620195658993907,0,0.219098454429768,0.252082108105533,1,1,-2158.93288485121,-1412.41715810768,-746.515726743524
1301,2.29375949027017,0,0.0282761738752015,0,0.0749634401174262,0,9,0.990244029089809,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0737746297614649,0.0443599671358242,0.00231795857776887,0,0.2314336776454,0.358810089835897,1,1,-2130.56606864272,-1380.1337477998,-750.432320842926
1401,2.29375949027017,0,0.0334029599907808,0,0.0749634401174262,0,9,0.947205525590107,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0710686643840745,0.0684130724752321,0.0042882731242571,0,0.243560522161424,0.348747957549058,1,1,-2258.54355920699,-1461.90615382229,-796.637405384701
1501,2.29375949027017,0,0.0334029599907808,0,0.0749634401174262,0,9,0.947205525590107,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0710686643840745,0.0634799588471651,0.00999246247927658,0,0.284491700418293,0.378934106212109,1,1,-2184.51360638352,-1385.01199785951,-799.50160852401
1601,2.29375949027017,0,0.0334029599907808,0,0.0749634401174262,0,9,0.947205525590107,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0710686643840745,0.0735919493017718,0.0159991114388686,0,0.334743090551347,0.515111192390323,1,1,-2137.81377244536,-1360.54470748768,-777.269064957679
1701,2.29375949027017,0,0.0334029599907808,0,0.0749634401174262,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0710686643840745,0.0155225858325139,0.0225572058639955,0,0.334098361544311,0.526030321726576,1,1,-2206.6409732594,-1426.76715909495,-779.873814164446
1801,2.29604799346998,0,0.0334029599907808,0,0.0749634401174262,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0924625969491899,0.0235003306763247,0.0136590218322817,0,0.290960376122966,0.394787483317777,1,1,-2113.15997871489,-1370.8853825585,-742.274596156389
1901,2.29604799346998,0,0.0324627783731557,0,0.0749634401174262,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0871710621286183,0.0802642659982667,0.0241109338228125,0,0.290960376122966,0.461727011161856,1,1,-2106.892017325,-1370.72623716539,-736.165780159615
2001,2.29107511723414,0,0.0324627783731557,0,0.0749634401174262,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0871710621286183,0.113877816102468,0.0310376793111209,0,0.316245742393658,0.550518773547374,1,1,-2084.73551038402,-1381.61209388557,-703.123416498452
2101,2.23008072106168,0,0.0324627783731557,0,0.0762786125065759,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0871710621286183,0.293987441551872,0.0322482265473809,0,0.277112095612101,0.543561550723389,1,1,-2118.04166081688,-1361.181248782,-756.86041203488
2201,2.30618404680863,0,0.035958950582426,0,0.0762786125065759,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0871710621286183,0.186194464354776,0.0407278357178438,0,0.21977600664366,0.502682174560614,1,1,-2097.54257360518,-1352.28945298794,-745.253120617241
2301,2.30618404680863,0,0.035958950582426,0,0.0782341225072741,0,9,0.924872352625244,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0871710621286183,0.103229221655056,0.037812180275796,0,0.184469406371936,0.429764376212843,1,1,-2088.66938113083,-1354.69318705194,-733.976194078894
