sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,1.56223817495629,0,0.0539713091822341,0,0.133123913244344,0,9,1.46295100986026,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.115927461534739,0.619705777615309,0.00841803532117047,0,0.0903619900578633,0.0450491511961445,1,1,-3750.42747739833,-3513.60172766909,-236.825749729239
101,2.03738608146086,0,0.0639381195558235,0,0.053407308110036,0,9,2.12684382637963,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.151158737833612,0.716500236955471,0.00857705253618769,0,0.0300723491702229,0.117893876461312,1,1,-2455.16685460877,-1991.0115182637,-464.155336345069
201,2.03738608146086,0,0.055681587792933,0,0.0547848167363554,0,9,1.32157128665131,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.114498132350855,0.778852412221022,0.0227261615635362,0,0.0576296443352476,0.149583832221106,1,1,-2167.63212931343,-1609.91249229256,-557.719637020869
301,2.02155792405829,0,0.0539326154766604,0,0.0547848167363554,0,9,1.32157128665131,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.114498132350855,0.926574928429909,0.0122567305408884,0,0.126090338896029,0.0372468498768285,1,1,-2206.72443527978,-1581.70738692129,-625.017048358492
401,2.02155792405829,0,0.0525740054808557,0,0.0553283346584067,0,9,1.14909300068393,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0988963516429067,0.84966115183197,0.000215834216447543,0,0.215844191564247,0.0843018305720761,1,1,-2171.55809854645,-1530.75458575856,-640.803512787893
501,2.02155792405829,0,0.0525740054808557,0,0.0553283346584067,0,9,1.14909300068393,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0988963516429067,0.89213523932267,0.00214112652675249,0,0.137945976946503,0.0267321752849966,1,1,-2138.98909418352,-1525.40476199606,-613.584332187452
601,2.02155792405829,0,0.0431045233178884,0,0.0553283346584067,0,9,1.14909300068393,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0988963516429067,0.957425458123908,0.00979586190753617,0,0.137407928006724,0.00818516961298883,1,1,-2121.0881746154,-1510.54962564384,-610.538548971563
701,2.02155792405829,0,0.0431045233178884,0,0.0553283346584067,0,9,1.14909300068393,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0941156787797809,0.915766606573016,0.0226548785085324,0,0.174629243952222,0.00592377455905079,1,1,-2161.62073874381,-1529.79866708858,-631.822071655232
801,2.07134916139767,0,0.0399056960036978,0,0.0553283346584067,0,9,1.14909300068393,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0806393335340545,0.959030017745681,0.0300858037287835,0,0.203596656885929,0.169508417276666,1,1,-2143.87355907762,-1500.290304257,-643.583254820619
901,2.07134916139767,0,0.0399056960036978,0,0.0542157197603956,0,9,1.13426957465708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0683964338619262,0.973905735649168,0.0377032833893318,0,0.143929498828948,0.16450563184917,1,1,-2142.64851868332,-1510.60239975464,-632.046118928686
1001,2.07134916139767,0,0.0436884292308241,0,0.0542157197603956,0,9,1.13426957465708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0827261643484235,0.963672888698056,0.0421611656944733,0,0.252181172417477,0.123272180301137,1,1,-2113.09829526693,-1496.79438827148,-616.303906995451
1101,2.0957183896564,0,0.0436884292308241,0,0.0542157197603956,0,9,1.13426957465708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0640856668818742,0.956469264673069,0.0481400721168611,0,0.253161814133637,0.141168392379768,1,1,-2124.36965533149,-1481.00237389294,-643.367281438548
1201,2.05041395714507,0,0.0436884292308241,0,0.0553747488418594,0,9,1.13426957465708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.068574185948819,0.996059033414349,0.0373773326000665,0,0.316244308976457,0.189771905401722,1,1,-2170.85986880192,-1491.67159095497,-679.188277846958
1301,2.05041395714507,0,0.0431697894958779,0,0.0553747488418594,0,9,1.13426957465708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.068574185948819,0.984092083736323,0.0395364553409163,0,0.339050950249657,0.250955366389826,1,1,-2156.00857072458,-1475.86750129403,-680.141069430557
1401,2.05041395714507,0,0.0431697894958779,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0673757267883048,0.950203660759144,0.0355433456830215,0,0.43977361342404,0.280758845596574,1,1,-2189.40205963735,-1494.42904306473,-694.973016572621
1501,2.0586972723715,0,0.0421107202442363,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0759680879069493,0.938523749588058,0.0343262813936454,0,0.519028710736893,0.0792377324774862,1,1,-2228.03009551235,-1506.7484842889,-721.281611223444
1601,2.0586972723715,0,0.0421107202442363,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0775466126156971,0.760724372975529,0.0211822484920267,0,0.606198386801407,0.0217119542183355,1,1,-2141.73581748884,-1476.21401144775,-665.521806041094
1701,2.0586972723715,0,0.0421107202442363,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0804469631519169,0.730769761744887,0.0279144439587835,0,0.578833011747338,0.0388555975863711,1,1,-2157.72904128978,-1483.570727451,-674.158313838783
1801,2.05855351248756,0,0.0405458293063566,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0804469631519169,0.816486549540423,0.0252920303095598,0,0.605762145179324,0.0136416058288888,1,1,-2147.33147457707,-1466.78120870173,-680.550265875342
1901,2.01405392242596,0,0.0405458293063566,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0829202150925994,0.881444328604267,0.0169620270140004,0,0.628408408514224,0.0358536212239414,1,1,-2123.74226940966,-1443.18711890339,-680.555150506268
2001,2.01405392242596,0,0.0405458293063566,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0769437881419435,0.954167925403454,0.0273485120593105,0,0.639382979250513,0.0609359761467204,1,1,-2205.0660833853,-1529.78347836925,-675.282605016053
2101,2.0432733588852,0,0.0405458293063566,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0752327810274437,0.982012452371419,0.0285957304059994,0,0.648213988775387,0.0519375073025002,1,1,-2172.82108480587,-1504.61140674383,-668.209678062036
2201,2.0432733588852,0,0.0405458293063566,0,0.0553747488418594,0,9,1.08113805833273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0585649782326073,0.943837675801479,0.026689736118773,0,0.657566492957994,0.056498437304981,1,1,-2169.2435965244,-1477.57493746596,-691.668659058438
2301,2.0432733588852,0,0.0405458293063566,0,0.0580406327964738,0,9,1.01297010330018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0887606195174158,0.880413598218001,0.0233477612000425,0,0.595021058479324,0.0601411580573767,1,1,-2136.65859179664,-1465.09102268547,-671.567569111172
2401,2.0432733588852,0,0.0405458293063566,0,0.0580406327964738,0,9,1.01297010330018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0721078105503693,0.910989461070858,0.027990733580431,0,0.564153710566461,0.0781676992075517,1,1,-2090.48344482229,-1426.10428953634,-664.379155285944
2501,2.0432733588852,0,0.0405458293063566,0,0.0580406327964738,0,9,1.01297010330018,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0846087416168302,0.956988884368912,0.0431843640559819,0,0.591961047612131,0.00556062408722944,1,1,-2098.83195414829,-1431.91310488775,-666.918849260538
2601,2.0432733588852,0,0.0405458293063566,0,0.0580406327964738,0,9,0.993407101021148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0716546962270513,0.969159064767883,0.0381808184364345,0,0.630710343969986,0.076290701306425,1,1,-2153.68907270409,-1442.48403463255,-711.205038071546
2701,2.03739136224613,0,0.0405458293063566,0,0.0580406327964738,0,9,0.993407101021148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0716546962270513,0.997375887935049,0.0431926227288787,0,0.603358979756012,0.0441202866379171,1,1,-2135.25979605607,-1434.71547415478,-700.544321901287
2801,2.04871401423588,0,0.0391234770789743,0,0.0580406327964738,0,9,0.993407101021148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0742242460371926,0.902155138622038,0.0394050483403262,0,0.687923376681283,0.0521991653367877,1,1,-2122.65112322977,-1426.14321257877,-696.507910651006
2901,2.04871401423588,0,0.0391234770789743,0,0.0580406327964738,0,9,0.993407101021148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0812052400084212,0.870320965931751,0.0373426283288282,0,0.567798801022581,0.0559221282135696,1,1,-2093.8061268041,-1442.41959644452,-651.386530359576
3001,2.06234553949907,0,0.0391234770789743,0,0.0580406327964738,0,9,0.993407101021148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0965600050520152,0.908595408778638,0.03714126697951,0,0.641033242410048,0.206592963263393,1,1,-2122.80398654222,-1450.49821393052,-672.305772611708
3101,2.09373727301136,0,0.0345523151708767,0,0.0584162826417014,0,9,1.06331821077038,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0846527167130262,0.909156988933682,0.0339546465172898,0,0.545666010119021,0.16247880703304,1,1,-2115.50017303783,-1445.84237663796,-669.657796399874
3201,2.09373727301136,0,0.0345523151708767,0,0.0584162826417014,0,9,0.958099832176231,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.0906706003006548,0.975729739759117,0.0163651794728358,0,0.658914586529135,0.180493340315297,1,1,-2107.25929004272,-1428.61094669057,-678.648343352153
