sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,1.18669079989195,0,0.0557554910657927,0,0.150447436142713,0,9,1.38541690236889,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-4446.15872621165,-4057.90710231066,-388.251623900991
101,0.999084820766002,0,0.0549029227364808,0,0.125027969374787,0,9,2.05668469471857,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-3287.02943318381,-2813.90645764354,-473.122975540272
201,0.751330717830297,0,0.0995365208162595,0,0.0337302583568275,0,9,2.42198752710219,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2842.52817173667,-2336.81393898688,-505.714232749784
301,0.534110997737198,0,0.0909411394573008,0,0.0171873802133274,0,9,2.26821936182382,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2801.66516858585,-2195.3029739981,-606.362194587753
401,0.468626178146595,0,0.0257668579610665,0,0.020120592442527,0,9,2.28731701670047,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2792.55555413477,-2166.63776164791,-625.91779248686
501,0.446386541189754,0,0.0138150350974273,0,0.020120592442527,0,9,2.01806969881045,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2768.96117701476,-2116.57688540506,-652.384291609701
601,0.54433342630585,0,0.103154983095547,0,0.0135422607679853,0,9,2.28538490961465,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2792.32244257929,-2153.13537302945,-639.187069549841
701,0.947707966183911,0,0.171998114207157,0,0.0216743122856953,0,9,1.94291336478007,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2742.28516231812,-2011.63520369732,-730.649958620798
801,1.18309831241157,0,0.181300786989821,0,0.0216743122856953,0,9,1.78910423659292,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2706.2427047239,-1974.69045179104,-731.552252932861
901,1.21908374196164,0,0.188418568971803,0,0.0216743122856953,0,9,1.70193206265277,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2647.91089362771,-1914.82573340987,-733.085160217844
