sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
45001,0.380941371023328,0,0.110694621544948,0,0.457973650560428,0,9,2.72647493136445,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2813.03702872858,-2359.2609835519,-453.776045176687
46001,0.310093241913885,0,0.0086868737880148,0,0.0218785969747574,0,9,2.34596208408269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2944.34160261609,-2046.92512507132,-897.416477544776
47001,0.328751098350767,0,0.00269278834272835,0,0.0354728665133739,0,9,1.911953162447,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2874.37371392932,-1980.96548672775,-893.408227201571
48001,0.392456162535874,0,0.0943458566881565,0,0.0471523684030073,0,9,2.58201421169155,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3114.50493872404,-2259.55732044601,-854.947618278029
49001,0.309642282601659,0,0.00106531579831086,0,0.0220793440392756,0,9,2.34647442334945,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2957.53067811611,-2046.15777759542,-911.372900520682
50001,0.274190278226587,0,0.00136202456895463,0,0.0201043471887858,0,9,1.91746258530171,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2916.33598855527,-2028.15648168035,-888.17950687492
51001,0.309714983722725,0,0.0236660765894683,0,0.0334111887631886,0,9,2.34606323631878,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2868.68752831122,-2178.97743570306,-689.710092608153
52001,0.293905360689398,0,0.00063671875218085,0,0.015379989543173,0,9,1.99825715076369,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2873.6339454719,-2179.59844400856,-694.035501463339
53001,0.271415536934477,0,0.0434575316280772,0,0.00582344557666947,0,9,2.85832637384305,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2953.27773261534,-2192.88443782966,-760.393294785684
54001,0.309513915436238,0,0.00986873340531167,0,0.0252921435960383,0,9,2.3446459820576,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2845.49202254731,-2086.37848470551,-759.1135378418
55001,0.326304079668935,0,0.0128355872358028,0,0.0130029980059583,0,9,1.72204519522986,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2849.60062544802,-2078.42172873935,-771.178896708664
56001,0.309331465999716,0,0.0570367244647312,0,0.0223451956227639,0,9,2.3445382829089,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3077.41695590092,-2184.14721225813,-893.269743642793
57001,0.296230844307966,0,0.0127383742662928,0,0.0129837625184306,0,9,2.39020875598938,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3054.8996570362,-2178.04218993674,-876.857467099459
58001,0.411178448494825,0,0.014496325831195,0,0.0306390339563509,0,9,1.93638264840523,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2789.87739430385,-2087.78462345206,-702.092770851782
59001,0.349100882557746,0,0.032136893376592,0,0.0430853934289088,0,9,2.54162197562276,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3050.29757136808,-2191.44216687287,-858.855404495209
60001,0.307967604828056,0,0.0526011400791047,0,0.0146561559279435,0,9,2.34633271647775,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2925.07635891746,-2128.00051741947,-797.07584149799
61001,0.34802247734162,0,0.196721585695508,0,0.0155695462120138,0,9,2.66361471156135,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3034.43041276702,-2271.97825684754,-762.452155919479
62001,0.320160104321404,0,0.0145657620051114,0,0.0312626664843926,0,9,2.24716519085887,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3049.38499820298,-2075.09391505695,-974.291083146031
63001,0.308067028507002,0,0.00166730514461273,0,0.015082195343919,0,9,2.34789331576875,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2895.60562505495,-2098.72709117901,-796.878533875942
64001,0.320713289067512,0,0.00152307499257142,0,0.0284321811863751,0,9,2.26077358032132,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2866.37450390369,-2076.98225356654,-789.392250337148
65001,0.307876968708121,0,0.0324086994789587,0,0.0074682138745482,0,9,2.34964775561926,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2857.60113401452,-2088.30157392058,-769.29956009394
66001,0.440859075824271,0,0.599899663801457,0,0.0730336313467483,0,9,3.45545820890349,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3042.12211243183,-2386.17402316765,-655.948089264176
67001,0.30489862468541,0,0.00704668722157063,0,0.0222326350199356,0,9,2.13897043474761,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2945.03551868045,-2087.95618519861,-857.079333481844
68001,0.308126979673922,0,0.00104982964696326,0,0.0303958391906518,0,9,2.35034717747832,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2915.1383645223,-2071.69628196409,-843.442082558214
69001,0.422751859583878,0,0.0646908336918282,0,0.040621321521439,0,9,2.2479423124135,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2959.99720864445,-2180.03924280289,-779.957965841558
70001,0.269324203673282,0,0.00641145723050629,0,0.0110688831478893,0,9,2.28063207191852,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2869.13212651746,-2066.56124695917,-802.57087955829
71001,0.314327510494067,0,0.0607153845308366,0,0.0248606247902607,0,9,2.33857541340342,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2896.27063202388,-2139.09147431881,-757.179157705069
72001,0.317674903301597,0,0.00486331924716503,0,0.0360280297566304,0,9,2.01348294779326,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3240.66315746824,-2100.95258724432,-1139.71057022392
73001,0.400670768481652,0,0.287778341171052,0,0.00459067646199785,0,9,3.33130335180544,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2951.49252298436,-2351.1584760686,-600.334046915754
74001,0.319616626407064,0,0.0359410390643888,0,0.0194096369959508,0,9,2.19899511079136,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2969.55492440293,-2027.68027474131,-941.874649661621
75001,0.35898394865983,0,0.0688083692392125,0,0.0271617056728029,0,9,2.55538115897677,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2937.6680182379,-2182.27622643365,-755.39179180425
76001,0.419418215682942,0,0.0626652030382524,0,0.0621893509095894,0,9,2.6939916857379,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3024.34175306341,-2267.45110750117,-756.890645562241
77001,0.305422055376541,0,0.00944372171995522,0,0.0214275118934166,0,9,2.38026906225147,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2894.7719836563,-2052.77708088414,-841.994902772154
78001,0.379793033878797,0,0.0227791634087029,0,0.0557431625428044,0,9,2.87733116086952,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3090.76531743364,-2236.24914683464,-854.516170599
79001,0.317636351808741,0,0.297071865133199,0,0.0406922842849504,0,9,2.21951050053488,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3127.89958827762,-2353.36212587677,-774.53746240085
80001,0.274075500888252,0,0.0118937262856371,0,0.0247471330292297,0,9,2.44603054837789,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3068.6482074357,-2135.87595076061,-932.772256675089
81001,0.426156086149262,0,0.125748518493007,0,0.0318006262496939,0,9,2.5214668944448,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2893.72479139377,-2281.94280727095,-611.781984122821
82001,0.440668796606753,0,0.0744385328527476,0,0.0574491194208904,0,9,2.16968328021377,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2911.03909075936,-2179.80272775741,-731.236363001951
83001,0.316625143726979,0,0.00182293365142239,0,0.0309447190062855,0,9,2.25431612548302,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2854.85489563425,-2191.49894750029,-663.355948133955
84001,0.442719121085847,0,0.0156766062545279,0,0.30660247167453,0,9,3.79004613534265,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2969.17975254622,-2431.72986985846,-537.449882687768
