sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,1.33406032016501,0,0.0815191155089997,0,0.134640136337839,0,9,1.66173610603437,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-3843.56306504662,-3498.94579369399,-344.61727135263
101,1.17081374214962,0,0.0808883796553128,0,0.12466209476348,0,9,2.50978805631166,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-3092.32097777012,-2567.15349988912,-525.167477881007
201,0.465994623171116,0,0.0192005269532242,0,0.0249245307095456,0,9,2.54847007112747,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2847.00849558969,-2271.71646781541,-575.292027774279
301,0.595722784889712,0,0.0655553947829676,0,0.020545586132922,0,9,2.64240264752515,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2798.21129113357,-2274.00551398654,-524.205777147028
401,0.545537956702459,0,0.198697715237497,0,0.0113801347792438,0,9,2.30847524909117,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2728.63724777572,-2209.194936579,-519.442311196724
501,0.594554560704283,0,0.164536938725251,0,0.0113801347792438,0,9,2.15848321348899,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2723.37127994439,-2174.04453066729,-549.326749277104
601,0.594554560704283,0,0.165525667231741,0,0.0100536156082614,0,9,2.11867775922016,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2737.61554348309,-2134.74743868231,-602.868104800785
701,0.698210673486833,0,0.174798107983333,0,0.0144689113847846,0,9,1.95981616537833,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2744.52321952706,-2087.50056979569,-657.022649731375
801,1.53628127511335,0,0.193922973358641,0,0.0362956459559789,0,9,1.9070945314128,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2693.92250223255,-1988.33772684224,-705.584775390311
901,1.67827700790364,0,0.186828438975763,0,0.0375616816793424,0,9,1.68397087601059,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2671.73238117809,-1931.1518645169,-740.580516661195
1001,1.67827700790364,0,0.186828438975763,0,0.0375616816793424,0,9,1.57873906301642,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2636.23717101916,-1874.06431203727,-762.172858981893
1101,1.6715742551071,0,0.182025850457115,0,0.0368655228084993,0,9,1.58979502873013,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2629.4406446982,-1864.48270399566,-764.957940702546
1201,1.63500833725307,0,0.176875929153418,0,0.0368655228084993,0,9,1.56255107683269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2618.04756522302,-1846.9073549375,-771.140210285517
1301,1.61834341823292,0,0.176875929153418,0,0.0368655228084993,0,9,1.59309392275531,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2619.59639647591,-1840.7212482243,-778.875148251613
1401,1.36649660000501,0,0.179254889857241,0,0.0293356828164848,0,9,1.54937100728934,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2639.10600833186,-1885.39305307591,-753.712955255946
1501,1.42623532979336,0,0.178587190265088,0,0.0298023219952636,0,9,1.59883591369967,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2635.28175117088,-1870.0624591656,-765.219292005282
1601,1.62515721010423,0,0.179637945761621,0,0.0365470833530693,0,9,1.50333527403187,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2597.47585731138,-1838.78516654325,-758.690690768129
1701,1.65620109358968,0,0.175633990569925,0,0.0392676024392715,0,9,1.54778814855773,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2604.15351487742,-1836.33917555242,-767.814339324992
1801,1.61659446297561,0,0.177363062082309,0,0.036300088134428,0,9,1.46860999516683,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2572.38783458055,-1827.86040435526,-744.527430225287
1901,1.6591481261032,0,0.181960445280965,0,0.0360956487633519,0,9,1.48623376624072,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2599.39518185441,-1840.76424304906,-758.630938805348
2001,1.63387017867923,0,0.179355356828429,0,0.0369433391357654,0,9,1.53157239757276,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2561.73126810895,-1825.96104445651,-735.770223652442
2101,1.6478705234369,0,0.177829665798624,0,0.0373136768797462,0,9,1.53471403085424,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2569.24884061858,-1827.97921851301,-741.269622105573
2201,1.62088993904678,0,0.179772050738481,0,0.0373897709816436,0,9,1.52164121712781,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2591.34646938499,-1839.96753271141,-751.378936673586
2301,1.59468911218297,0,0.179152609716496,0,0.0371795668635811,0,9,1.55438985473825,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2585.58732280899,-1838.31585768091,-747.271465128085
2401,1.60652981448218,0,0.177207115616749,0,0.0374275859947172,0,9,1.52608738864851,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2560.09665145555,-1822.80440075464,-737.292250700912
2501,1.58069674086709,0,0.17981382017657,0,0.0374779792923566,0,9,1.48949505474317,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2579.36785050941,-1837.29278363544,-742.075066873973
2601,1.57350731555645,0,0.178035682596414,0,0.037464964131414,0,9,1.54597848594805,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2555.87187037201,-1827.39481776312,-728.477052608894
2701,1.63114832938726,0,0.180045688429554,0,0.0375801303605069,0,9,1.51185359186828,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2551.18021787073,-1822.19975289338,-728.98046497735
2801,1.72123270772456,0,0.179945618377,0,0.0372713195056596,0,9,1.47953939364086,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2601.31736888038,-1833.14967933099,-768.167689549389
2901,1.53608012600165,0,0.183327654738228,0,0.030940661588868,0,9,1.49032011426306,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2597.15101224892,-1838.78980872671,-758.361203522205
3001,1.6749375346809,0,0.18155081577103,0,0.0374591872424335,0,9,1.46151250760829,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2589.90018806747,-1826.46671485624,-763.433473211235
3101,1.5446218544442,0,0.183587579511055,0,0.031326832000344,0,9,1.517480975426,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2556.44037703509,-1839.30359775022,-717.136779284865
3201,1.74891829406194,0,0.179973096628803,0,0.0381802615998543,0,9,1.55825033345843,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2582.62175190799,-1819.95294526031,-762.668806647674
3301,1.69511212697102,0,0.182685989175633,0,0.0375605118204927,0,9,1.54019019540847,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2591.78728662568,-1809.01446217904,-782.772824446649
3401,1.73784804661036,0,0.183336290709715,0,0.0369327082666554,0,9,1.45292039879573,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2573.74711734358,-1802.38623397954,-771.360883364036
3501,1.69782482318415,0,0.183765981706717,0,0.0362259875447903,0,9,1.54000688062121,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2556.70037051761,-1802.47758651915,-754.222783998459
3601,1.67043135431072,0,0.18198422676752,0,0.0363267456177883,0,9,1.48554223380385,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2534.80863178716,-1793.98460335074,-740.824028436415
3701,1.72907816043175,0,0.180644442169858,0,0.0373098888803925,0,9,1.40885332504401,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2510.54503008486,-1791.01071581869,-719.534314266173
3801,1.84023516516642,0,0.187688981935852,0,0.0385205762143803,0,9,1.43154735781519,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2511.91740819492,-1795.32416644271,-716.593241752212
3901,1.72685036506197,0,0.180497081441718,0,0.0379498288768372,0,9,1.4264133060674,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2502.41649962848,-1796.63489252868,-705.7816070998
4001,1.72759547780838,0,0.184463252126048,0,0.0366843482260833,0,9,1.50286008523204,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2515.43091220541,-1792.0081311874,-723.422781018014
4101,1.70847406701164,0,0.186906490578289,0,0.0359447691269233,0,9,1.45171979094266,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2522.81531592329,-1805.20300840241,-717.612307520881
4201,1.7132809892085,0,0.182929589516995,0,0.0369500662620421,0,9,1.51085708190278,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2516.38311595041,-1806.40111950939,-709.981996441013
4301,1.75981024724327,0,0.184610136448655,0,0.03878787264352,0,9,1.49231563912655,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2510.67354375958,-1801.76676600999,-708.906777749592
4401,1.77292601173726,0,0.181231453334725,0,0.0405580135173606,0,9,1.46095552865471,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2509.37571942814,-1802.49694462643,-706.878774801707
4501,1.77099585055588,0,0.179200284126161,0,0.0408068398918396,0,9,1.44144216934541,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2514.70718341081,-1804.2801353186,-710.427048092213
4601,1.75688501669468,0,0.181803216484131,0,0.0384525546233463,0,9,1.47401251405486,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2512.4459445425,-1801.58565739231,-710.860287150182
4701,1.77962805090514,0,0.184785450923222,0,0.0385278509856267,0,9,1.47824912143427,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2501.96728862951,-1796.05173967416,-705.915548955341
4801,1.77962805090514,0,0.179798580227865,0,0.0403112058538477,0,9,1.45361561891514,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2503.33678226012,-1796.22553281154,-707.11124944858
4901,1.77962805090514,0,0.181271415728609,0,0.0399896539753423,0,9,1.49756753141022,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2522.57191015714,-1798.8301544497,-723.741755707442
5001,1.83720185889475,0,0.177807374124836,0,0.040925074039719,0,9,1.44248660537385,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2528.71646606267,-1792.05823376641,-736.658232296254
5101,1.83813482974839,0,0.179460035436971,0,0.040925074039719,0,9,1.43947379109073,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2529.17928037979,-1788.52443665408,-740.654843725709
5201,1.83813482974839,0,0.17517648886201,0,0.041699801930004,0,9,1.45433036991133,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2527.85963265597,-1789.69976851958,-738.159864136391
5301,1.88465850889533,0,0.181695861044898,0,0.041699801930004,0,9,1.45433036991133,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2530.89994508037,-1787.79275243601,-743.107192644362
5401,1.90667925581816,0,0.180892095727138,0,0.0425227193704467,0,9,1.42410224138593,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2531.25726644932,-1787.26579893697,-743.991467512347
5501,1.97821023771841,0,0.180892095727138,0,0.0441359822188979,0,9,1.47614278522786,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2540.15366599095,-1788.73655491185,-751.417111079101
5601,1.94235192472666,0,0.181804841659655,0,0.0450046703951875,0,9,1.48856460536927,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2522.39454020362,-1790.95291061717,-731.441629586447
5701,1.95519380511753,0,0.181804841659655,0,0.0440283088572312,0,9,1.50109849103874,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2513.90750474922,-1782.97030179811,-730.937202951111
5801,2.00327280124536,0,0.180789241646848,0,0.0440283088572312,0,9,1.4014557395794,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2485.70794257395,-1774.23320568609,-711.474736887857
5901,1.94110673810595,0,0.180789241646848,0,0.0440283088572312,0,9,1.45333874706982,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2483.68262115626,-1771.98009254687,-711.702528609393
6001,1.95852812151926,0,0.179813188463171,0,0.0441102445328481,0,9,1.4942573947415,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2492.11962246206,-1776.79975044123,-715.319872020831
6101,1.97844809228194,0,0.180255429767997,0,0.0441102445328481,0,9,1.47118255625387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2495.56718221998,-1778.25169330421,-717.315488915769
6201,2.01424753754345,0,0.181683145862477,0,0.0441102445328481,0,9,1.42787423404592,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2504.99026359367,-1782.31647562919,-722.673787964473
6301,1.90500330385111,0,0.180928395918463,0,0.0436098931888733,0,9,1.45037835365763,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2509.5426861236,-1787.86573144638,-721.676954677224
6401,1.90457101935285,0,0.181564068093057,0,0.0436098931888733,0,9,1.49027436321514,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2506.32165544138,-1786.0785216331,-720.243133808273
6501,1.93271070986613,0,0.17952932465104,0,0.0434040312480753,0,9,1.45390430264082,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2507.32765345218,-1785.31961442014,-722.008039032043
6601,2.00637996028911,0,0.181419713380018,0,0.0429911281984828,0,9,1.46568850907507,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2518.98589631024,-1785.94510319855,-733.040793111691
6701,1.95218860624039,0,0.180654803431649,0,0.0425079194797286,0,9,1.49405379597281,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2522.23842129738,-1782.01202147655,-740.226399820828
6801,1.91337682243736,0,0.184180770406889,0,0.0412309680631999,0,9,1.48867006458951,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2527.21593322518,-1783.58116752829,-743.634765696883
6901,1.80078619365601,0,0.184323095264786,0,0.0407837675943346,0,9,1.44549621195138,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2552.15308469396,-1809.96960001003,-742.183484683933
7001,1.8735114409584,0,0.177985203064367,0,0.0407570602537106,0,9,1.43734503601118,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2547.59947799029,-1785.95874546187,-761.640732528416
7101,1.83002216106476,0,0.172918041740384,0,0.0442395992640752,0,9,1.50337279694871,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2539.05041294295,-1780.27520178623,-758.775211156727
7201,1.87759079265707,0,0.174710914481293,0,0.0446652941099685,0,9,1.45742142426361,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2531.49701636377,-1778.84660008754,-752.650416276224
7301,1.87877854389172,0,0.180321204171901,0,0.0433282386117578,0,9,1.39972223368873,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2527.76379009982,-1782.64651156129,-745.117278538529
7401,1.95553419131572,0,0.182522054233939,0,0.0432930404405353,0,9,1.48834629131091,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2518.14217987936,-1786.16493439638,-731.977245482986
7501,2.05675055123344,0,0.183921745186408,0,0.0455356610024344,0,9,1.41223967672915,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2501.52183932119,-1776.33968795515,-725.182151366043
7601,2.01705022035669,0,0.18222668942801,0,0.0451058785129708,0,9,1.43580303638346,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2500.21161590498,-1774.16298513638,-726.048630768599
7701,2.02819313620593,0,0.181799489536007,0,0.0452565095591976,0,9,1.4216869966892,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2512.07386548856,-1772.32707666925,-739.74678881931
7801,2.05019547845462,0,0.17942334293846,0,0.0462962169783108,0,9,1.43552578822951,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2529.35631294292,-1776.81389130248,-752.54242164044
7901,2.02998568414867,0,0.18207884507633,0,0.0452537546930396,0,9,1.41172567925113,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2536.20421718591,-1788.73631799872,-747.46789918719
8001,2.04833929933843,0,0.183842188417858,0,0.0441939840477632,0,9,1.43773655985968,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2496.60214088991,-1784.53878360993,-712.063357279978
8101,2.07027107641564,0,0.182269016532089,0,0.0471972362544225,0,9,1.49709024519051,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2492.02335066869,-1790.67983074206,-701.343519926628
8201,2.05467252605118,0,0.18386420075041,0,0.0452983602132416,0,9,1.4968036644998,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2499.88287693438,-1783.79755053378,-716.085326400594
8301,2.04242039664707,0,0.185965581124297,0,0.0451276597196512,0,9,1.52904914048497,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2497.46044336181,-1787.72662606816,-709.733817293645
8401,1.97504847529849,0,0.184779145571053,0,0.0445586403380693,0,9,1.44181407366507,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2496.44415554372,-1786.42613894874,-710.018016594984
8501,1.96621992418569,0,0.181144454415399,0,0.0451824219837615,0,9,1.44775034466302,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,1,0,-2509.52313574287,-1781.50701581291,-728.016119929965
