sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,1.70534033514559,0,0.020026978214737,0,0.198101600422524,0,9,1.74788753257599,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.538199032191187,0,0,0,1,0,-3630.34300885395,-3270.58299884314,-359.760010010811
101,1.75021587923169,0,0.0221964899715968,0,0.182416418252978,0,9,2.33315230760491,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.535107338214293,0,0,0,1,0,-3047.21865482361,-2137.71649859876,-909.502156224851
201,1.87765817929723,0,0.00215094595533795,0,0.134746457213584,0,9,2.15187094188065,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.402745149710624,0,0,0,1,0,-2720.99897790911,-1972.60977916267,-748.38919874644
301,2.11339176199386,0,0.0158137789667006,0,0.105036416614341,0,9,1.82405432534969,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.364240242780595,0,0,0,1,0,-2466.3585176377,-1759.80657739027,-706.551940247436
401,2.1507200059865,0,0.0338849823279685,0,0.0978606738273451,0,9,1.18169349111008,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.359715071420594,0,0,0,1,0,-2321.25786527575,-1575.81342670543,-745.444438570322
501,2.25653131543008,0,0.0421228293797879,0,0.0741739887460369,0,9,1.16236397996597,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.190578269464822,0,0,0,1,0,-2234.51894479361,-1551.89343299704,-682.625511796572
601,2.25653131543008,0,0.0358072606482551,0,0.0741739887460369,0,9,1.09093987345222,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.190404031595533,0,0,0,1,0,-2153.47439216078,-1496.04889662123,-657.425495539555
701,2.2557251364536,0,0.039250105373472,0,0.0741739887460369,0,9,1.09093987345222,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.163348615239655,0,0,0,1,0,-2144.71598177739,-1465.02485400224,-679.691127775146
801,2.29812194308006,0,0.0331246894453821,0,0.0756339549355369,0,9,1.01286405503238,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.164499004177634,0,0,0,1,0,-2137.63489473957,-1453.03351292856,-684.601381811015
901,2.27986731455714,0,0.0349898828648244,0,0.0741355641404697,0,9,1.08937806316805,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.149824027707164,0,0,0,1,0,-2209.34742704668,-1522.86777490352,-686.479652143161
1001,2.32574571545271,0,0.0349898828648244,0,0.0724901971956931,0,9,1.04252594777232,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.154340298626042,0,0,0,1,0,-2160.42566458075,-1475.95889376683,-684.466770813916
1101,2.30419172159033,0,0.0352693968547753,0,0.0718007542929961,0,9,1.06257054672994,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.143292431601028,0,0,0,1,0,-2228.69000810776,-1512.38541128115,-716.304596826606
1201,2.15161519117007,0,0.0177124342932463,0,0.0774012906600125,0,9,1.03513304484914,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.158320452304257,0,0,0,1,0,-2210.21398435077,-1466.50809235518,-743.705891995589
1301,2.23730144160482,0,0.0354004700125236,0,0.0708213904981762,0,9,1.04946574856569,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.164155129582774,0,0,0,1,0,-2197.7384822884,-1473.31821424861,-724.420268039784
1401,2.21708510047,0,0.0296302016381284,0,0.0714500414895754,0,9,1.01428785419035,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.157980152871061,0,0,0,1,0,-2193.97312279429,-1471.38258172597,-722.59054106832
1501,2.13767712628477,0,0.0075050521355732,0,0.0755602336093957,0,9,1.04977214184015,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.150449702740213,0,0,0,1,0,-2206.51101726446,-1474.99446225811,-731.516555006351
1601,2.0859015240842,0,0.00191215709226279,0,0.075225179221025,0,9,1.03928106721092,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.150920104041031,0,0,0,1,0,-2189.51354928099,-1459.42281988185,-730.090729399141
1701,2.08938631764333,0,0.0130016858376172,0,0.0746845195521776,0,9,1.0322352989217,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.146747451998547,0,0,0,1,0,-2183.10666680369,-1446.39106543696,-736.71560136673
1801,2.02925604099599,0,0.021708022550693,0,0.0621690722513436,0,9,1.03493083468274,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.138097278826682,0,0,0,1,0,-2161.16346788595,-1479.79872146029,-681.364746425661
1901,2.04708298749426,0,0.0165134933245468,0,0.0628876845568211,0,9,1.03372131644886,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.147714051340788,0,0,0,1,0,-2145.76907165037,-1476.98507707855,-668.783994571822
