sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.85876507172361,0,0.0677801804617047,0,0.15885986732319,0,9,1.46758908184711,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.269838708918542,0,0,0,1,0,-4005.67936405202,-3666.04980815204,-339.629555899978
101,2.89758068338037,0,0.0686935217026621,0,0.145205287840217,0,9,1.98371745698387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.300389502970502,0,0,0,1,0,-2771.07940924416,-2027.22476337365,-743.854645870516
201,2.64757198918135,0,0.0650977879167438,0,0.085910528602657,0,9,1.76224852744823,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.284700369242934,0,0,0,1,0,-2431.35002611664,-1844.31881128692,-587.031214829714
301,2.42851924753973,0,0.0385729923941039,0,0.0853800902319215,0,9,1.43575919931961,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.196555244277696,0,0,0,1,0,-2308.39042140834,-1637.2217313004,-671.168690107937
401,2.42851924753973,0,0.0402894354794331,0,0.0812316899546249,0,9,1.12426697918529,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.178923111817801,0,0,0,1,0,-2170.62717814566,-1528.58115694866,-642.046021197
501,2.37036801416873,0,0.0597935049617532,0,0.0582473830194886,0,9,1.15082711011005,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.1394982683782,0,0,0,1,0,-2146.3680289186,-1574.20262236681,-572.165406551792
601,2.37036801416873,0,0.0546165264587508,0,0.058482413128958,0,9,1.07744633034611,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.1394982683782,0,0,0,1,0,-2171.13612717824,-1552.51785047483,-618.61827670341
701,2.3335679085362,0,0.0548780341064561,0,0.058482413128958,0,9,1.07744633034611,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.139751742951463,0,0,0,1,0,-2158.58831071289,-1519.4512051564,-639.137105556493
801,3.03308829206129,0,0.045914804657013,0,0.0721083846435274,0,9,1.08743070733358,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.120522676054799,0,0,0,1,0,-2135.34434924004,-1573.39318998714,-561.9511592529
901,3.08782632134757,0,0.0391779982241927,0,0.0714424503456269,0,9,1.13407684038469,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.120522676054799,0,0,0,1,0,-2090.10882525999,-1534.96140251042,-555.147422749579
1001,3.02394324807213,0,0.020370238029495,0,0.0735311425453875,0,9,1.05643405853326,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.120522676054799,0,0,0,1,0,-2151.99988941999,-1570.69780045227,-581.302088967723
1101,3.03629700552785,0,0.0284103244309241,0,0.0722567182106025,0,9,1.17768699490082,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.115198412757527,0,0,0,1,0,-2130.88543719495,-1549.24468277929,-581.640754415666
1201,3.05531325413152,0,0.0448767819491008,0,0.0721755283063259,0,9,1.10433705184285,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.113077825380903,0,0,0,1,0,-2108.06040065666,-1514.65648883461,-593.403911822047
1301,3.10086946950451,0,0.0573228139745361,0,0.0723765421084948,0,9,1.0292325962012,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.112094478851654,0,0,0,1,0,-2092.23778560209,-1496.13491219868,-596.102873403414
1401,3.05688156969755,0,0.055059297165562,0,0.0729289882828759,0,9,1.05554545406384,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.120031095435603,0,0,0,1,0,-2103.77867049313,-1507.44446511288,-596.334205380252
1501,3.06808618727212,0,0.0506858585178373,0,0.0716171768778711,0,9,1.13308021752962,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.130586626871446,0,0,0,1,0,-2111.24978889603,-1543.26398276163,-567.985806134396
1601,3.10905047474418,0,0.0498269713710529,0,0.0705164046806029,0,9,1.1153103149214,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.112332090815897,0,0,0,1,0,-2097.42962909909,-1518.10938530732,-579.320243791771
1701,3.05791190380073,0,0.0459368380627298,0,0.0704747507098513,0,9,1.08756810871202,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.111534486584523,0,0,0,1,0,-2092.92071714487,-1504.27670898431,-588.64400816056
1801,3.0533969602543,0,0.0403004349365354,0,0.0714525240509829,0,9,1.09128132720944,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.105949304702529,0,0,0,1,0,-2094.49664638688,-1493.68026183559,-600.816384551286
1901,3.0339552451886,0,0.0350672822037181,0,0.0707472429867282,0,9,1.07077786200567,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.108324579902726,0,0,0,1,0,-2085.85797260318,-1494.52467960286,-591.333293000321
2001,3.03509648506926,0,0.0282478015420779,0,0.0706133584909624,0,9,1.0862561977089,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.100815194523216,0,0,0,1,0,-2078.93982107024,-1485.51349060027,-593.426330469972
2101,3.05232543640455,0,0.0292131978791662,0,0.0707311046209237,0,9,1.1524977117905,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,0.0978554585546338,0,0,0,1,0,-2079.9084376817,-1486.20460336616,-593.703834315541
