sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,th1_SP,th2_SP,th3_SP,alpha_SP,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1401,2.23991013737395,0,0.0786576717742719,0,0.0516921888338402,0,12,1.25800873711705,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.575746638344135,0.408315836170222,0.274880594913847,8.45837921369821,0.311507466414478,0,-36858.9367185558,-35289.8784451674,-1569.05827338838
1501,2.23991013737395,0,0.0786576717742719,0,0.0516921888338402,0,12,1.25800873711705,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.584265685095452,0.41895484884968,0.269587150358129,8.45837921369821,0.311507466414478,0,-36655.9975173642,-35055.5504424117,-1600.44707495248
1601,2.23991013737395,0,0.0786576717742719,0,0.0516921888338402,0,12,1.25800873711705,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.582301377258264,0.429658255623653,0.265928172462154,8.45837921369821,0.311507466414478,0,-36488.0314372854,-34880.8163977155,-1607.21503956984
1701,2.23991013737395,0,0.0786576717742719,0,0.0516921888338402,0,12,1.16846446390264,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.596218943239656,0.435230179084465,0.254112842010799,8.45837921369821,0.311507466414478,0,-36239.1577373148,-34632.1112429613,-1607.04649435351
1801,2.23991013737395,0,0.0786576717742719,0,0.0507457155967131,0,12,1.15451325464528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.594102238947526,0.446333252275362,0.249838175415061,8.45837921369821,0.311507466414478,0,-36071.7870827246,-34464.3587442787,-1607.42833844589
1901,2.23991013737395,0,0.0786576717742719,0,0.0507457155967131,0,12,1.15451325464528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.585823081731797,0.447852311749011,0.233970992339309,8.45837921369821,0.311507466414478,0,-35976.7512838285,-34369.4228714375,-1607.32841239094
2001,2.24274616418406,0,0.0786576717742719,0,0.0507457155967131,0,12,1.15451325464528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.582931495287922,0.455902349310927,0.223751953574828,8.45837921369821,0.311507466414478,0,-35852.8457186073,-34245.4710324322,-1607.3746861751
2101,2.24274616418406,0,0.0786576717742719,0,0.0507457155967131,0,12,1.15451325464528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.577762812827714,0.456412822052371,0.216987377027981,8.45837921369821,0.311507466414478,0,-35831.893109559,-34215.9842866368,-1615.90882292217
2201,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.15451325464528,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.574721950117965,0.458651088743936,0.214107249029912,8.45837921369821,0.322407210620586,0,-35776.0043731134,-34170.5959119654,-1605.40846114802
2301,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.563898022791837,0.452247483534738,0.208040505789686,8.45837921369821,0.322407210620586,0,-35689.1568534459,-34088.8704009732,-1600.28645247272
2401,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.563847217215225,0.451680883984081,0.203206234006211,8.45837921369821,0.322407210620586,0,-35650.3397406372,-34051.2258399875,-1599.11390064973
2501,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.558324864213355,0.45213271505665,0.192874631287995,8.45837921369821,0.322407210620586,0,-35610.9640120836,-34011.3185973541,-1599.64541472955
2601,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.55443483988056,0.43614239100134,0.185537078834604,8.45837921369821,0.322407210620586,0,-35586.451739258,-33983.0085496106,-1603.44318964738
2701,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.547642850563862,0.433920678114518,0.183054132321849,8.45837921369821,0.322407210620586,0,-35559.3086757174,-33946.0130404996,-1613.29563521779
2801,2.24274616418406,0,0.0769547305884771,0,0.0507457155967131,0,12,1.12636267940979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.540827457124833,0.430382509606424,0.1712375820335,8.45837921369821,0.309152924686205,0,-35527.8605071588,-33918.9741650152,-1608.88634214366
2901,2.24514751425013,0,0.0769547305884771,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.524967332687229,0.417695686349179,0.163681374853477,8.45837921369821,0.309152924686205,0,-35465.9507827189,-33861.4255553716,-1604.52522734727
3001,2.24514751425013,0,0.0769547305884771,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.506930623194203,0.404382489095442,0.152014966506976,8.45837921369821,0.309152924686205,0,-35409.4958881077,-33804.9779882523,-1604.51789985545
3101,2.24514751425013,0,0.0769547305884771,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.497740141979885,0.399979802339803,0.154868084837217,8.45837921369821,0.309152924686205,0,-35383.8407665165,-33780.2138471712,-1603.62691934528
3201,2.27387811755761,0,0.0770333612686955,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.484011394171976,0.395742460950278,0.142861962993629,8.45837921369821,0.30099862721283,0,-35332.8842663103,-33729.6911096753,-1603.193156635
3301,2.27287232121453,0,0.0770333612686955,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.481379536068998,0.395760428721551,0.142597542905714,8.45837921369821,0.30099862721283,0,-35285.3339639757,-33683.5480524162,-1601.78591155949
3401,2.40784911895171,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.458190457066521,0.467015240071342,0.146175592269283,9.38141974620521,0.269739478728734,0,-35265.0340079491,-33645.2888997407,-1619.74510820846
3501,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.447317248063627,0.466178150686901,0.150426691207103,9.38141974620521,0.269739478728734,0,-35223.2911315367,-33599.3089865135,-1623.9821450232
3601,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.432788580853958,0.457508139994461,0.149596908220555,9.38141974620521,0.269739478728734,0,-35203.6903962549,-33577.4393002593,-1626.25109599564
3701,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.441037651461083,0.457851107844617,0.143143103264738,9.38141974620521,0.269739478728734,0,-35197.1712494753,-33574.295242374,-1622.87600710128
3801,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.431650178597774,0.455859737833962,0.145431542755104,9.38141974620521,0.248702752524987,0,-35167.5292809923,-33542.9245580116,-1624.60472298073
3901,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.434114309896249,0.452942189413589,0.144290583373513,9.38141974620521,0.248702752524987,0,-35150.4524810937,-33529.3520537724,-1621.10042732123
4001,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.434548286797944,0.454775965162553,0.137800647651311,9.38141974620521,0.248702752524987,0,-35111.9169059894,-33493.361043692,-1618.55586229742
4101,2.3959966105409,0,0.086580970918294,0,0.051750508742407,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.429939321489073,0.453135320192669,0.137888927750755,9.38141974620521,0.248702752524987,0,-35093.9963096691,-33474.9530381479,-1619.04327152119
4201,2.3959966105409,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.422539196037687,0.444840473805089,0.13983721308643,9.38141974620521,0.249118610089645,0,-35069.0640864076,-33453.8659211504,-1615.19816525727
4301,2.3959966105409,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.414579534300137,0.443503283385653,0.132997768442146,9.38141974620521,0.249118610089645,0,-35056.5248195271,-33440.235856379,-1616.28896314815
4401,2.3959966105409,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.411961787964683,0.429673545104452,0.127089862718712,9.38141974620521,0.249118610089645,0,-35023.0853083646,-33411.7463886867,-1611.33891967792
4501,2.3959966105409,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.412004120692145,0.435359011758119,0.13095875433879,9.38141974620521,0.249118610089645,0,-35011.8579959296,-33399.3680662782,-1612.48992965141
4601,2.3959966105409,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.410461806030944,0.426747991926968,0.129578892844729,9.38141974620521,0.249118610089645,0,-34980.0105256019,-33375.0129094264,-1604.99761617546
4701,2.41713948147371,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.406057088105008,0.421790961367078,0.122272686592769,9.38141974620521,0.265982347787358,0,-34959.2117052717,-33354.8753665328,-1604.33633873882
4801,2.2899662646465,0,0.0760162329417654,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.43854549729731,0.379577186121605,0.124388845022767,8.45837921369821,0.302939965850674,0,-34982.9821501333,-33404.0386990427,-1578.94345109057
4901,2.2899662646465,0,0.0760162329417654,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.442616086448543,0.377614293585066,0.126246306935791,8.45837921369821,0.302939965850674,0,-34973.5950716465,-33390.8970174041,-1582.69805424246
5001,2.41713948147371,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.400878838778008,0.42002429594053,0.123298862343654,9.38141974620521,0.268283633803949,0,-34923.7919057668,-33328.011819611,-1595.78008615581
5101,2.41713948147371,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.400526654922869,0.414797232756391,0.120676297077443,9.38141974620521,0.268283633803949,0,-34909.1629401598,-33311.8376559326,-1597.32528422719
5201,2.41713948147371,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.39664888186846,0.409066443978809,0.123043019876349,9.38141974620521,0.268283633803949,0,-34898.431262991,-33307.2932643703,-1591.13799862077
5301,2.2899662646465,0,0.0755020479089581,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.433403480593115,0.371336772714276,0.124705432534683,8.45837921369821,0.298909411653876,0,-34875.6795694842,-33306.8784360986,-1568.80113338564
5401,2.2899662646465,0,0.0755020479089581,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.436063050453086,0.375761727429926,0.122888002404943,8.45837921369821,0.298909411653876,0,-34878.6875808682,-33307.6548917102,-1571.03268915798
5501,2.41713948147371,0,0.086580970918294,0,0.0513525785179809,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.384785672570579,0.39338656937005,0.11488720068708,9.38141974620521,0.268283633803949,0,-34871.2318239346,-33292.6927928891,-1578.53903104555
5601,2.2899662646465,0,0.0729931995389052,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.418022852514405,0.397256816029549,0.123961827985476,8.45837921369821,0.303934981052298,0,-34842.1967170846,-33268.1370781564,-1574.05963892819
5701,2.2899662646465,0,0.0729931995389052,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.417861771737226,0.397774174793158,0.129731425994541,8.45837921369821,0.303934981052298,0,-34830.7240805613,-33258.6753337786,-1572.04874678269
5801,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.11875180539209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.415488381772302,0.396150857191533,0.124618338041473,8.45837921369821,0.303934981052298,0,-34829.1885792168,-33250.4270626094,-1578.76151660736
5901,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.11718708451372,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.415343005151954,0.389756936307531,0.127702645321842,8.45837921369821,0.298360572680831,0,-34816.4337034093,-33239.4908897104,-1576.94281369891
6001,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.09789267682936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.415150066381321,0.39048687572591,0.121399179291911,8.45837921369821,0.298360572680831,0,-34789.8018290876,-33207.0317143655,-1582.77011472214
6101,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.09789267682936,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.415576178480406,0.386739072205964,0.120325535654556,8.45837921369821,0.298360572680831,0,-34772.603331371,-33190.7744004134,-1581.82893095766
6201,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.412537556078751,0.374457253904547,0.117326440624892,8.45837921369821,0.298360572680831,0,-34760.3074998124,-33181.2066428019,-1579.10085701058
6301,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.414098391071894,0.376446176988538,0.124873997869435,8.45837921369821,0.304036657237448,0,-34758.3926988809,-33177.4218492652,-1580.97084961566
6401,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.406952189009171,0.381511220741086,0.122451755397487,8.45837921369821,0.304036657237448,0,-34741.2233184354,-33163.7538738688,-1577.46944456662
6501,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.407229909810704,0.377654882348143,0.123870232715271,8.45837921369821,0.304036657237448,0,-34725.0410054555,-33148.6343729472,-1576.40663250825
6601,2.2767937769182,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.410642794955057,0.375294777527452,0.123356415475718,8.45837921369821,0.304036657237448,0,-34723.9200635776,-33146.467805899,-1577.45225767865
6701,2.43637521462515,0,0.0847293850849383,0,0.0510601632064208,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.378157867116388,0.396933148207608,0.118062358160969,9.38141974620521,0.302084298061673,0,-34731.6168433068,-33154.0552668307,-1577.56157647607
6801,2.43637521462515,0,0.0847293850849383,0,0.0510601632064208,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.387921588867903,0.398332553959917,0.118338129967451,9.38141974620521,0.302084298061673,0,-34737.2200979216,-33152.1003950927,-1585.11970282886
6901,2.28989790128544,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.4082338258042,0.38001386561431,0.117465862454846,8.45837921369821,0.306838781489059,0,-34712.8676753688,-33135.4840160325,-1577.38365933632
7001,2.43637521462515,0,0.0847293850849383,0,0.0510601632064208,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.380316097703763,0.39746760911541,0.111743675481993,9.38141974620521,0.302084298061673,0,-34711.8945128836,-33132.4066165887,-1579.4878962949
7101,2.28989790128544,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.403495805636049,0.369398924096022,0.114224534928798,8.45837921369821,0.306838781489059,0,-34702.2343507083,-33126.1410456511,-1576.09330505723
7201,2.43637521462515,0,0.0836005392833613,0,0.0510601632064208,0,12,1.11200263060164,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.375288110200782,0.3898787449277,0.107883209211286,9.38141974620521,0.302084298061673,0,-34678.4937838093,-33101.6510989323,-1576.84268487705
7301,2.43637521462515,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.376623143283651,0.397406550224404,0.112801413619891,9.38141974620521,0.302084298061673,0,-34661.3900424754,-33088.4129663977,-1572.97707607764
7401,2.4350988634862,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.380146581411828,0.39729295355035,0.1076771264337,9.38141974620521,0.3025670174486,0,-34658.8441110827,-33087.8961444959,-1570.94796658678
7501,2.4350988634862,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.378010641504079,0.39158594986191,0.109105280740186,9.38141974620521,0.3025670174486,0,-34636.5317323627,-33072.0764253947,-1564.45530696803
7601,2.28989790128544,0,0.0729931995389052,0,0.0507457155967131,0,12,1.07636833423749,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.40852026505163,0.370186154767871,0.116951019528787,8.45837921369821,0.306838781489059,0,-34634.5914913986,-33070.1628884794,-1564.42860291925
7701,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.377447922471911,0.399889179964084,0.118305422803387,9.38141974620521,0.3025670174486,0,-34611.8639365566,-33050.3614632943,-1561.5024732623
7801,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.383293095375412,0.404261594985146,0.117315481777768,9.38141974620521,0.3025670174486,0,-34595.4270096519,-33037.7798599912,-1557.64714966074
7901,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.386906562007498,0.406214398976881,0.117281225039623,9.38141974620521,0.3025670174486,0,-34579.3908367073,-33022.8705512303,-1556.52028547708
8001,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.384357672811021,0.406034441310912,0.115058071212843,9.38141974620521,0.3025670174486,0,-34575.8632545282,-33017.8033311341,-1558.05992339413
8101,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.381970600401983,0.406430502582807,0.117054293556139,9.38141974620521,0.3025670174486,0,-34580.0448891186,-33016.0605131667,-1563.98437595195
8201,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.38182843484683,0.396999700434971,0.111068101103883,9.38141974620521,0.3025670174486,0,-34575.1131527603,-33013.8972177955,-1561.21593496484
8301,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.375796956794802,0.392942147541325,0.112172948066145,9.38141974620521,0.289729390083812,0,-34570.323118651,-33006.7910998979,-1563.53201875309
8401,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.09414718323387,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.376534885277506,0.396958143396768,0.109799867349211,9.38141974620521,0.293268767292611,0,-34562.2222931847,-32998.4650267576,-1563.75726642713
8501,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.378192989341915,0.400178810236975,0.114213510877453,9.38141974620521,0.293268767292611,0,-34545.0749705048,-32984.6699975634,-1560.40497294136
8601,2.43412301717326,0,0.0836005392833613,0,0.0510601632064208,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.37426348293433,0.404099937218707,0.111390017790254,9.38141974620521,0.293268767292611,0,-34538.152884053,-32976.3728292637,-1561.78005478927
8701,2.43412301717326,0,0.0827519055106677,0,0.0512435075594112,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.372703043739312,0.411304099648259,0.114629563628696,9.38141974620521,0.293268767292611,0,-34531.1232758562,-32967.1139871672,-1564.00928868896
8801,2.43412301717326,0,0.0827519055106677,0,0.0512435075594112,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.368660146468319,0.402064321015495,0.116449436640832,9.38141974620521,0.293268767292611,0,-34520.8892545023,-32959.920469126,-1560.96878537634
8901,2.43412301717326,0,0.0827519055106677,0,0.0512435075594112,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.368797896956094,0.408600240941159,0.112019692163449,9.65338810347021,0.293268767292611,0,-34513.6821099051,-32959.9011413381,-1553.78096856698
9001,2.43412301717326,0,0.0827519055106677,0,0.0512435075594112,0,12,1.08243251952808,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.367273182335776,0.41838022124255,0.111220340230502,9.65338810347021,0.293268767292611,0,-34513.9102121104,-32960.3098110393,-1553.60040107107
