sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,th1_SP,th2_SP,th3_SP,alpha_SP,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
2701,1.89553600535351,0,0.0442447573003299,0,0.0536961872445169,0,12,1.07054434960391,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.324549970600327,0.547534474997622,0.123875123806399,11.7594914517653,0.333975889239967,0,-34881.5672100177,-33055.9881723577,-1825.57903765998
2801,1.89601866264688,0,0.0440322725643672,0,0.053881814671441,0,12,1.07741531820294,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.322304709440454,0.545291118303408,0.120065822953485,11.7594914517653,0.331224037253778,0,-34868.6093536713,-33044.0817114276,-1824.52764224369
2901,1.91002415865336,0,0.0444335991647952,0,0.0542216969274058,0,12,1.08597821870251,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.323764903297815,0.547533147639666,0.120080906044936,11.7208168511066,0.32125104059991,0,-34831.7493575205,-33015.2147562474,-1816.53460127315
3001,1.91036104691394,0,0.0430138494207318,0,0.0543326578965957,0,12,1.06487275915333,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317925646420654,0.54426165367118,0.120553332840655,11.5145165513425,0.323971072340345,0,-34774.3320199852,-32953.2455728733,-1821.08644711192
3101,1.89469479836442,0,0.0419880269562099,0,0.0543638357790198,0,12,1.06632166973837,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317730012201237,0.536388709193654,0.118394735994494,11.5096753219273,0.329451035589581,0,-34745.5807988389,-32921.3843567966,-1824.19644204229
3201,1.89469479836442,0,0.0427843079300828,0,0.0535625621132762,0,12,1.06059246329101,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.315855462819537,0.539682293985521,0.117865685674242,11.4978671920714,0.33398902117909,0,-34729.4558055278,-32907.1552852878,-1822.30052024
3301,1.88525219891139,0,0.0413524265491421,0,0.0540882533313717,0,12,1.06921065534191,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.313443980538236,0.546996026189319,0.117080259558475,11.4978671920714,0.321126786394553,0,-34719.1791889575,-32896.5839900529,-1822.59519890461
3401,1.88018462772266,0,0.0413524265491421,0,0.0541965717910294,0,12,1.06342011548512,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.310764196993334,0.541668746651854,0.11600193511869,11.4978671920714,0.32039185927591,0,-34693.0195518925,-32867.5907524655,-1825.42879942701
3501,1.86620248533583,0,0.041342969491508,0,0.054139509244895,0,12,1.06290457815175,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.312153234125908,0.532188676013569,0.116865895166862,11.5727659025938,0.320579976541562,0,-34667.7878275689,-32851.103859269,-1816.68396829981
3601,1.87139631019142,0,0.0410094945266966,0,0.054139509244895,0,12,1.06290457815175,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.310636606761446,0.539570376930694,0.115691511133779,11.5598755497538,0.320579976541562,0,-34663.7155430208,-32840.5609279852,-1823.15461503558
3701,1.86939009596394,0,0.0411448176573335,0,0.0542750752334943,0,12,1.06605946984677,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.309946132162255,0.531107313935186,0.112155554623414,11.5598755497538,0.312072842214083,0,-34642.8940922032,-32825.2555237108,-1817.6385684924
3801,1.86231617412289,0,0.0408097356186818,0,0.054083823422507,0,12,1.06181181136024,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.309333095010976,0.538186925271145,0.115855248252029,11.5598755497538,0.31545005141979,0,-34623.5839896916,-32804.4969691305,-1819.08702056118
3901,1.85298917777742,0,0.0408097356186818,0,0.0539757429808804,0,12,1.05730174203389,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.306932215995425,0.526099830530567,0.1121089875192,11.5598755497538,0.316950826965531,0,-34622.9818581385,-32796.7921287894,-1826.18972934913
4001,1.85638865103231,0,0.0403304187388606,0,0.0539757429808804,0,12,1.05436511686741,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.30849217356634,0.549820145229459,0.11728093855152,11.5598755497538,0.323720083318873,0,-34599.5208429317,-32775.4048225967,-1824.116020335
4101,1.84959183033384,0,0.0393483889121926,0,0.0542418414534489,0,12,1.06731696122502,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.309462895152921,0.547277724812925,0.114036331003004,11.6983274905346,0.317194056723272,0,-34580.4944693055,-32754.6813819952,-1825.81308731028
4201,1.83702026738618,0,0.0389945878341598,0,0.0539509462939375,0,12,1.0655894792839,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.308353071669984,0.560115280259472,0.114608666037583,11.6983274905346,0.309898432922785,0,-34548.0664290608,-32718.3975516047,-1829.66887745613
4301,1.82969369070097,0,0.0382095201847753,0,0.0536003798855378,0,12,1.06148577826269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.30800892411997,0.552115466625525,0.117809762013832,11.5781640663981,0.325344466078656,0,-34516.6973591841,-32691.364298535,-1825.33306064911
4401,1.82780527721186,0,0.0378094199021972,0,0.05355282339483,0,12,1.06148577826269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.310007310893362,0.564819987370755,0.116382126944909,11.5781640663981,0.323543391680563,0,-34493.6356407331,-32666.6766936699,-1826.95894706318
4501,1.82058885121645,0,0.0378094199021972,0,0.0533816769292132,0,12,1.06148577826269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.311112453855381,0.576215148221488,0.124923729812951,11.5781640663981,0.325622870237978,0,-34473.3399453607,-32645.103386073,-1828.23655928771
4601,1.82232780572747,0,0.0375905617517467,0,0.053259199756151,0,12,1.0530231073644,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.310662716444186,0.577703170718886,0.124045447944891,11.6047001492854,0.32286233031095,0,-34445.9645025344,-32622.2612864941,-1823.70321604029
4701,1.82647899712627,0,0.0366727543924999,0,0.053027137603866,0,12,1.05713273136254,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.304902908211965,0.564321892762907,0.121604913651416,11.4962414896941,0.328535915444201,0,-34402.2667270588,-32587.6117655357,-1814.65496152312
4801,1.82292849801431,0,0.0365233847089112,0,0.0531437999620325,0,12,1.04752784764838,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.307286634756257,0.556504340248439,0.11834672490617,11.2438858966135,0.318792998583894,0,-34392.9577167656,-32579.0440320255,-1813.91368474007
4901,1.81833536989701,0,0.036902521179469,0,0.0529339291946142,0,12,1.04752784764838,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.305524992155148,0.556504340248439,0.118335788146929,11.1845805462793,0.314646785823179,0,-34381.234693824,-32566.0544948542,-1815.18019896976
5001,1.81550612290336,0,0.0365137523485799,0,0.0531787844028554,0,12,1.05391650959021,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.310936881687341,0.556504340248439,0.118335788146929,11.1688664892847,0.312729980888502,0,-34364.5744685078,-32557.5351527881,-1807.03931571967
5101,1.81635333839653,0,0.0356022170595169,0,0.053204766324461,0,12,1.04956815768509,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.300950929459194,0.556504340248439,0.118335788146929,11.2305159945685,0.318289539723849,0,-34357.470359202,-32551.5874304081,-1805.88292879392
5201,1.81645457667221,0,0.0354913539819238,0,0.0529888755565875,0,12,1.05604572698795,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.299036518143032,0.556504340248439,0.118335788146929,11.036224536364,0.319460858650292,0,-34342.7601762476,-32536.8524111793,-1805.90776506828
5301,1.81302482552921,0,0.0355811265068413,0,0.0531091177919843,0,12,1.049840249388,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.307786161123204,0.555528792381977,0.119098885937216,11.054139743978,0.321115914084623,0,-34326.7547940674,-32525.6626696231,-1801.09212444425
5401,1.80713486926557,0,0.035474916849619,0,0.0529483522270654,0,12,1.05635549928609,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.316082610616573,0.557256067206747,0.124646722855062,10.8079656424979,0.319868444477385,0,-34322.6210476671,-32515.8113918273,-1806.80965583977
5501,1.78477312482041,0,0.0338222669349971,0,0.053210072410977,0,12,1.03923397062551,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.317506420440262,0.557256067206747,0.121915847947571,10.9025635295824,0.310479599362077,0,-34292.1923448745,-32488.6437148629,-1803.54863001156
5601,1.79509887237524,0,0.0346459236569811,0,0.0530794025425282,0,12,1.04583946287881,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.305702634201761,0.557256067206747,0.118124076651836,11.1117593483409,0.313468626571554,0,-34291.0079920694,-32483.1731095359,-1807.83488253355
5701,1.78597697088636,0,0.0347703243729139,0,0.0529747219648401,0,12,1.04228133434487,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.305702634201761,0.553528580636899,0.117063351276502,11.2251169280777,0.315285863372849,0,-34247.2926235693,-32446.6861275285,-1800.60649604084
5801,1.78670081933737,0,0.0343574048894589,0,0.0526920036319065,0,12,1.05167720963568,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.296518726898269,0.553528580636899,0.114774013287955,11.193102688388,0.326620525303309,0,-34242.3501939132,-32446.8303101148,-1795.51988379841
5901,1.78002947735885,0,0.0336830425216666,0,0.0528811552457182,0,12,1.03582229236772,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.296130939514714,0.553528580636899,0.11542468689333,11.2218384884145,0.314890628784666,0,-34222.1271209043,-32430.0591489138,-1792.06797199054
6001,1.77620861789089,0,0.034101990340636,0,0.0530564002143204,0,12,1.03197920929841,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.296130939514714,0.552755553256157,0.11542468689333,11.3780202708856,0.320501033988338,0,-34219.9788166049,-32430.5299172193,-1789.44889938562
6101,1.78478627571505,0,0.033964142959917,0,0.0531537339772549,0,12,1.04479430356223,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.296130939514714,0.552755553256157,0.11310513183931,11.373540789318,0.307249039005228,0,-34159.9406147869,-32378.6138007337,-1781.32681405321
6201,1.79742750120524,0,0.0346454036442291,0,0.0530908882954194,0,12,1.05207706143449,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.294600647009239,0.563081138095612,0.115170730556268,11.4139201352536,0.312602361614707,0,-34138.9411822895,-32368.7234042863,-1770.21777800313
6301,1.80146049249027,0,0.034775788267336,0,0.0533465450901461,0,12,1.03793927248511,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.294600647009239,0.563081138095612,0.115170730556268,11.3486363854417,0.305841537349007,0,-34125.1573584027,-32354.0687226789,-1771.08863572371
6401,1.80124690786686,0,0.0352671961282073,0,0.0535308612040128,0,12,1.04875741004239,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.293083017540147,0.548691515904844,0.114606570917003,11.3785892124641,0.304094548061176,0,-34121.8839069542,-32348.7893596998,-1773.09454725434
6501,1.81218237852895,0,0.034582350391684,0,0.0536179685748335,0,12,1.04180655877366,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.293083017540147,0.548691515904844,0.117736373217701,11.270350288225,0.310251576397118,0,-34107.8798544341,-32334.0174615492,-1773.86239288496
6601,1.81252161478084,0,0.0342880182219559,0,0.0537631348366488,0,12,1.04071262831849,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.293083017540147,0.537738859700078,0.106497733587776,11.2374808481005,0.310251576397118,0,-34096.5557014257,-32323.6188150152,-1772.93688641056
6701,1.8043149244639,0,0.0340611301154688,0,0.0537386338875484,0,12,1.02987624819403,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.293083017540147,0.522338722157063,0.110453238993024,11.1078877594303,0.308186922900122,0,-34087.1762046109,-32309.3841383908,-1777.79206622017
6801,1.81029449837525,0,0.0336807014573375,0,0.0539563643805342,0,12,1.03952710864338,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.294341455766298,0.538064031545304,0.114165273814964,11.1080282461732,0.309353379635784,0,-34080.0585703096,-32301.6549108709,-1778.40365943872
6901,1.81247292357157,0,0.0342263521008934,0,0.0538053506053333,0,12,1.0406240135269,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.295073634401706,0.54850406525132,0.112392204826057,11.1439500907797,0.302580120613041,0,-34051.323291478,-32278.9644262327,-1772.35886524525
7001,1.80968622203335,0,0.033994737993098,0,0.0540462534712278,0,12,1.03062415023708,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.292228103402423,0.556155890890027,0.116113967547353,11.262415100644,0.296045333212239,0,-34044.3322211743,-32273.6065329209,-1770.72568825332
7101,1.79927739814055,0,0.0335183794463,0,0.0534983580732288,0,12,1.03252938726635,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.292228103402423,0.551567730669874,0.116870325366916,11.2246816006745,0.301751405045306,0,-34023.4412100763,-32259.0651240617,-1764.37608601463
7201,1.79862461903946,0,0.0337066013632198,0,0.053643163482164,0,12,1.02543428681529,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.292228103402423,0.549969951554735,0.115179075491676,11.1921868484053,0.299920910497302,0,-33995.4562573475,-32235.76923602,-1759.68702132756
7301,1.80872725523444,0,0.0332778946245469,0,0.0537178579154486,0,12,1.0333877110926,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.292228103402423,0.558006374541075,0.11100946518272,11.182357975004,0.306042505121744,0,-33960.5679536022,-32204.816868497,-1755.75108510519
7401,1.81435941873369,0,0.0339193244911619,0,0.0536640406227511,0,12,1.02989929528001,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.295969808624843,0.542286679182091,0.107218084348928,11.1352526798538,0.309454755692711,0,-33955.1438483076,-32197.4535063556,-1757.69034195208
7501,1.81521838749266,0,0.0334270579707942,0,0.0536751991356142,0,12,1.03428745048768,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.295969808624843,0.540504199208835,0.110314221169082,11.1477880080964,0.313910525344937,0,-33936.9586149622,-32180.7609509704,-1756.19766399181
7601,1.81102335729304,0,0.0340253686520462,0,0.053487800740921,0,12,1.03185423426757,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.295969808624843,0.551638291210626,0.116090951559339,11.2102420540984,0.310649231670511,0,-33946.4375439987,-32187.2266940498,-1759.21084994891
7701,1.83027846500665,0,0.0344620126422648,0,0.0535985597381731,0,12,1.04489276510344,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.295969808624843,0.5525299374067,0.115543895384703,11.0230008832201,0.310649231670511,0,-33955.6093316341,-32197.7094040491,-1757.89992758508
7801,1.83349733949134,0,0.0331677533533663,0,0.053886997662405,0,12,1.02911626984982,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.290881632863074,0.536841112147822,0.112397569431725,11.0107753800525,0.318732081811603,0,-33945.4686029379,-32192.1449252892,-1753.32367764867
7901,1.82610706146792,0,0.0331106195271357,0,0.0536394316023656,0,12,1.03398699619871,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.290881632863074,0.525619836100889,0.104504908915994,10.7709417391327,0.318732081811603,0,-33936.825928757,-32186.0824400597,-1750.74348869724
8001,1.81406647081804,0,0.0330411521381884,0,0.0532452539011646,0,12,1.02700304477941,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.291484549231471,0.519597420771462,0.110385043477137,10.7487154995129,0.33203764493311,0,-33940.522767618,-32182.3526141574,-1758.17015346058
8101,1.80122461536232,0,0.0329229618115016,0,0.0531797635962298,0,12,1.02900768672208,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.28990871791847,0.513753402729409,0.102138607771898,10.8372782111979,0.314745765794917,0,-33919.5370254258,-32174.4060778803,-1745.13094754544
8201,1.79644003050508,0,0.032500577985762,0,0.0529994359710287,0,12,1.03155212423683,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.286428780620212,0.505710605528168,0.100509373396648,10.7667003280306,0.319392457936969,0,-33904.9688404416,-32166.1634139576,-1738.80542648399
8301,1.79453347567892,0,0.0324481869383645,0,0.0531324902793715,0,12,1.03931177489077,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.286645932575782,0.50762065895273,0.106238743503473,10.7599999214141,0.313407503344752,0,-33889.5544435196,-32154.8819083115,-1734.67253520807
8401,1.78742309518576,0,0.0320505281861455,0,0.0529590740947146,0,12,1.02852538665383,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.284287746222374,0.505867368348031,0.101238436421367,10.7308775556897,0.31565192586204,0,-33880.5993014593,-32154.2292634065,-1726.37003805279
8501,1.79213570086886,0,0.0326352166903903,0,0.0526857219555841,0,12,1.03633210893259,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.281237744887346,0.500700116964886,0.102934523158231,10.7784774858516,0.317358846690243,0,-33875.5545570901,-32147.8414550517,-1727.71310203842
8601,1.8025570755995,0,0.0326352166903903,0,0.052996154850022,0,12,1.03311796765874,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.281240734113654,0.500830967206836,0.102332008957966,10.788501834853,0.313648571500005,0,-33867.8382800192,-32143.0954223244,-1724.74285769483
8701,1.80905404678575,0,0.0326169897267945,0,0.0530387375413284,0,12,1.01410244991281,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.282269925572273,0.505632628680224,0.103680520044903,10.7904159069523,0.317583515673546,0,-33861.0550404273,-32136.3564857313,-1724.69855469596
8801,1.82210814534297,0,0.0328905046640723,0,0.0531204979458299,0,12,1.02580885957962,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.281543819390433,0.511573618114056,0.1040335792685,10.727738764046,0.316854975529001,0,-33849.4593981369,-32129.6048247191,-1719.85457341782
8901,1.82170678078172,0,0.0330443492348008,0,0.0531162103192948,0,12,1.02119207972856,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.286482016445579,0.513846324817399,0.101448276346358,10.7834485198794,0.325009770138159,0,-33845.9889256424,-32127.0337456637,-1718.9551799787
