sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,lnlike,likelihood,prior_prob
7601,2.31812690983502,0,0.200158431752067,0,0.0199530809004266,0,12,0.988857022302937,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6673.02168173426,-5423.33013665718,-1249.69154507709
7701,2.33898396339687,0,0.207057710705092,0,0.020016453281187,0,12,0.982686090334926,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6673.24430534529,-5422.42574851659,-1250.8185568287
7801,2.37309071991341,0,0.206882321191002,0,0.0204736078053274,0,12,0.959317912800366,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6645.77498443969,-5414.30527731032,-1231.46970712937
7901,2.3461256020412,0,0.200534706521865,0,0.0203380408833263,0,12,0.964058078927137,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6636.13075248601,-5413.05890545839,-1223.07184702762
8001,2.3302626623715,0,0.19565683343057,0,0.019917373853021,0,12,0.948154445052555,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6658.68667125042,-5414.67639582992,-1244.0102754205
8101,2.40565893865078,0,0.217700307923136,0,0.0212072182095941,0,12,0.980052655071047,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6650.37111087906,-5405.78057979911,-1244.59053107995
8201,2.35908434796764,0,0.210874567334171,0,0.0211156838320281,0,12,0.977641885969028,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6651.36551991923,-5404.35205971972,-1247.01346019951
8301,2.37508881204852,0,0.208383453424916,0,0.0207355571400554,0,12,0.951112641235987,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6645.87557453567,-5406.4470577193,-1239.42851681636
8401,2.3754941932101,0,0.215183388727247,0,0.0208235238436648,0,12,0.96363660507929,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6665.3810601031,-5404.78316042226,-1260.59789968083
8501,2.34705161172822,0,0.208051636891306,0,0.0197860064363255,0,12,0.973465186704979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6697.04430942237,-5423.56056879078,-1273.4837406316
8601,2.38316242585857,0,0.21364971019464,0,0.0210671022387899,0,12,0.951345896196487,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6652.77643194062,-5395.18912845093,-1257.58730348969
8701,2.32547370025335,0,0.206653188087012,0,0.0210675386104378,0,12,0.94327836952712,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6649.54045612834,-5391.25001115712,-1258.29044497121
8801,2.34796365857544,0,0.211946034509789,0,0.0209326840154942,0,12,0.946277998783209,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6649.95117680464,-5389.19521984648,-1260.75595695816
8901,2.37740894828443,0,0.21148565132825,0,0.0214998457649276,0,12,0.956791878408351,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6638.22769589703,-5390.56441023683,-1247.6632856602
9001,2.38682535460937,0,0.209778339130336,0,0.0213806980596032,0,12,0.953039205779063,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6643.57721485355,-5394.90091322105,-1248.6763016325
9101,2.35828425024503,0,0.206985279318778,0,0.0206730994759542,0,12,0.956780419170702,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6645.8000444785,-5395.05242523219,-1250.74761924631
9201,2.36392179244604,0,0.206985279318778,0,0.0210984388225894,0,12,0.966061159287937,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6643.77136653732,-5397.5841426748,-1246.18722386252
9301,2.33854793402651,0,0.195632190450544,0,0.0204686541232817,0,12,0.990385423474739,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6685.48412879116,-5429.35377386589,-1256.13035492527
9401,2.35848662720082,0,0.219810171186598,0,0.0200257670740678,0,12,0.972875155991462,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6687.72922776533,-5408.66602178011,-1279.06320598521
9501,2.40056966416036,0,0.217919079994745,0,0.0209415443395835,0,12,0.949492268899201,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6672.75539126951,-5396.867864879,-1275.88752639051
9601,2.36097916320697,0,0.210408323779121,0,0.0199439149762622,0,12,0.922414965663022,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6660.06506438187,-5403.71516396985,-1256.34990041202
9701,2.35202175308128,0,0.212440698149052,0,0.0201620379228602,0,12,0.954300701744353,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6634.6013405663,-5391.44699062436,-1243.15434994195
9801,2.34719656908139,0,0.212440698149052,0,0.0204634322777936,0,12,0.952803317188541,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6630.01481454717,-5376.57375169374,-1253.44106285343
9901,2.35041915179072,0,0.208864487237714,0,0.0208525576277426,0,12,0.932243249268292,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6643.29944658524,-5380.80798881122,-1262.49145777402
10001,2.34588817230855,0,0.206056533012731,0,0.0210692743905182,0,12,0.978453001242218,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6642.11375240271,-5380.76175359812,-1261.35199880459
10101,2.39277510709906,0,0.216199669206077,0,0.0207220012967798,0,12,0.953111486053852,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6637.81126840399,-5383.06990565076,-1254.74136275323
10201,2.37035107360328,0,0.213382951991458,0,0.0207020891136794,0,12,0.97008829257307,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6628.0732933986,-5377.73784494598,-1250.33544845262
10301,2.40948477692844,0,0.216644233849703,0,0.0211372118288143,0,12,0.959697747977464,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6625.78153781145,-5379.77538687491,-1246.00615093654
10401,2.39179977758572,0,0.216644233849703,0,0.0210793792581076,0,12,0.970330750814949,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6627.98546264255,-5377.96730279362,-1250.01815984893
10501,2.36878989682954,0,0.215312304341214,0,0.0210335888260134,0,12,0.953564808872377,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6614.16652697186,-5376.32056762819,-1237.84595934367
10601,2.39942824503754,0,0.218475857530842,0,0.0209083149013472,0,12,0.95663485356142,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6604.9300779604,-5371.60097288607,-1233.32910507434
10701,2.3911557022691,0,0.217550136231921,0,0.0208718107777457,0,12,0.95367396392693,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6603.99186739123,-5379.09621270057,-1224.89565469066
10801,2.39429731840484,0,0.21554868833809,0,0.0208718107777457,0,12,0.947531676220337,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6593.7026428566,-5378.25080409399,-1215.45183876261
10901,2.38929009708352,0,0.21554868833809,0,0.0208009693671066,0,12,0.94636658502523,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6590.91284054447,-5380.58349639091,-1210.32934415356
11001,2.40557879196779,0,0.216958452770214,0,0.0210831580884437,0,12,0.953453625577237,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6606.97608734274,-5376.06013023191,-1230.91595711083
11101,2.40270346137323,0,0.218096328685465,0,0.020788220792475,0,12,0.956854459596187,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6587.68838026253,-5370.125479393,-1217.56290086953
11201,2.37834740200229,0,0.218394378989423,0,0.0208412551944719,0,12,0.970190407531932,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6604.68821573569,-5376.57035195123,-1228.11786378446
11301,2.37507050779779,0,0.217224540335453,0,0.0207538914634214,0,12,0.962192254249932,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6579.62229575544,-5367.81914058498,-1211.80315517046
11401,2.35166397869306,0,0.212690896823636,0,0.0206496244534532,0,12,0.943543411551979,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6577.10535103965,-5377.71141399344,-1199.3939370462
11501,2.34675117861702,0,0.213824310176235,0,0.0204336099873935,0,12,0.971450319850864,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6582.05280089348,-5368.41153504312,-1213.64126585035
11601,2.39192544430092,0,0.216293243324027,0,0.0208395497052483,0,12,0.979007925911709,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6600.3490577177,-5371.3750173765,-1228.97404034121
11701,2.3944783167422,0,0.216024322719018,0,0.0209368915284921,0,12,0.958746308902061,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6580.25885223647,-5375.23143112605,-1205.02742111042
11801,2.41570121161013,0,0.22062646140538,0,0.0211431627460776,0,12,0.943936493969117,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6580.04609100729,-5373.6422197282,-1206.40387127908
11901,2.43301022230724,0,0.214948937700418,0,0.0210001403285036,0,12,0.960731436375561,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6565.1466279014,-5369.53096298985,-1195.61566491155
12001,2.41766400501395,0,0.216787808413535,0,0.0210362723594679,0,12,0.960868361904663,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6579.26679872404,-5365.95329599432,-1213.31350272972
12101,2.42601329346105,0,0.214093528733861,0,0.0214968164667384,0,12,0.946385902321969,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6574.07273359125,-5367.24033640187,-1206.83239718938
12201,2.42233299049264,0,0.216820880597588,0,0.0211754925144892,0,12,0.951355291437952,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6565.76429485864,-5373.52533245301,-1192.23896240563
12301,2.4053364546423,0,0.214827846575746,0,0.0212752976906296,0,12,0.962887142806205,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6570.66538061259,-5363.09591626561,-1207.56946434698
12401,2.44296736665108,0,0.212397181342774,0,0.0216554769343398,0,12,0.956049582709155,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6576.00850906975,-5361.29043381876,-1214.71807525099
12501,2.42831995942813,0,0.212185061950605,0,0.0217541344178525,0,12,0.934329287574072,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6537.23954827282,-5349.52424312907,-1187.71530514376
12601,2.40205708307413,0,0.211375666376773,0,0.0209151295843858,0,12,0.950273936323455,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6546.05877876307,-5344.0021027433,-1202.05667601977
