sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,lnlike,likelihood,prior_prob
1,2.74837381765246,0,0.0135316262417473,0,0.184680610266514,0,12,1.81166893953923,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-13900.5634590529,-13117.658920787,-782.904538265896
101,3.41184306107462,0,0.129331161074806,0,0.0362549850717187,0,12,2.68768506508786,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-9479.73588472034,-8564.70392011566,-915.031964604682
201,2.99425677843392,0,0.161229899658356,0,0.0281468748813495,0,12,1.95888878230471,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-8621.69057096641,-7677.60327803634,-944.087292930069
301,2.92050048485398,0,0.246695124327671,0,0.0231456848559901,0,12,1.48762264091056,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7701.84491917203,-6711.05208863947,-990.792830532558
401,2.93112164847553,0,0.290225554739591,0,0.0201754589332268,0,12,1.33756276313216,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7456.42824942318,-6452.64450034694,-1003.78374907624
501,2.88812318332493,0,0.284356381783728,0,0.0201754589332268,0,12,1.33756276313216,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7282.63111113445,-6286.71327276044,-995.917838374013
601,3.16413924042135,0,0.213174031621311,0,0.0297641255892813,0,12,1.19592468289193,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7159.86183612349,-6144.09174675931,-1015.77008936418
701,2.94174961838871,0,0.261443834595848,0,0.0231736990157515,0,12,1.07087839546148,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-7014.07244040609,-5958.2455588311,-1055.82688157498
801,2.8601148892194,0,0.279648181183729,0,0.0201754589332268,0,12,1.11318545392714,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6934.75441408158,-5888.02817799219,-1046.72623608939
901,2.81340285129845,0,0.277515981479082,0,0.0201754589332268,0,12,1.11366567935329,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6870.49862603608,-5829.42235160461,-1041.07627443147
1001,2.76580565627664,0,0.26811827786034,0,0.0201754589332268,0,12,1.11366567935329,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6800.03447848312,-5741.15116790051,-1058.88331058261
1101,2.76580565627664,0,0.26811827786034,0,0.0201754589332268,0,12,1.11366567935329,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6801.92039982753,-5711.95948074939,-1089.96091907814
1201,2.65241007376462,0,0.275067864444573,0,0.0184009167132899,0,12,1.11366567935329,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6781.84297720755,-5697.5553568053,-1084.28762040225
1301,2.65241007376462,0,0.272398008771706,0,0.019445869862102,0,12,1.11366567935329,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6751.30572465134,-5665.96349997454,-1085.3422246768
1401,2.6069237632677,0,0.250775452160742,0,0.019445869862102,0,12,1.01588010648266,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,-6707.37385161484,-5613.55548612793,-1093.81836548691
