sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.72545806551352,0,0.0991929344134405,0,0.18503595108632,0,9,1.23113450093661,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1.43405757169239,0,-4938.29808964826,-4546.91732227894,-391.380767369328
101,2.81302271058783,0,0.100751026968472,0,0.179291122450959,0,9,1.74888478510547,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1.5660740798011,0,-3508.11500301556,-3038.46887189112,-469.646131124441
201,3.03013477070452,0,0.0952011182738537,0,0.123945096472634,0,9,2.37856417972273,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1.75964091653782,0,-2957.4179581233,-2423.10805251186,-534.30990561143
301,2.90915674235244,0,0.0607374018511121,0,0.0775347050915855,0,9,2.33501333570538,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,7.84743001377487,0,-2746.07052166674,-2169.36308367727,-576.707437989473
401,2.83880308874575,0,0.0681497765226607,0,0.0724746835456809,0,9,1.89693203691238,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,7.03697347445137,0,-2629.21177311322,-2016.2629883564,-612.948784756828
501,2.87809664055836,0,0.088677727667263,0,0.0566721585852761,0,9,1.77600337746589,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.88572388063679,0,-2527.66856932338,-1920.10960221425,-607.558967109132
601,2.84387860735225,0,0.0811595377418425,0,0.0570629017927442,0,9,1.73586324554594,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.83082964760745,0,-2469.6443104784,-1870.17194935133,-599.472361127072
701,2.73062684800782,0,0.0804713167288155,0,0.0570564078482963,0,9,1.52601777478818,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.83082964760745,0,-2388.2577031554,-1792.85291916858,-595.404783986816
801,2.64357796825143,0,0.0687821122093575,0,0.05713927646005,0,9,1.4022650584341,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.63504825971499,0,-2376.00186801605,-1762.99900119385,-613.0028668222
901,2.64357796825143,0,0.059137783693625,0,0.05713927646005,0,9,1.37951453765048,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.68929271382477,0,-2351.03688615574,-1742.99076459688,-608.046121558865
1001,2.55341492405242,0,0.0668110694933197,0,0.0539988337898816,0,9,1.35868963391241,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.94267284967387,0,-2327.31644748141,-1714.9241579704,-612.392289511009
1101,2.56604757501066,0,0.0678829909480847,0,0.0541194828711952,0,9,1.29710018994903,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,9.89503869464547,0,-2320.79562655408,-1698.56995303415,-622.225673519927
