sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
1,2.11337181832641,0,0.0852792943734676,0,0.104136149841361,0,9,1.78455812879838,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1.55797874275595,0,-3426.4842871617,-3093.21081943223,-333.27346772947
101,1.98468930795789,0,0.0893759865644388,0,0.0945582978357561,0,9,2.47576999576995,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,1.55475249524112,0,-2924.25738249138,-2535.69100258296,-388.566379908421
201,2.3531827460617,0,0.197054215867204,0,0.0528386063926704,0,9,2.15857697126173,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.427060701564473,0,-2708.1912972499,-2163.63734617639,-544.553951073507
301,1.77289040349783,0,0.18855834787512,0,0.0370562866837646,0,9,1.87517416123969,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.427060701564473,0,-2594.43110104123,-2038.1361790585,-556.294921982727
401,1.73457329048814,0,0.187162675123794,0,0.0363923855218024,0,9,1.77533739322645,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.427060701564473,0,-2529.29564034273,-1989.64805498484,-539.647585357886
501,1.76294127307901,0,0.187162675123794,0,0.0363923855218024,0,9,1.71798875865435,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.427060701564473,0,-2492.74908568275,-1943.74312513108,-549.005960551674
601,2.10092285295035,0,0.184189192400717,0,0.0522051238646823,0,9,1.67275791207986,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.324538695842201,0,-2391.75280069752,-1867.93933813986,-523.813462557656
701,2.05499436826032,0,0.180477386802105,0,0.0522051238646823,0,9,1.5431813420011,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.22853359522761,0,-2378.0810654169,-1818.53225731087,-559.548808106033
801,2.05499436826032,0,0.178676000164269,0,0.0527387963651181,0,9,1.5431813420011,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.192036572242193,0,-2400.66631274469,-1811.42367925863,-589.242633486061
901,2.21178703706895,0,0.18492346556796,0,0.0516700520801202,0,9,1.50222426629976,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.281603406168235,0,-2408.06021707654,-1784.42409212727,-623.636124949271
1001,2.23132913637197,0,0.191829770606483,0,0.0526013764161854,0,9,1.50187360112611,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.221802766887757,0,-2392.83935091017,-1787.25379612829,-605.585554781882
1101,2.33786633656575,0,0.197258997792611,0,0.0533070023942661,0,9,1.5353753778439,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.242390977941367,0,-2379.90113431912,-1788.63103449702,-591.270099822101
1201,2.39703543215387,0,0.197606209717031,0,0.0544202821594077,0,9,1.42091431583428,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.211659982840042,0,-2358.81883971833,-1768.11519522675,-590.703644491572
1301,2.46748561725306,0,0.192632525121919,0,0.0571195213270388,0,9,1.41642029152228,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.269288574356791,0,-2334.02441079147,-1751.45049157369,-582.573919217786
1401,2.50786419837564,0,0.194173743362472,0,0.0596263897796398,0,9,1.38523840306452,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.308915621482759,0,-2342.47753157145,-1757.46616751346,-585.011364057986
1501,2.48955222120872,0,0.195088863025689,0,0.0609045974915528,0,9,1.40562344415885,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.205328609920288,0,-2309.86549558075,-1737.08549958808,-572.779995992665
1601,2.59101609059263,0,0.197049179778329,0,0.0620648290829826,0,9,1.35457201786376,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.260496693701879,0,-2318.93880811332,-1749.3282151149,-569.610592998425
1701,2.67953799088086,0,0.196519250451026,0,0.0639688013457288,0,9,1.39661012116085,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.260753538446368,0,-2311.1188667168,-1734.74959752589,-576.369269190907
1801,2.62970804140486,0,0.188699237461502,0,0.0635402184438664,0,9,1.38960737447935,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.257687419137777,0,-2302.33263824995,-1731.69884184513,-570.633796404821
1901,2.63776491240886,0,0.190725116910022,0,0.0641055215864814,0,9,1.41884193420859,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.272421727419435,0,-2302.86058990623,-1737.20575531222,-565.654834594011
2001,2.53800107247817,0,0.188635633870044,0,0.0635508920500248,0,9,1.39316217029997,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,1,0.268723977482147,0,-2280.20805633126,-1721.45407867995,-558.753977651313
