sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_vac,sigma1_vac,sigma2_vac,rho_boost,rho_wane,lnlike,likelihood,prior_prob
1,2.87858994444832,0,0.0419553284370341,0,0.173988840798847,0,9,1.26495441957377,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.46431031008251,1.92999811237678,0.123535218124744,0,1.04148809460457,0,1.03043074626476,1.35939827561378,-14854.2946712604,-14451.045870129,-403.248801131378
101,2.82124921798706,0,0.0453286650893279,0,0.169602425240446,0,9,1.71415641414933,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.45532115687849,1.92927344618365,0.126621219947992,0,1.11087363648368,0,0.965416255360469,1.37518003042787,-10369.6015968592,-9902.2636747687,-467.337922090541
201,2.81120459036902,0,0.0389351652446203,0,0.157359904572368,0,9,1.73868371947901,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.45007208209252,1.92106589403935,0.12405605847016,0,1.1720950474753,0,0.840283047966659,1.46601311895065,-8887.98750528273,-8234.10080447776,-653.886700804977
301,2.88588815063238,0,0.0339446343691088,0,0.150514520162251,0,9,2.0322959756013,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.432470882269554,1.85636813746765,0.131366290094593,0,1.23534496517316,0,0.943289944971912,1.48304468661081,-7676.9363070263,-6890.47125995354,-786.465047072754
401,2.94925544822589,0,0.0370229722326621,0,0.142054453119636,0,9,1.96814175631153,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.44077139378991,1.95493709098548,0.131128385673947,0,1.43430756614497,0,0.762288184347563,1.37804973912425,-7154.02839195609,-6259.99721128532,-894.031180670768
501,2.93405961411074,0,0.0382118451222778,0,0.126548249241896,0,9,1.93199576222105,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.432531899446621,1.96233303414658,0.127157584366069,0,1.58777478829306,0,0.871817834931426,1.36030526135583,-6903.79741318754,-5991.4070162985,-912.390396889039
601,2.85105035666376,0,0.0382196575659327,0,0.122722066163551,0,9,1.8323889960302,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.431313993600197,1.9440201947093,0.127769290697325,0,1.75100776630407,0,0.823570583760738,1.45961335320026,-6607.5860682532,-5680.37992623956,-927.206142013636
701,2.75003146417439,0,0.0360169803607278,0,0.116468369574286,0,9,1.58889265201287,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.414796151679475,1.92253283491358,0.126282857795013,0,1.77844744148874,0,0.801741452910937,1.42422961494885,-6410.11610058147,-5466.22263543788,-943.893465143588
801,2.73510213287547,0,0.041048354965169,0,0.108782476708293,0,9,1.47280968731502,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.419965308872052,1.88992268732749,0.125469536367018,0,1.81999891089322,0,0.839422642230056,1.40644502753858,-6281.77693183923,-5353.14687374786,-928.630058091364
901,2.70106347294524,0,0.038996370867826,0,0.106789431814104,0,9,1.40121265337803,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0.409423606826458,1.89076683996245,0.122850678631221,0,1.89648741018446,0,0.902979979803786,1.48482914804481,-6156.5838449046,-5239.3240159728,-917.259828931803
